gene_id
KAF2207757
KAF2209991
KAF2208537
KAF2206108
KAF2206115
KAF2206116
KAF2206119
KAF2206125
KAF2206129
KAF2206142
KAF2206148
KAF2206149
KAF2206154
KAF2206181
KAF2206182
KAF2209233
KAF2210166
KAF2208204
KAF2206204
KAF2209152
KAF2214067
KAF2214068
KAF2214016
KAF2210293
KAF2210300
KAF2209658
KAF2216541
KAF2215516
KAF2208292
KAF2208295
KAF2207414
KAF2207624
KAF2208593
KAF2209039
KAF2210705
KAF2217546
KAF2209145
KAF2209151
KAF2214103
KAF2214104
KAF2208644
KAF2216238
KAF2211618
KAF2210314
KAF2208069
KAF2208068
KAF2208087
KAF2213125
KAF2217280
KAF2217900
KAF2218104
KAF2214700
KAF2212750
KAF2214829
KAF2207479
KAF2210562
KAF2216116
KAF2207528
KAF2207561
KAF2218053
KAF2209041
KAF2208966
KAF2217281
KAF2217901
KAF2214115
KAF2208461
KAF2213371
KAF2211265
KAF2208299
KAF2207713
KAF2209755
KAF2209786
KAF2214793
KAF2215024
KAF2211448
KAF2211478
KAF2207428
KAF2207856
KAF2208866
KAF2209310
KAF2212505
KAF2206640
KAF2214333
KAF2216663
KAF2214449
KAF2214318
KAF2214319
KAF2210289
KAF2213381
KAF2214396
KAF2209501
KAF2210579
KAF2208194
KAF2208162
KAF2209625
KAF2209646
KAF2209153
KAF2209141
KAF2209225
KAF2216513
KAF2208026
KAF2213207
KAF2213311
KAF2207527
KAF2207539
KAF2207733
KAF2217693
KAF2217783
KAF2217409
KAF2210417
KAF2217539
KAF2210491
KAF2213432
KAF2208922
KAF2217292
KAF2217113
KAF2216964
KAF2216849
KAF2215642
KAF2215668
KAF2215586
KAF2215958
KAF2215949
KAF2215935
KAF2215803
KAF2207248
KAF2209117
KAF2215089
KAF2217278
KAF2217899
KAF2215150
KAF2215252
KAF2214136
KAF2207219
KAF2208468
KAF2207170
KAF2207171
KAF2206369
KAF2208407
KAF2211991
KAF2212021
KAF2212022
KAF2212003
KAF2210286
KAF2206843
KAF2213697
KAF2213663
KAF2213686
KAF2213452
KAF2211215
KAF2206557
KAF2212791
KAF2212765
KAF2209846
KAF2209877
KAF2207349
KAF2212984
KAF2210284
KAF2210285
KAF2214708
KAF2214725
KAF2209687
KAF2214768
KAF2215058
KAF2209664
KAF2215034
KAF2215029
KAF2214576
KAF2211415
KAF2211465
KAF2207476
KAF2209295
KAF2209343
KAF2214482
KAF2212279
KAF2208994
KAF2212135
KAF2212512
KAF2214500
KAF2214400
KAF2211199
KAF2211129
KAF2211140
KAF2214205
KAF2211074
KAF2215602
KAF2210264
KAF2210739
KAF2211053
KAF2211030
KAF2210592
KAF2208150
KAF2208065
KAF2208057
KAF2216189
KAF2216264
KAF2216642
KAF2213163
KAF2213247
KAF2207814
KAF2207715
KAF2217678
KAF2217927
KAF2209048
KAF2216499
KAF2210372
KAF2210371
KAF2210115
KAF2207063
KAF2217143
KAF2217090
KAF2216795
KAF2212227
KAF2212240
KAF2216041
KAF2216002
KAF2215700
KAF2209165
KAF2207041
KAF2215146
KAF2207028
KAF2215308
KAF2215383
KAF2213963
KAF2213965
KAF2217095
KAF2207214
KAF2208642
KAF2208771
KAF2208568
KAF2208517
KAF2213364
KAF2207623
KAF2213373
KAF2211254
KAF2206792
KAF2206752
KAF2206283
KAF2206615
KAF2212679
KAF2209927
KAF2209960
KAF2209886
KAF2212880
KAF2210278
KAF2206857
KAF2212774
KAF2208914
KAF2208286
