Geneid,CZ_in vitro_1,CZ_in vitro_2,CZ_in vitro_3,CZ_0dpi_1,CZ_0dpi_2,CZ_0dpi_3,CZ_1dpi_1,CZ_1dpi_2,CZ_1dpi_3,CZ_3dpi_1,CZ_3dpi_2,CZ_3dpi_3,CZ_6dpi_1,CZ_6dpi_2,CZ_6dpi_3
KAM3420165.1,851,651,611,6,0,6,4,10,4,4,8,6,10,4,11
KAM3420168.1,80,73,135,0,0,0,1,2,1,2,1,0,0,0,0
KAM3420170.1,1230,1638,1809,2,4,6,14,20,11,22,14,12,21,24,25
KAM3420171.1,170,124,171,2,0,0,0,0,1,2,2,0,13,8,1
KAM3420172.1,652,484,670,2,0,0,2,4,4,7,4,3,7,4,6
KAM3420173.1,2401,2348,3164,14,8,12,23,20,14,20,21,17,26,4,24
KAM3420174.1,336,326,272,6,0,0,2,5,2,2,0,7,2,2,6
KAM3420175.1,154,99,198,4,0,0,1,2,0,2,2,2,4,2,8
KAM3420176.1,1698,1336,1635,14,0,6,7,6,10,16,16,14,7,42,31
KAM3420177.1,4,12,10,0,0,0,0,0,0,0,0,0,1,0,0
KAM3420178.1,5275,3953,5245,5,16,12,6,32,44,21,44,36,52,85,116
KAM3420179.1,2514,1937,2778,2,0,0,10,6,8,12,8,14,30,32,28
KAM3420180.1,69,36,44,0,0,0,0,0,0,0,0,1,0,0,0
KAM3420181.1,220,89,185,0,0,0,0,0,0,0,0,1,2,0,0
KAM3420183.1,2230,1478,2480,2,4,0,18,8,10,16,22,10,28,35,78
KAM3420185.1,731,945,406,4,0,0,9,8,5,6,2,12,5,3,5
KAM3420186.1,79604,85180,74798,183,164,231,114,189,116,292,303,386,245,195,304
KAM3420187.1,109,67,135,6,0,0,2,2,0,0,0,0,0,1,0
KAM3420189.1,38,6,110,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420190.1,6420,4361,11879,8,12,12,4,10,10,8,12,6,147,228,369
KAM3420191.1,652,832,669,4,0,6,0,0,2,7,2,0,17,16,30
KAM3420192.1,1030,1234,817,4,4,0,10,6,10,15,4,5,7,6,14
KAM3420193.1,2057,2438,2124,4,4,3,2,0,4,6,11,12,8,4,19
KAM3420194.1,212,216,251,0,2,0,1,4,0,2,4,8,1,2,6
KAM3420195.1,274,178,278,0,4,12,0,6,2,2,6,10,2,4,4
KAM3420196.1,2275,2350,2299,0,12,15,13,12,9,13,11,16,44,50,32
KAM3420197.1,1233,801,1252,0,6,0,14,16,11,4,8,11,14,6,9
KAM3420198.1,5146,3639,3351,14,14,30,6,12,14,12,15,17,27,20,31
KAM3420199.1,1448,886,2203,33,68,24,10,34,4,20,5,14,42,36,44
KAM3420200.1,131,102,145,0,0,6,2,0,2,0,0,3,0,0,0
KAM3420201.1,160,76,80,0,0,0,1,0,0,0,0,5,1,2,7
KAM3420202.1,2800,3046,2995,10,20,18,12,6,8,4,8,10,46,31,42
KAM3420203.1,1282,817,1385,0,0,0,4,9,6,17,10,13,5,6,14
KAM3420204.1,705,294,619,0,0,0,8,6,2,13,4,11,10,2,8
KAM3420205.1,3895,1737,3064,2,0,0,10,25,10,59,66,65,13,41,56
KAM3420206.1,140,189,173,0,0,0,2,0,2,2,3,4,4,0,8
KAM3420208.1,285,316,235,0,4,0,1,4,4,4,2,0,5,5,14
KAM3420209.1,791,943,1251,0,0,0,3,12,5,2,2,7,11,15,20
KAM3420210.1,2724,1860,3870,2,0,0,2,5,2,4,10,6,12,10,7
KAM3420211.1,859,622,957,6,16,0,4,10,8,12,4,2,8,14,8
KAM3420212.1,10,6,11,0,0,0,0,0,2,0,0,0,0,0,0
KAM3420213.1,88,69,135,0,0,6,0,0,0,0,0,2,0,3,2
KAM3420214.1,234,206,241,4,0,0,0,2,0,0,2,0,4,2,4
KAM3420215.1,18,8,50,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420216.1,136,201,360,0,0,0,0,0,0,0,0,0,0,2,2
KAM3420217.1,1310,1434,1694,8,0,6,6,8,2,4,2,0,8,8,18
KAM3420218.1,38,39,21,0,0,0,0,0,0,0,2,0,0,2,2
KAM3420219.1,656,430,969,4,0,0,0,0,1,0,0,2,0,0,2
KAM3420220.1,89,50,195,0,0,0,0,0,0,3,4,0,2,0,1
KAM3420221.1,23,22,44,0,0,0,1,1,0,0,0,2,2,1,2
KAM3420222.1,61,66,105,4,0,0,0,2,0,6,2,4,6,5,2
KAM3420223.1,754,518,515,4,8,6,2,2,5,2,2,6,8,13,13
KAM3420224.1,10903,6421,13402,2,0,12,71,76,44,54,79,70,79,131,139
KAM3420225.1,480,611,497,6,0,6,2,1,4,4,4,8,16,8,20
KAM3420226.1,5744,5056,4663,16,8,12,4,27,32,18,16,25,30,36,66
KAM3420227.1,652,640,669,4,0,12,4,6,4,2,10,11,13,50,50
KAM3420229.1,3362,2644,3778,16,22,36,15,21,16,20,19,52,32,26,62
KAM3420230.1,286,168,212,0,0,0,4,2,0,0,0,2,0,0,2
KAM3420231.1,103,63,111,0,0,0,0,0,2,2,0,0,0,0,0
KAM3420232.1,10,8,7,0,0,0,2,2,0,0,0,0,0,0,1
KAM3420233.1,574,608,776,4,8,18,3,1,6,1,1,2,10,10,10
KAM3420234.1,1077,779,1364,2,4,3,22,20,8,13,10,36,30,20,16
KAM3420235.1,401,588,560,2,0,6,4,2,7,4,5,2,12,2,13
KAM3420236.1,2031,2017,1690,2,20,30,0,8,3,17,6,8,8,0,10
KAM3420237.1,300,384,388,0,0,6,0,2,0,0,2,0,2,4,6
KAM3420238.1,2,10,14,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420239.1,1261,1155,1364,6,0,12,8,6,6,9,8,24,16,4,16
KAM3420240.1,6458,3665,3708,4,24,6,4,3,10,0,7,8,6,12,32
KAM3420241.1,39767,23081,20141,24,12,36,31,39,36,25,19,46,59,49,65
KAM3420242.1,1832,2215,2028,5,12,18,4,2,2,4,2,6,13,14,17
KAM3420243.1,345,192,383,2,0,0,4,10,14,14,12,25,5,9,6
KAM3420244.1,45,28,38,0,0,0,0,0,2,0,0,0,0,4,0
KAM3420245.1,29,12,31,0,0,0,2,0,0,0,2,2,0,0,0
KAM3420246.1,99,47,74,0,0,0,0,6,2,4,0,10,0,2,0
KAM3420248.1,144,190,198,6,0,6,8,0,4,2,4,6,3,5,6
KAM3420249.1,306,238,358,0,4,0,2,4,0,4,12,7,2,4,6
KAM3420250.1,67,54,76,0,0,0,0,0,0,0,0,4,0,0,0
KAM3420252.1,7428,2430,4189,0,0,0,2,5,4,4,12,6,4,6,12
KAM3420253.1,235,85,261,2,0,6,0,0,0,0,0,4,0,1,0
KAM3420254.1,324,129,400,0,4,6,6,8,2,5,4,0,2,0,2
KAM3420255.1,31,26,33,0,0,0,0,0,0,0,0,0,0,3,2
KAM3420256.1,1471,1591,1823,0,4,12,3,4,4,2,3,1,3,4,7
KAM3420257.1,27366,25972,26783,56,60,57,48,59,101,96,153,162,124,148,142
KAM3420258.1,4383,5049,3398,20,4,18,6,5,2,2,2,8,13,18,9
KAM3420259.1,1627,1727,2134,12,4,6,4,3,0,7,2,4,0,3,6
KAM3420260.1,351,279,435,2,0,0,6,4,0,6,8,8,0,2,2
KAM3420261.1,235,121,137,0,0,0,0,0,2,0,1,7,0,2,3
KAM3420262.1,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420263.1,5379,4418,5906,36,44,36,48,52,44,70,76,66,62,58,88
KAM3420264.1,361,433,1491,4,0,12,0,4,2,4,2,6,24,42,20
KAM3420265.1,11580,15447,7757,12,8,18,14,12,12,12,16,12,32,40,56
KAM3420266.1,323,503,505,0,0,0,0,4,3,7,4,5,2,8,8
KAM3420267.1,5820,5353,9343,6,0,0,2,12,6,4,15,15,15,19,29
KAM3420268.1,643,633,772,3,0,6,4,4,5,7,2,7,1,7,12
KAM3420269.1,3753,2683,3370,2,8,0,7,14,4,27,12,28,6,8,10
KAM3420270.1,2556,2072,2927,0,4,0,0,1,0,8,6,7,4,0,0
KAM3420271.1,75,65,92,0,0,0,0,6,0,0,0,0,0,4,1
KAM3420272.1,18,9,33,0,0,0,0,0,0,0,0,2,4,2,0
KAM3420273.1,245,143,152,0,0,12,2,2,0,6,5,10,13,4,8
KAM3420274.1,614,325,399,2,0,0,0,6,0,2,2,2,26,10,18
KAM3420275.1,86,63,100,0,0,0,0,0,0,2,0,6,2,2,0
KAM3420276.1,201,155,304,0,4,0,5,1,0,2,3,0,2,0,2
KAM3420277.1,82,56,140,0,0,0,2,3,0,4,0,2,2,6,13
KAM3420278.1,1180,973,716,8,8,6,0,6,4,6,6,10,0,4,6
KAM3420279.1,8,7,20,0,0,0,0,0,2,0,0,0,0,1,1
KAM3420280.1,1159,1154,1444,1,0,0,0,12,6,11,8,15,14,23,30
KAM3420281.1,2064,2644,2520,2,0,6,0,6,9,0,2,4,9,14,14
KAM3420282.1,3345,2688,4915,4,4,0,2,12,6,9,19,10,12,2,18
KAM3420283.1,7127,4112,6708,20,16,30,12,30,22,61,31,18,106,140,152
KAM3420284.1,3553,3127,4629,8,18,42,7,30,8,4,14,6,21,29,68
KAM3420285.1,60,47,104,0,0,0,0,0,0,0,1,0,1,0,1
KAM3420287.1,52,56,74,2,0,0,2,0,0,0,2,0,0,0,4
KAM3420288.1,1534,792,1607,2,0,0,6,9,6,15,8,11,11,8,8
KAM3420290.1,1924,1195,2045,0,0,0,8,18,18,10,18,30,4,10,12
KAM3420291.1,415,264,294,2,0,0,0,2,0,0,0,6,2,2,4
KAM3420292.1,8225,8800,7984,14,36,6,18,26,18,35,35,53,37,20,27
KAM3420293.1,1677,1268,2259,8,12,0,18,27,27,18,14,26,14,18,14
KAM3420294.1,4659,2511,3550,0,0,12,51,64,83,79,75,80,8,41,34
KAM3420295.1,138,116,180,0,0,0,2,2,3,4,4,2,2,2,0
KAM3420297.1,50131,38494,36092,100,72,110,110,192,186,261,298,451,262,233,225
KAM3420298.1,46,26,22,0,0,0,0,0,0,0,0,2,0,0,2
KAM3420299.1,4,9,10,0,0,6,2,0,0,0,0,2,0,0,0
KAM3420300.1,217,196,212,4,0,0,0,4,2,6,6,4,8,12,7
KAM3420301.1,189,85,166,4,2,0,0,2,0,4,1,2,0,0,2
KAM3420302.1,76,54,47,0,0,0,2,0,0,0,0,2,0,0,0
KAM3420303.1,65,26,61,0,0,0,2,0,0,4,0,0,0,0,4
KAM3420304.1,2857,1596,2321,0,0,0,12,0,8,12,8,6,4,6,13
KAM3420305.1,3137,3772,3402,12,8,12,10,4,4,2,4,10,20,33,28
KAM3420306.1,1714,2074,2050,6,0,12,6,13,6,9,2,22,15,16,25
KAM3420307.1,4284,4313,5350,14,22,6,4,20,11,7,17,20,17,18,20
KAM3420308.1,481,545,593,0,0,0,1,0,3,3,3,4,4,0,6
KAM3420309.1,467,521,924,1,0,0,1,0,6,5,1,0,6,2,3
KAM3420310.1,535,456,623,0,8,0,8,0,4,13,10,2,6,5,4
KAM3420311.1,1507,1809,1689,4,4,0,11,7,10,19,10,12,9,11,18
KAM3420312.1,230,154,358,0,0,0,2,0,0,4,12,4,0,4,2
KAM3420313.1,160,101,227,0,0,0,0,0,0,8,3,12,2,0,0
KAM3420315.1,229,167,365,0,4,0,1,7,4,15,21,55,3,0,5
KAM3420316.1,1637,1271,1677,14,0,6,13,18,6,8,11,23,14,4,15
KAM3420317.1,680,694,598,2,4,6,3,7,6,2,4,6,26,24,44
KAM3420318.1,4564,3411,2778,18,12,6,8,7,16,16,12,45,24,43,84
KAM3420319.1,373,210,991,0,0,0,0,0,0,5,0,4,0,2,3
KAM3420320.1,9632,6093,9335,11,16,3,23,46,46,30,25,33,56,52,125
KAM3420321.1,8198,8925,9081,28,32,54,4,4,12,3,10,8,18,14,47
KAM3420322.1,595,706,1003,4,0,3,0,1,0,0,3,5,1,1,3
KAM3420323.1,2017,1406,1421,7,4,0,22,2,14,2,6,8,6,16,18
KAM3420324.1,758,848,872,2,4,12,5,7,0,5,0,18,2,2,6
KAM3420325.1,145,113,171,2,0,0,2,0,0,2,2,2,0,2,4
KAM3420326.1,2369,1482,2269,6,0,0,6,10,20,12,14,6,12,22,26
KAM3420327.1,191,52,259,0,0,0,4,8,1,2,2,0,1,0,4
KAM3420328.1,332,171,274,4,0,0,2,3,0,2,5,2,0,3,4
KAM3420330.1,499,431,500,0,0,0,4,0,6,8,7,4,5,9,10
KAM3420331.1,223,201,347,3,0,0,1,0,2,0,8,6,3,2,6
KAM3420332.1,1249,2051,1309,12,0,6,14,3,4,12,8,6,6,19,7
KAM3420334.1,33,18,2,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420335.1,26,27,26,0,0,6,0,0,0,0,0,0,0,0,0
KAM3420336.1,636,587,650,0,0,0,4,2,0,10,2,2,6,2,10
KAM3420337.1,26,35,56,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420338.1,1603,1240,939,0,2,6,3,0,1,4,1,0,14,18,18
KAM3420339.1,847,996,1209,14,4,9,6,2,4,0,6,9,15,35,40
KAM3420340.1,16,19,64,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420341.1,399,336,385,4,0,6,0,2,2,0,0,0,0,2,8
KAM3420342.1,444,506,548,0,4,18,4,8,4,4,6,14,7,6,7
KAM3420343.1,399,318,577,2,4,0,2,10,2,8,2,2,0,2,0
KAM3420344.1,100,104,301,0,0,0,0,0,0,2,3,0,0,0,0
KAM3420345.1,1257,775,1048,2,0,0,10,8,8,4,4,13,1,4,7
KAM3420346.1,310,320,373,0,2,0,2,2,0,4,2,4,1,2,2
KAM3420347.1,809,1156,1051,4,8,24,5,4,4,13,15,10,1,0,18
KAM3420348.1,1222,1427,1414,10,6,0,11,17,6,24,14,16,4,8,15
KAM3420349.1,930,779,1141,2,8,12,2,6,2,2,8,11,2,4,10
KAM3420350.1,280,320,281,1,2,0,3,9,6,2,2,2,12,8,3
KAM3420351.1,4504,5245,4267,18,4,12,7,16,4,16,10,12,22,18,29
KAM3420352.1,1880,2275,1824,18,12,54,10,9,21,18,2,8,34,16,30
KAM3420353.1,410,503,656,6,0,0,5,2,0,2,2,2,8,12,12
KAM3420354.1,3324,2318,2758,2,0,18,8,11,14,8,23,22,18,20,34
KAM3420355.1,1906,1416,2425,3,6,0,2,10,4,17,12,9,6,4,8
KAM3420356.1,743,756,695,7,12,6,2,0,2,1,4,7,14,23,22
KAM3420357.1,1984,1981,1793,8,8,6,4,3,10,8,0,26,6,6,12
KAM3420358.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420359.1,204,116,199,0,0,0,0,2,4,4,2,4,10,6,10
KAM3420360.1,1047,1113,1032,4,4,0,4,0,5,6,5,6,2,13,22
KAM3420361.1,2257,2443,2079,10,8,12,12,12,20,10,8,30,16,8,18
KAM3420362.1,107880,107794,93940,82,48,117,45,76,43,127,160,188,142,111,172
KAM3420363.1,552,288,582,0,8,0,6,4,0,6,8,4,0,10,8
KAM3420364.1,376,189,426,0,0,0,4,0,2,8,16,17,3,2,3
KAM3420365.1,376,212,310,0,0,0,6,3,9,4,1,2,0,0,3
KAM3420366.1,462,235,389,2,0,0,6,9,6,5,2,6,3,5,5
KAM3420367.1,373,347,488,0,0,0,5,6,2,8,2,0,3,2,7
KAM3420368.1,2337,2241,2812,2,0,9,8,17,4,8,9,7,49,35,70
KAM3420370.1,2283,1585,2436,4,8,0,8,6,2,2,10,2,9,6,14
KAM3420372.1,2158,1731,1391,0,0,0,0,0,0,2,2,0,0,0,2
KAM3420373.1,573,350,886,0,4,0,2,4,1,4,6,4,12,4,6
KAM3420374.1,5068,4217,4459,22,26,6,12,16,19,12,21,22,24,25,30
KAM3420375.1,132,77,75,0,0,0,0,2,0,1,0,0,0,1,0
KAM3420376.1,177,154,277,0,0,0,0,1,0,0,0,1,0,1,2
KAM3420377.1,3,1,3,0,0,0,0,2,0,0,0,0,0,0,0
KAM3420378.1,108,66,95,0,0,0,0,1,2,1,2,1,0,0,1
KAM3420379.1,718,578,1085,6,8,6,7,15,4,9,6,10,17,18,26
KAM3420380.1,960,381,697,0,0,0,2,2,4,6,0,2,14,16,28
KAM3420381.1,580,231,530,0,4,0,0,7,2,4,4,0,7,8,6
KAM3420382.1,105,94,128,0,0,0,0,1,0,0,0,0,3,4,3
KAM3420384.1,6946,5615,7689,31,28,69,44,70,40,34,29,32,163,186,173
KAM3420385.1,3610,3504,2697,21,4,60,2,12,5,2,8,20,19,22,32
KAM3420386.1,4362,4820,4095,16,8,27,9,5,6,13,8,14,10,8,14
KAM3420388.1,1097,1055,2309,0,0,0,0,1,0,9,6,1,2,0,0
KAM3420389.1,568,861,889,1,0,0,4,4,10,5,6,0,11,23,34
KAM3420390.1,2993,1844,2831,0,0,6,0,0,0,8,1,9,6,3,13
KAM3420392.1,6,7,6,0,0,0,1,0,0,0,0,0,2,0,2
KAM3420393.1,422,287,428,2,4,0,4,8,2,8,4,6,2,0,0
KAM3420395.1,307,375,418,2,4,0,0,7,5,2,11,4,9,9,19
KAM3420396.1,104,69,123,0,0,0,0,0,0,4,2,2,0,3,6
KAM3420397.1,1947,2250,1871,6,0,24,5,4,13,4,8,8,16,26,26
KAM3420399.1,912,1129,816,7,4,0,2,2,2,2,1,2,3,6,11
KAM3420400.1,1657,2174,1649,6,14,6,0,2,2,4,0,4,11,3,18
KAM3420401.1,100,180,168,0,0,0,0,0,2,0,2,1,0,0,2
KAM3420402.1,40,98,37,0,0,12,0,0,0,0,0,0,0,2,0
KAM3420403.1,543,508,556,0,0,0,2,12,6,4,2,4,6,7,10
KAM3420404.1,760,668,1070,0,4,0,2,1,6,3,3,4,3,1,2
KAM3420405.1,52555,56124,52726,26,40,36,19,40,14,77,79,112,85,80,94
KAM3420406.1,109,88,94,0,0,3,2,0,0,0,0,1,2,0,0
KAM3420407.1,540,754,791,0,0,0,31,26,14,16,54,81,62,32,52
KAM3420408.1,224,348,189,0,0,0,2,1,0,4,2,3,4,4,1
KAM3420409.1,175,199,288,0,0,0,3,2,3,10,8,7,14,2,2
KAM3420410.1,103,121,196,0,0,0,4,0,2,3,2,4,3,0,2
KAM3420411.1,1149,1794,1703,14,16,9,6,2,5,6,0,3,22,12,22
KAM3420412.1,21905,33897,25155,60,72,96,31,16,21,26,24,18,151,124,219
KAM3420413.1,138,154,218,2,0,0,3,2,6,8,4,2,20,5,22
KAM3420414.1,8323,9178,8216,31,54,42,4,9,7,13,18,30,16,11,14
KAM3420415.1,4964,4702,3807,9,24,12,5,5,7,10,6,8,14,5,20
KAM3420416.1,2895,2888,2685,6,12,12,4,2,12,4,14,7,6,9,18
KAM3420417.1,2497,2298,2388,16,4,6,22,12,6,10,16,20,43,20,53
KAM3420418.1,829,995,830,14,4,6,10,3,8,6,14,12,5,6,16
KAM3420419.1,15,35,41,0,0,0,0,0,2,0,2,0,2,0,0
KAM3420420.1,17,14,25,0,0,0,0,0,2,0,0,0,0,0,0
KAM3420421.1,78,39,311,0,0,0,0,0,0,4,4,6,8,0,6
KAM3420422.1,321,221,443,0,0,0,0,0,0,0,0,0,2,2,0
KAM3420423.1,6774,6095,7243,24,10,12,6,11,20,15,24,10,28,38,37
KAM3420424.1,55,15,50,0,0,0,0,0,0,2,0,0,0,0,0
KAM3420425.1,2016,1849,1850,5,8,0,6,7,4,22,22,12,12,11,6
KAM3420426.1,1115,1081,1554,2,4,15,14,9,11,15,14,17,5,5,8
KAM3420427.1,6183,5099,2601,6,4,18,8,10,12,40,20,48,106,112,179
KAM3420428.1,8026,7161,6763,12,8,24,16,48,16,132,136,207,58,68,36
KAM3420429.1,7332,7412,5968,19,12,42,18,34,14,46,43,89,31,28,66
KAM3420430.1,77,55,121,3,0,0,3,0,0,0,4,3,0,2,0
KAM3420431.1,1068,805,1006,0,0,0,1,10,0,10,8,27,63,4,11
KAM3420432.1,144,152,137,0,0,0,2,0,0,0,8,17,2,2,0
KAM3420433.1,1266,1035,1918,8,8,0,17,10,37,14,32,30,16,16,18
KAM3420434.1,102632,86601,133989,86,40,96,230,318,487,428,304,313,192,311,514
KAM3420435.1,2327,2247,2790,26,32,69,25,36,50,17,35,45,35,30,28
KAM3420436.1,1908,1478,1697,10,8,24,19,24,30,22,28,26,21,15,34
KAM3420437.1,1813,1946,2257,18,12,18,8,17,7,17,20,20,20,12,10
KAM3420438.1,289,276,473,0,0,0,8,1,4,16,8,8,5,2,4
KAM3420439.1,651,840,992,4,4,0,4,15,9,8,26,2,16,18,10
KAM3420440.1,28,12,42,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420441.1,90,64,170,0,0,0,1,0,0,1,2,0,1,0,0
KAM3420442.1,1212,1309,1234,8,8,6,10,6,7,2,14,9,4,10,18
KAM3420446.1,1270,1157,1229,2,4,0,2,4,4,2,9,10,16,8,27
KAM3420447.1,67,36,48,0,0,0,0,0,0,0,0,0,0,0,2
KAM3420448.1,279,261,450,0,0,0,3,5,0,5,0,7,2,4,6
KAM3420449.1,247,242,329,2,0,0,2,3,2,0,0,3,1,1,3
KAM3420450.1,798,559,778,4,0,6,4,4,4,6,2,6,8,6,9
KAM3420451.1,464,205,1754,0,0,0,0,3,3,8,3,6,3,2,3
KAM3420452.1,69,51,125,1,0,6,3,0,0,0,1,1,4,2,3
KAM3420453.1,135,144,124,0,0,0,4,6,0,0,3,0,4,4,2
KAM3420454.1,788,297,969,6,8,6,14,28,18,25,8,14,2,2,6
KAM3420455.1,100,100,166,2,4,0,2,2,6,0,2,2,2,6,2
KAM3420456.1,159,115,211,0,0,0,4,6,2,6,9,14,8,9,5
KAM3420457.1,896,700,1108,6,0,12,4,14,18,28,42,58,12,18,16
KAM3420458.1,81,47,121,0,0,6,0,0,4,2,0,1,0,2,0
KAM3420459.1,3303,2996,2931,14,16,6,18,10,45,15,11,32,55,31,56
KAM3420461.1,17,4,30,0,0,0,0,0,0,0,2,4,0,4,0
KAM3420462.1,281,220,501,2,8,0,4,4,14,4,8,18,3,4,4
KAM3420463.1,1255,798,1420,4,0,0,31,28,31,29,45,46,47,46,45
KAM3420464.1,1115,929,865,1,4,0,12,10,23,44,43,52,7,17,20
KAM3420465.1,255,140,243,0,2,0,4,7,2,2,1,3,9,14,10
KAM3420466.1,1084,913,862,0,0,12,2,0,1,0,2,4,0,0,4
KAM3420467.1,87,65,140,0,4,0,0,0,2,0,4,6,0,2,2
KAM3420468.1,38,11,44,0,0,0,0,0,0,2,0,0,0,0,4
KAM3420469.1,2513,2371,3297,0,0,0,6,8,2,8,8,6,2,2,3
KAM3420470.1,44903,26487,23256,25,20,30,31,105,62,74,72,113,162,197,335
KAM3420471.1,15,16,37,0,0,0,0,0,0,0,0,2,0,2,0
KAM3420472.1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420473.1,1274,1312,1220,8,0,0,4,1,2,4,2,6,8,12,11
KAM3420474.1,3879,2891,4956,0,4,6,13,2,8,22,19,19,16,14,25
KAM3420475.1,4600,4670,3903,0,0,6,0,0,0,5,6,4,8,3,5
KAM3420476.1,418,393,700,0,0,0,0,3,0,4,4,7,2,2,0
KAM3420477.1,2944,2605,2863,0,16,6,8,14,6,11,27,30,19,6,7
KAM3420478.1,939,1327,1280,6,16,12,4,10,2,6,22,3,15,21,18
KAM3420479.1,1515,1370,1488,16,12,12,0,4,10,10,2,8,20,32,30
KAM3420480.1,2050,1989,1450,4,36,24,11,13,8,14,7,6,5,7,5
KAM3420481.1,279,144,230,0,0,6,6,12,10,12,10,33,56,77,49
KAM3420482.1,4073,3710,4011,12,16,6,4,12,10,4,22,14,14,12,24
KAM3420483.1,358,305,498,4,0,0,0,1,2,0,8,0,6,1,5
KAM3420484.1,34,71,98,2,6,0,0,0,0,0,0,0,0,2,0
KAM3420485.1,9064,8223,7865,6,8,0,8,20,9,23,23,25,13,32,25
KAM3420486.1,402,624,685,0,4,0,0,0,6,2,10,4,18,10,14
KAM3420487.1,111,179,179,2,4,0,0,0,0,0,3,3,1,0,0
KAM3420488.1,65,67,116,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420490.1,42,27,142,0,0,0,0,0,0,0,0,0,28,4,26
KAM3420491.1,635,394,562,2,0,0,0,4,4,4,4,2,2,0,6
KAM3420492.1,171,128,70,0,4,0,2,2,0,0,3,6,1,0,0
KAM3420493.1,507,286,839,3,8,0,6,6,10,14,6,16,8,15,7
KAM3420494.1,156,104,189,0,4,0,2,0,0,0,0,4,0,2,0
KAM3420495.1,322,175,892,0,0,0,0,4,0,0,3,5,2,4,8
KAM3420496.1,39109,26772,24948,6,24,36,6,37,6,17,16,28,34,52,117
KAM3420497.1,584,310,665,0,4,9,2,2,1,4,11,12,4,8,14
KAM3420498.1,4598,5187,4155,2,12,24,0,11,8,19,23,30,19,28,32
KAM3420499.1,784,890,877,8,4,0,3,6,6,2,8,11,4,1,10
KAM3420500.1,1812,1827,1341,6,4,0,7,7,6,2,6,0,21,14,18
KAM3420501.1,78,104,78,0,0,0,2,0,0,0,2,2,0,0,0
KAM3420502.1,179,173,315,0,4,6,0,0,0,3,0,0,0,0,0
KAM3420503.1,23,24,41,0,0,0,0,0,0,0,0,0,0,0,0
KAM3420504.1,23716,21695,20826,76,92,66,10,22,12,2,7,14,42,34,43
KAM3420506.1,4311,4228,4945,4,26,21,4,5,3,8,5,0,8,11,16
KAM3420507.1,2315,2335,3251,8,6,0,4,8,7,20,14,15,12,10,21
KAM3420508.1,6257,6986,10156,9,8,18,15,18,8,26,29,22,29,26,34
KAM3420509.1,1763,2065,2211,4,8,6,2,4,3,2,6,1,16,21,21
KAM3420510.1,99,54,55,0,0,0,0,0,0,0,0,2,0,0,0
KAM3420511.1,2214,1792,1701,4,8,6,10,23,9,9,24,23,15,24,19
KAM3420512.1,5155,4307,6674,37,44,30,39,54,48,47,27,38,97,134,164
KAM3420513.1,4147,4396,3419,20,20,6,8,11,16,12,9,18,31,25,38
KAM3420515.1,159,209,222,0,0,0,0,0,0,0,0,6,0,0,1
KAM3420516.1,373,372,457,2,4,0,0,4,0,0,0,0,2,0,0
KAM3420517.1,984,1154,872,0,4,0,0,10,0,3,0,8,8,7,4
KAM3420518.1,546,326,511,4,0,0,0,10,2,4,10,9,72,109,194
KAM3420519.1,7954,4913,5020,11,8,0,20,6,6,6,0,6,83,91,131
KAM3420520.1,23135,16301,11566,65,4,18,12,20,10,20,14,16,95,114,143
KAM3420521.1,2422,2735,2217,7,4,0,1,13,8,0,3,6,15,14,27
KAM3420522.1,461,523,445,0,0,0,2,5,0,3,3,11,7,14,9
KAM3420523.1,1591,1138,1274,0,0,6,0,10,5,6,18,17,12,11,10
KAM3420524.1,273,248,432,2,0,0,2,5,2,2,9,13,0,4,4
KAM3420526.1,1133,976,1161,4,8,0,2,8,2,12,6,17,15,30,22
KAM3420527.1,79,78,89,1,0,0,2,0,1,0,1,0,0,2,0
KAM3420528.1,649,607,757,0,0,0,0,4,0,2,2,0,0,0,4
KAM3420529.1,16163,15315,12450,14,12,24,11,20,10,14,26,27,32,65,94
KAM3420530.1,21321,19717,15817,17,0,9,6,0,0,8,2,6,7,12,23
KAM3420531.1,3929,3860,4424,10,0,6,0,8,2,8,4,10,0,0,0
KAM3420532.1,2643,2866,2632,2,10,18,7,4,10,19,6,12,14,16,14
KAM3420533.1,3542,3123,3845,14,8,12,17,16,24,39,16,37,87,54,103
KAM3420534.1,1137,999,1241,6,4,12,6,2,10,2,2,0,30,18,18
KAM3420535.1,289,290,386,4,4,0,0,2,1,2,10,6,6,2,2
KAM3420536.1,34,30,68,0,0,0,0,0,2,0,0,2,0,0,1
KAM3420537.1,50922,50369,48090,122,64,105,100,57,96,72,66,60,158,138,189
KAM3420538.1,1154,921,1146,2,0,18,10,8,4,10,18,8,4,14,14
