Geneid,CZ_in vitro_1,CZ_in vitro_2,CZ_in vitro_3,CZ_0dpi_1,CZ_0dpi_2,CZ_0dpi_3,CZ_1dpi_1,CZ_1dpi_2,CZ_1dpi_3,CZ_3dpi_1,CZ_3dpi_2,CZ_3dpi_3,CZ_6dpi_1,CZ_6dpi_2,CZ_6dpi_3
KAM3422499.1,1694,1302,1850,8,2,6,5,12,10,8,15,30,10,8,12
KAM3422500.1,5771,7259,9460,30,32,24,24,41,12,83,105,92,69,74,68
KAM3422501.1,5054,3885,4859,8,16,6,25,6,10,28,30,22,39,54,63
KAM3422502.1,149,144,99,0,0,12,0,2,0,4,2,0,4,0,4
KAM3422503.1,2459,2833,2419,22,36,12,18,14,10,18,16,12,56,77,72
KAM3422504.1,1549,1229,1377,8,0,0,9,8,8,4,10,12,13,1,7
KAM3422505.1,479,692,553,4,0,6,2,4,4,2,6,0,4,8,12
KAM3422506.1,6535,6840,6352,24,40,18,30,63,33,103,114,117,48,52,73
KAM3422507.1,176,235,179,4,0,0,0,0,2,3,5,2,2,5,2
KAM3422508.1,300,352,412,0,0,0,3,4,6,5,3,7,0,0,2
KAM3422509.1,3311,2056,3218,2,4,0,30,23,17,17,24,14,63,77,94
KAM3422510.1,4144,4449,6453,2,0,0,4,6,11,12,14,12,9,14,7
KAM3422512.1,283,253,304,4,0,0,4,2,2,2,4,0,14,10,4
KAM3422513.1,2924,3348,3136,29,24,30,29,8,32,24,47,40,30,16,23
KAM3422514.1,2074,2062,2267,6,4,18,6,13,8,14,8,24,28,22,48
KAM3422515.1,124,114,140,0,0,0,0,0,2,2,2,4,0,2,0
KAM3422516.1,112,41,82,0,0,6,2,3,2,0,2,0,0,2,0
KAM3422517.1,107,73,99,0,0,0,6,14,2,14,14,13,2,6,4
KAM3422518.1,214,217,339,0,0,0,2,2,6,3,0,6,6,16,33
KAM3422519.1,147,125,177,0,0,0,2,0,0,2,0,0,0,2,0
KAM3422520.1,1101,763,1213,4,28,12,10,7,21,9,12,19,27,19,30
KAM3422521.1,334,469,311,1,4,6,5,2,7,6,4,6,7,4,7
KAM3422522.1,935,907,1120,10,4,12,9,20,12,16,11,21,53,58,96
KAM3422523.1,244,162,428,4,0,0,0,2,0,2,2,4,8,2,6
KAM3422524.1,1228,817,873,2,4,18,6,4,2,4,2,8,4,10,6
KAM3422525.1,139,87,165,0,0,0,1,2,3,6,4,4,1,6,1
KAM3422526.1,140,84,174,0,0,0,2,0,1,6,0,2,0,2,0
KAM3422527.1,173,206,159,0,0,0,0,0,3,0,2,0,4,2,5
KAM3422528.1,75,92,128,3,2,0,0,1,0,0,4,0,0,2,4
KAM3422529.1,10604,7780,11225,11,8,18,27,22,24,22,18,43,54,24,85
KAM3422530.1,2121,2454,2629,4,8,12,6,6,7,12,8,4,4,8,12
KAM3422531.1,512,276,573,0,0,6,1,0,2,2,2,2,0,1,6
KAM3422532.1,3964,2172,4326,0,0,0,8,15,14,8,20,30,2,4,10
KAM3422533.1,204,122,272,0,0,0,2,0,0,0,0,0,0,0,0
KAM3422534.1,666,449,683,4,0,6,4,1,4,0,10,6,16,14,27
KAM3422535.1,208,262,277,0,4,6,1,2,4,0,2,2,8,8,4
KAM3422536.1,9,11,20,1,0,0,1,0,0,2,0,2,0,0,0
KAM3422537.1,239,168,892,0,0,0,0,0,2,0,0,0,28,5,34
KAM3422538.1,286,112,290,0,0,0,2,0,2,2,2,2,0,2,8
KAM3422541.1,7935,6104,5939,14,12,18,17,23,25,71,52,80,27,30,30
KAM3422542.1,2393,2087,2509,10,8,0,5,4,2,10,12,15,6,10,15
KAM3422543.1,385,383,263,0,0,0,0,6,0,2,2,4,0,2,4
KAM3422544.1,1301,1398,619,0,0,6,0,3,0,4,2,8,4,2,14
KAM3422545.1,193,99,3870,0,0,0,0,0,0,0,2,2,0,2,0
KAM3422546.1,3042,3310,2162,6,12,0,4,10,16,7,11,22,7,7,16
KAM3422548.1,4813,4657,3633,13,8,15,0,26,9,31,24,26,10,9,26
KAM3422549.1,41,31,69,3,0,0,0,2,0,0,0,0,0,0,2
KAM3422550.1,409,303,596,0,12,0,6,6,4,6,6,10,4,2,6
KAM3422553.1,626,470,552,8,4,6,0,6,1,0,4,8,2,10,4
KAM3422554.1,133,79,128,2,0,0,1,2,0,0,0,6,2,0,2
KAM3422555.1,1993,1612,2024,2,16,0,10,12,13,22,23,28,24,24,43
KAM3422556.1,73,68,123,0,0,0,2,0,2,0,0,1,0,0,0
KAM3422557.1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422559.1,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422560.1,1135,901,1104,0,0,12,4,4,0,0,3,11,0,10,8
KAM3422561.1,443,188,440,0,0,0,2,2,6,14,18,6,9,2,6
KAM3422562.1,212,260,290,0,0,0,3,5,2,3,0,9,2,2,4
KAM3422563.1,137,135,217,0,0,0,1,3,3,1,2,2,4,4,2
KAM3422564.1,2045,1637,1734,6,8,0,2,0,9,2,14,16,11,8,11
KAM3422566.1,7816,6203,9164,23,36,30,57,52,86,74,43,65,216,216,302
KAM3422567.1,4181,2999,4027,10,28,12,7,18,16,28,29,20,61,64,69
KAM3422568.1,496,398,465,0,0,6,4,0,0,6,0,3,5,3,0
KAM3422569.1,824,673,340,2,0,0,0,0,0,0,0,0,0,0,6
KAM3422570.1,638,665,611,5,0,6,2,4,6,0,2,2,0,6,10
KAM3422571.1,751,825,1018,10,14,6,0,3,2,1,7,5,20,13,30
KAM3422572.1,939,478,538,0,0,0,6,2,4,4,6,14,0,8,6
KAM3422573.1,45,62,68,0,0,0,1,0,0,0,0,0,0,1,2
KAM3422574.1,562,511,649,7,10,0,18,10,9,12,12,9,11,6,17
KAM3422575.1,425,427,535,12,8,6,2,2,2,4,4,2,2,6,7
KAM3422578.1,950,1081,1040,10,0,0,12,15,10,13,8,10,4,6,4
KAM3422579.1,1656,1827,1335,4,0,0,0,2,4,6,5,6,16,14,16
KAM3422580.1,9,10,33,0,0,0,0,0,0,0,0,1,0,0,0
KAM3422581.1,538,480,541,2,4,6,4,4,2,1,2,11,3,8,15
KAM3422582.1,46,31,55,0,0,0,4,6,2,0,2,4,4,6,7
KAM3422583.1,120,50,128,0,0,0,4,3,0,0,0,2,0,0,0
KAM3422584.1,1739,713,1447,0,8,0,2,14,8,8,11,0,8,14,28
KAM3422585.1,1050,607,1227,1,0,3,4,12,0,8,2,2,20,26,34
KAM3422586.1,895,879,1114,3,0,6,7,2,6,6,23,28,14,12,13
KAM3422589.1,267,136,359,0,0,0,0,0,0,2,2,0,2,4,4
KAM3422590.1,1446,1539,1798,6,8,0,0,4,11,6,7,10,5,4,8
KAM3422591.1,4524,4734,4067,15,12,36,12,14,23,18,12,20,24,46,46
KAM3422592.1,22,11,26,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422593.1,164,64,174,2,0,0,0,2,4,10,4,8,5,0,0
KAM3422594.1,320,240,391,8,4,0,0,0,2,6,7,1,2,2,2
KAM3422596.1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422597.1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422598.1,70,33,101,0,0,0,0,0,0,0,0,2,2,0,0
KAM3422599.1,3945,2912,3647,20,20,36,44,38,26,36,28,42,77,91,111
KAM3422600.1,119,163,145,0,0,0,0,0,0,0,2,0,1,5,0
KAM3422601.1,1509,1728,1205,12,14,6,2,4,0,1,3,10,6,6,4
KAM3422602.1,1125,1088,1385,1,8,6,1,9,3,4,9,10,10,8,23
KAM3422603.1,1461,1112,1728,0,0,0,0,0,0,6,9,2,0,2,0
KAM3422604.1,1695,830,1460,0,0,0,0,0,7,8,0,2,2,0,6
KAM3422605.1,227,208,393,0,4,6,0,0,0,2,2,0,0,2,2
KAM3422606.1,107,142,124,0,0,0,2,0,0,0,2,0,0,0,0
KAM3422607.1,286,353,366,2,0,0,0,2,2,0,0,2,4,0,0
KAM3422608.1,557,610,486,0,0,0,2,0,4,0,0,0,0,2,0
KAM3422609.1,3474,3100,3014,8,0,6,3,0,2,0,0,2,8,6,13
KAM3422610.1,8786,8022,9439,6,16,0,14,14,10,16,24,5,97,98,112
KAM3422611.1,586,495,676,0,0,0,7,4,6,8,13,7,12,12,14
KAM3422612.1,507,444,565,4,0,0,2,4,8,8,0,2,2,0,2
KAM3422613.1,1441,1524,1332,11,20,39,7,6,10,8,5,14,30,18,28
KAM3422614.1,326,298,413,6,12,15,2,6,3,2,0,0,12,12,6
KAM3422615.1,5478,4634,2566,16,20,27,5,10,10,14,10,6,20,14,31
KAM3422616.1,627,433,1005,0,0,0,6,0,9,2,4,0,4,0,6
KAM3422617.1,1035,579,1150,2,12,0,3,6,6,8,4,2,0,2,2
KAM3422618.1,2511,2073,2244,6,0,6,4,5,13,10,10,17,14,4,18
KAM3422619.1,3580,1882,2514,7,2,0,12,15,16,31,26,30,8,9,46
KAM3422620.1,664,517,764,0,4,0,0,2,0,0,2,6,1,0,0
KAM3422621.1,281,197,292,0,2,0,0,0,0,0,0,3,0,0,4
KAM3422622.1,4043,3926,4653,4,8,6,6,14,4,9,8,11,11,25,40
KAM3422623.1,163,100,208,0,0,0,0,0,0,1,0,2,0,0,0
KAM3422624.1,50,21,39,0,0,0,0,0,0,2,4,0,0,0,2
KAM3422625.1,100,130,67,0,0,0,0,1,2,0,0,0,0,2,0
KAM3422626.1,494,457,389,0,0,0,4,5,0,1,4,10,0,2,8
KAM3422627.1,31,23,68,0,0,0,2,2,0,0,0,0,0,0,0
KAM3422628.1,5,4,25,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422629.1,282,249,316,0,0,0,2,4,1,4,0,4,2,5,2
KAM3422630.1,5411,4078,4957,18,4,12,15,17,10,17,27,34,38,38,63
KAM3422631.1,20,21,48,0,0,0,0,0,0,0,0,0,2,0,0
KAM3422632.1,455,463,718,4,12,12,0,4,0,0,4,10,0,0,0
KAM3422633.1,2936,1472,4337,20,56,30,4,6,6,32,54,55,23,8,15
KAM3422634.1,627,653,887,6,0,6,8,31,14,107,126,139,24,41,95
KAM3422635.1,903,1267,1327,0,0,6,0,10,2,2,4,2,8,18,22
KAM3422637.1,208653,210046,162810,27,4,15,18,30,26,26,39,38,188,163,297
KAM3422638.1,3973,3387,2833,7,8,9,6,5,0,2,8,10,14,12,14
KAM3422639.1,468,538,379,0,4,0,0,0,0,0,0,0,0,0,6
KAM3422640.1,1550,1599,1627,4,4,0,4,0,0,0,6,8,2,7,12
KAM3422641.1,93649,100440,71699,115,80,102,20,30,14,49,56,67,130,109,287
KAM3422642.1,2717,2146,2093,20,16,3,4,18,17,18,12,18,44,54,61
KAM3422643.1,14,16,32,0,0,0,0,0,0,0,0,4,0,0,0
KAM3422644.1,185,186,193,0,0,0,0,0,0,2,2,6,3,1,2
KAM3422645.1,4303,2492,2881,4,0,6,2,48,12,33,40,80,70,40,92
KAM3422646.1,12107,12088,9409,14,8,30,0,10,4,0,10,6,8,8,24
KAM3422647.1,1656,1748,1445,10,12,0,0,2,0,2,2,3,4,2,7
KAM3422648.1,11,27,26,0,0,0,0,0,0,0,1,1,0,0,0
KAM3422649.1,13788,9662,8456,2,12,6,0,6,2,3,4,24,13,10,17
KAM3422650.1,11,21,23,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422651.1,2218,1851,2109,8,0,6,14,13,6,20,20,14,11,11,10
KAM3422652.1,521,514,459,6,4,6,10,2,0,4,2,2,10,11,12
KAM3422653.1,236,249,279,0,0,0,0,2,2,2,2,1,8,0,0
KAM3422654.1,1193,1282,1444,4,8,0,2,4,4,0,6,8,4,4,4
KAM3422655.1,809,469,1178,0,0,12,8,8,12,13,24,48,10,12,10
KAM3422656.1,1163,1207,1256,10,2,6,0,1,5,5,2,6,9,16,23
KAM3422657.1,1721,1738,1539,9,8,6,6,0,8,7,13,6,9,11,15
KAM3422658.1,761,666,1031,0,4,0,2,2,0,2,0,5,12,2,2
KAM3422659.1,75130,71349,61041,31,16,24,10,33,33,48,59,52,130,153,237
KAM3422660.1,112,75,117,0,0,0,2,0,0,0,0,0,1,0,3
KAM3422661.1,527,456,531,2,4,0,2,10,8,6,20,9,8,8,9
KAM3422662.1,4424,2296,2379,0,0,6,10,11,12,19,14,18,6,5,19
KAM3422663.1,829,626,804,4,4,9,10,8,8,13,11,6,12,13,12
KAM3422664.1,23,25,50,0,0,0,0,0,0,0,2,0,0,0,0
KAM3422665.1,1014,802,1015,2,0,6,4,6,0,2,2,2,16,6,6
KAM3422666.1,9066,7333,7107,10,12,15,11,5,5,1,7,7,11,8,23
KAM3422667.1,180,124,103,2,0,6,4,10,0,2,0,16,11,2,6
KAM3422669.1,15555,4840,10574,10,0,3,14,4,6,19,4,12,30,72,53
KAM3422670.1,112,79,137,0,0,0,0,0,0,0,0,0,4,6,0
KAM3422671.1,24,10,44,0,4,0,0,0,0,0,0,0,2,2,0
KAM3422672.1,1300,1514,1216,7,16,0,2,8,2,3,4,8,24,11,24
KAM3422673.1,413,290,378,0,0,0,2,2,2,3,0,5,3,8,0
KAM3422674.1,5568,5260,4542,4,2,9,2,0,4,11,5,7,7,3,12
KAM3422675.1,926,1083,1229,4,0,0,4,4,4,2,6,2,8,2,5
KAM3422676.1,2806,1827,2248,0,0,0,4,6,6,24,17,7,0,14,8
KAM3422677.1,63,35,165,0,0,0,4,4,0,2,0,5,4,2,6
KAM3422678.1,363,194,271,0,0,0,0,12,0,6,0,14,2,2,2
KAM3422679.1,90,147,239,0,0,0,0,2,2,0,0,0,0,2,0
KAM3422680.1,1494,1466,1445,10,16,0,8,20,4,6,4,10,12,22,25
KAM3422681.1,25505,19265,23555,2,20,18,18,38,34,19,24,26,87,107,147
KAM3422682.1,121,48,297,0,0,0,0,0,0,2,2,2,5,8,4
KAM3422683.1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422684.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422685.1,707,586,663,6,0,0,1,11,14,2,6,8,2,2,16
KAM3422686.1,836,397,599,0,4,0,2,16,10,12,12,18,0,2,2
KAM3422687.1,178,128,183,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422688.1,7915,6048,5394,18,8,24,12,19,14,6,12,20,20,9,35
KAM3422689.1,1721,1942,1759,0,0,6,4,4,0,4,1,4,14,11,13
KAM3422690.1,626,517,526,8,0,0,4,4,10,14,1,6,5,14,16
KAM3422691.1,812,568,905,8,0,0,4,1,5,8,3,4,5,2,4
KAM3422692.1,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422693.1,4500,2162,3099,6,0,6,26,38,26,12,21,37,80,135,101
KAM3422694.1,565,348,673,0,0,0,6,6,0,4,2,7,1,5,2
KAM3422696.1,6690,6409,5456,18,4,18,12,15,18,12,16,16,26,22,36
KAM3422697.1,376,440,181,0,0,0,2,3,2,2,2,0,0,0,2
KAM3422698.1,43,29,28,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422699.1,6956,5888,4404,14,0,0,2,2,1,4,2,4,3,4,15
KAM3422701.1,5618,5361,4718,36,40,27,9,12,8,16,18,37,27,24,50
KAM3422702.1,153,175,229,2,0,6,0,4,2,0,2,1,0,2,0
KAM3422703.1,4897,2983,3145,8,0,42,10,7,12,4,8,22,24,14,38
KAM3422704.1,2440,1503,2030,2,8,0,6,10,20,15,10,10,40,54,66
KAM3422705.1,2421,1351,1570,4,4,0,2,10,14,12,6,7,5,20,31
KAM3422706.1,1643,1336,1807,4,4,6,32,23,34,17,16,20,39,36,51
KAM3422707.1,642,498,810,0,0,0,24,18,14,15,20,10,21,19,14
KAM3422708.1,2479,1824,2499,10,12,12,10,26,22,4,16,10,69,79,58
KAM3422709.1,19,16,18,0,0,0,0,0,0,0,0,0,1,0,3
KAM3422710.1,593,309,714,0,0,0,2,10,0,11,2,9,2,2,6
KAM3422711.1,722,564,913,0,0,0,10,10,12,4,8,18,12,12,12
KAM3422712.1,2291,1492,2065,4,8,0,6,7,2,2,4,17,7,10,13
KAM3422713.1,460,289,542,2,0,0,8,2,18,12,18,16,14,10,10
KAM3422714.1,168,171,356,4,0,0,2,5,4,11,30,12,19,10,36
KAM3422715.1,1508,1659,1199,2,12,12,6,7,6,4,6,11,8,6,14
KAM3422716.1,1401,1487,1464,0,0,0,0,0,4,2,2,2,6,2,14
KAM3422717.1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422718.1,6,3,22,0,0,0,0,0,0,0,0,0,0,0,2
KAM3422719.1,7,2,28,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422720.1,384,208,416,0,0,0,4,2,8,12,12,8,8,4,10
KAM3422721.1,540,319,434,0,0,0,8,4,0,16,8,20,4,2,20
KAM3422722.1,4,2,0,0,0,0,0,0,0,2,1,0,0,0,0
KAM3422723.1,98,95,150,0,0,0,0,4,0,0,0,0,0,0,4
KAM3422724.1,1414,1704,1216,6,16,36,13,27,2,45,38,77,30,33,35
KAM3422725.1,69,43,71,0,0,0,0,0,0,0,0,1,0,2,0
KAM3422726.1,1141,911,1308,10,4,12,9,12,14,2,8,16,8,4,20
KAM3422727.1,3974,2463,2889,2,2,0,2,3,2,4,8,11,3,0,5
KAM3422728.1,22480,20288,26245,72,48,98,34,54,69,106,81,140,234,198,226
KAM3422729.1,25,6,61,0,0,0,2,0,0,0,0,0,0,2,2
KAM3422730.1,532,299,405,4,0,0,0,0,4,2,2,6,4,0,2
KAM3422731.1,275,290,310,4,8,12,0,0,0,4,0,6,4,10,8
KAM3422732.1,490,337,381,0,0,0,0,0,0,0,0,0,6,4,10
KAM3422733.1,1320,575,982,4,4,6,10,12,20,14,12,16,5,16,14
KAM3422734.1,323,423,441,3,0,0,5,6,2,6,6,7,2,12,4
KAM3422735.1,1249,1007,1295,7,0,0,5,5,6,12,20,30,13,7,40
KAM3422736.1,73,62,38,2,0,0,1,0,0,2,2,1,2,0,0
KAM3422737.1,383,242,370,0,0,12,4,4,4,11,14,4,8,10,12
KAM3422738.1,5477,5316,5064,9,4,12,3,3,0,3,2,11,18,18,24
KAM3422739.1,8879,7955,6905,2,12,0,2,10,6,2,16,10,17,28,23
KAM3422740.1,15296,13866,12771,53,36,54,4,20,12,21,56,42,60,53,87
KAM3422741.1,409,310,340,2,0,0,2,4,0,4,12,7,5,3,7
KAM3422742.1,6170,4635,6437,21,12,18,6,18,19,16,23,21,6,7,15
KAM3422743.1,572,394,482,0,0,0,0,2,0,0,2,9,9,2,4
KAM3422744.1,706,470,781,0,0,0,0,0,1,2,0,1,3,2,0
KAM3422745.1,264,203,421,0,0,0,0,1,0,0,0,1,0,0,2
KAM3422746.1,1527,1366,1581,4,8,24,2,4,4,4,6,6,14,21,22
KAM3422747.1,172,117,143,0,0,3,6,1,4,4,2,0,6,0,0
KAM3422749.1,367,327,348,6,12,0,0,2,2,2,2,2,6,6,6
KAM3422750.1,2114,1650,2451,6,24,12,8,8,7,10,4,18,5,13,20
KAM3422751.1,1043,1343,794,2,0,0,4,2,0,2,4,0,4,6,7
KAM3422752.1,1131,1082,847,4,0,0,0,1,0,3,6,10,12,15,10
KAM3422753.1,1685,1958,1459,8,12,6,3,6,8,4,6,10,20,14,12
KAM3422754.1,1025,966,1111,4,18,12,10,20,10,4,6,7,12,8,20
KAM3422755.1,363,287,403,0,0,0,0,6,0,4,2,2,2,1,4
KAM3422756.1,1786,1672,1308,2,2,0,6,4,11,8,7,13,6,9,7
KAM3422757.1,23981,20255,27413,64,50,72,68,120,122,102,87,92,144,122,160
KAM3422758.1,6347,6973,4168,53,28,66,8,10,6,12,8,24,36,28,38
KAM3422759.1,233,193,409,0,16,0,2,2,6,2,6,6,2,0,0
KAM3422760.1,6593,3868,6399,0,0,6,25,47,24,39,28,41,65,35,72
KAM3422761.1,243,194,443,0,0,0,4,6,11,4,14,6,2,2,4
KAM3422762.1,310,179,266,0,0,0,0,12,4,8,1,7,4,2,4
KAM3422763.1,345,205,282,0,8,0,0,6,0,0,2,0,2,3,0
KAM3422764.1,997,1080,1189,8,28,6,18,6,6,10,6,8,16,26,27
KAM3422765.1,547,438,602,6,4,0,4,6,8,2,0,8,8,4,9
KAM3422766.1,38,23,41,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422767.1,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422769.1,38992,13180,16070,13,24,18,24,56,35,58,116,87,60,111,153
KAM3422771.1,612,368,482,2,0,0,0,4,4,2,0,4,2,4,2
KAM3422772.1,959,838,997,0,4,0,4,7,5,4,8,8,1,0,2
KAM3422773.1,186,100,146,0,0,3,0,0,0,0,0,0,0,0,0
KAM3422774.1,995,939,1391,4,0,0,6,8,2,15,8,11,23,18,13
KAM3422775.1,18820,13379,12546,4,12,24,8,4,9,10,14,31,13,14,40
KAM3422776.1,113,136,180,0,0,0,0,2,0,2,0,0,0,0,0
KAM3422777.1,296,199,462,0,0,0,0,0,2,0,1,0,3,0,0
KAM3422778.1,22745,22515,21522,44,40,87,25,46,23,34,49,30,149,171,178
KAM3422779.1,218,105,358,0,0,0,0,2,2,12,12,16,24,18,26
KAM3422780.1,3187,4362,3587,18,4,6,6,8,10,10,18,19,63,61,76
KAM3422781.1,145,131,133,0,0,0,0,2,0,0,0,0,2,1,4
KAM3422782.1,436,277,537,0,4,0,2,8,4,18,21,16,8,6,2
KAM3422783.1,1462,1805,1515,0,0,12,4,4,8,12,10,6,17,3,1
KAM3422784.1,141,118,220,0,0,0,0,0,0,2,0,3,6,2,4
KAM3422785.1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422786.1,464,633,444,2,8,0,5,0,4,8,1,6,4,0,6
KAM3422787.1,502,318,539,2,0,0,0,4,0,0,2,2,4,0,2
KAM3422788.1,688,802,863,10,4,12,2,9,2,4,4,5,11,14,17
KAM3422789.1,12434,12751,15351,12,4,30,21,12,18,34,56,35,59,78,95
KAM3422790.1,267,329,610,2,2,0,0,6,0,2,4,2,2,0,6
KAM3422791.1,2336,1813,2866,12,4,3,2,0,12,13,10,13,0,7,10
KAM3422792.1,14947,17137,16390,72,48,72,40,74,27,86,107,121,99,62,102
KAM3422793.1,1259,1269,1477,18,8,12,2,6,4,4,3,12,4,13,20
KAM3422794.1,583,710,922,6,0,18,0,10,4,1,0,0,16,10,12
KAM3422795.1,45868,45812,51872,146,118,222,47,61,50,56,85,112,269,253,405
KAM3422796.1,1063,1488,1295,4,0,12,2,2,1,6,6,2,12,12,8
KAM3422797.1,2270,2644,2917,12,4,12,0,10,6,6,4,15,13,11,18
KAM3422798.1,37,65,139,0,0,0,2,0,2,0,0,0,0,0,0
KAM3422799.1,2300,2295,2551,48,38,48,16,12,15,11,12,8,28,16,30
KAM3422800.1,68,83,136,0,0,6,0,0,1,5,6,0,2,0,2
KAM3422801.1,226,151,390,6,8,0,3,4,2,4,2,12,6,4,11
KAM3422802.1,173,182,181,2,4,0,4,8,2,4,0,2,8,2,6
KAM3422803.1,174,126,239,0,0,0,0,0,0,0,2,0,4,2,0
KAM3422804.1,228,245,233,7,12,0,0,3,0,6,11,7,3,7,2
KAM3422805.1,4714,3515,3476,12,4,12,13,11,8,17,10,28,4,16,10
KAM3422806.1,28,34,29,0,0,0,0,1,0,0,0,0,0,0,0
KAM3422807.1,147,115,356,0,0,0,0,4,10,2,8,8,10,12,5
KAM3422808.1,7580,7282,7720,38,16,42,10,17,14,30,16,10,79,102,117
KAM3422809.1,2083,2292,2140,4,8,12,14,20,8,8,4,14,12,20,18
KAM3422810.1,2446,1757,2794,6,4,0,67,122,91,80,32,62,72,85,112
KAM3422811.1,108597,113439,100413,115,140,201,39,49,34,97,107,125,77,88,116
KAM3422812.1,2991,2643,2741,0,0,12,9,6,9,11,0,18,18,9,26
KAM3422813.1,724,1053,877,12,8,0,2,2,2,4,4,0,11,8,24
KAM3422814.1,1061,666,863,0,0,0,12,14,10,22,16,4,20,38,38
KAM3422815.1,1568,1483,1843,2,8,6,11,19,9,13,10,11,16,6,17
KAM3422816.1,293,182,226,0,4,0,2,2,0,0,0,0,2,8,4
KAM3422817.1,25,8,8,1,0,0,0,0,0,0,0,1,0,0,0
KAM3422818.1,21582,16895,12321,5,0,6,3,4,9,7,6,12,43,17,62
KAM3422819.1,1056,1091,758,8,0,6,0,0,2,0,2,0,0,3,4
KAM3422820.1,1335,1667,1138,16,0,6,18,10,4,12,22,28,85,99,137
KAM3422821.1,90,80,99,0,4,0,0,2,0,0,2,0,10,2,6
KAM3422822.1,305,272,364,6,8,0,2,0,1,0,2,4,4,0,8
KAM3422823.1,269,242,368,4,0,0,0,4,2,0,2,0,3,12,10
KAM3422824.1,296,198,368,0,0,0,6,0,4,6,0,0,8,6,4
KAM3422825.1,227,264,220,0,0,0,2,0,2,2,2,2,0,0,8
KAM3422826.1,327,231,447,0,0,0,2,0,0,3,4,2,8,0,3
KAM3422827.1,173,233,333,2,0,6,6,6,8,2,14,11,15,11,19
KAM3422828.1,4347,4047,3553,18,12,12,18,12,8,14,16,14,24,16,22
KAM3422829.1,604,320,1401,0,0,0,0,2,0,2,0,0,21,12,18
KAM3422830.1,3310,3539,3216,6,4,36,20,17,10,14,2,10,16,15,28
KAM3422831.1,4789,5268,4639,6,16,0,3,12,2,14,24,22,40,36,37
KAM3422832.1,52,26,38,0,0,0,0,2,0,3,2,0,4,12,11
KAM3422833.1,16617,11682,16372,32,20,96,36,60,55,62,79,78,156,154,185
KAM3422834.1,3163,3048,3241,8,8,12,2,2,2,6,6,0,50,42,46
KAM3422835.1,499,348,690,2,0,6,2,10,4,6,10,4,10,11,23
KAM3422836.1,24,10,44,0,0,0,0,0,0,0,0,2,0,0,2
KAM3422837.1,367,236,491,0,4,0,0,4,4,2,2,2,13,26,29
KAM3422838.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422839.1,490,400,501,0,8,0,2,4,2,2,2,2,10,8,10
KAM3422840.1,1705,1921,992,2,12,0,12,6,11,8,10,18,15,20,21
KAM3422841.1,673,756,1392,5,2,0,5,7,2,11,8,2,10,17,9
KAM3422842.1,2637,3039,3288,9,12,6,14,10,13,21,45,32,29,32,56
KAM3422843.1,660,852,1103,8,0,0,6,8,12,6,10,8,13,8,3
KAM3422844.1,750,785,699,14,0,24,4,7,6,4,4,14,6,16,19
KAM3422845.1,3191,2451,3293,4,10,6,24,20,20,11,16,18,43,44,44
KAM3422846.1,216,197,290,2,0,0,8,5,4,7,0,3,12,10,9
KAM3422847.1,39,48,55,1,0,0,0,0,0,2,0,0,0,1,2
KAM3422848.1,870,1220,971,13,0,9,8,6,2,4,18,8,14,11,6
KAM3422849.1,495,532,529,2,0,0,2,10,4,13,4,8,4,4,14
KAM3422850.1,125,79,133,0,0,0,2,0,0,0,2,2,2,0,2
KAM3422851.1,32,15,35,0,0,0,0,0,0,0,2,0,0,0,4
KAM3422852.1,833,1120,802,4,8,0,2,3,4,2,4,3,16,4,4
KAM3422853.1,925,818,790,2,4,6,2,8,2,8,6,9,2,0,0
KAM3422854.1,637,450,668,2,0,0,4,9,6,2,1,4,0,0,0
KAM3422855.1,41,39,37,2,0,0,0,1,1,0,0,0,0,0,0
KAM3422856.1,2019,899,2083,0,0,6,16,34,28,77,78,49,51,84,128
KAM3422857.1,44,49,44,0,0,0,0,2,4,4,3,8,0,9,6
KAM3422858.1,22,6,15,0,0,0,1,0,0,0,0,0,0,0,0
KAM3422859.1,105,63,77,0,0,0,0,1,0,0,2,3,0,0,2
KAM3422860.1,7286,6588,5256,38,30,24,8,12,2,16,12,14,25,26,75
KAM3422861.1,715,887,772,4,4,6,4,4,6,4,4,0,12,0,8
KAM3422862.1,1421,1092,1536,8,4,0,12,23,8,17,17,15,25,39,31
