Geneid,CZ_in vitro_1,CZ_in vitro_2,CZ_in vitro_3,CZ_0dpi_1,CZ_0dpi_2,CZ_0dpi_3,CZ_1dpi_1,CZ_1dpi_2,CZ_1dpi_3,CZ_3dpi_1,CZ_3dpi_2,CZ_3dpi_3,CZ_6dpi_1,CZ_6dpi_2,CZ_6dpi_3
KAM3422500.1,206.726298,292.021339,363.886528,500.090416,571.221239,334.13978,441.472233,523.816151,181.337892,1000.253462,1154.351049,826.446274,432.885735,442.906768,312.461347
KAM3422501.1,559.774253,483.23885,577.902758,412.335087,883.094903,258.286209,1421.887339,237.016896,467.240354,1043.333205,1019.771534,611.058102,756.522446,999.326454,895.07817
KAM3422502.1,2.437631,2.64568,1.73919,0,0,76.301868,0,11.669762,0,22.01552,10.041893,0,11.460964,0,8.394298
KAM3422503.1,40.643108,52.585752,42.933316,169.212984,296.510853,77.087136,152.773624,82.529039,69.725404,100.089427,81.16192,49.738395,162.104823,212.644937,152.652391
KAM3422504.1,20.035126,17.851951,19.125147,48.151883,0,0,59.776525,36.904644,43.650911,17.405559,39.695805,38.922798,29.448525,2.161109,11.61399
KAM3422505.1,10.16662,16.494544,12.603652,39.507877,0,49.495375,21.798097,30.279692,35.814899,14.280993,39.083755,0,14.86896,28.370501,32.671198
KAM3422506.1,203.790552,239.545322,212.705701,348.283034,621.595927,218.164079,480.404654,700.695581,434.125261,1080.595105,1091.056535,914.96917,262.15565,270.942879,292.014253
KAM3422507.1,3.18187,4.771234,3.474985,33.652113,0,0,0,0,15.25325,18.246446,27.742378,9.067381,6.332559,15.103433,4.638125
KAM3422508.1,9.766219,12.868888,14.402326,0,0,0,50.150351,46.4425,82.398468,54.759887,29.973015,57.145943,0,0,8.351759
KAM3422509.1,205.837461,143.542823,214.823339,57.859923,123.918156,0,957.709924,509.968611,445.837731,355.550648,457.910315,218.260636,685.938714,799.819345,749.610781
KAM3422510.1,58.983157,71.115425,98.627975,13.247102,0,0,29.235852,30.458597,66.048599,57.461483,61.156166,42.832326,22.435219,33.294481,12.780535
KAM3422512.1,3.49614,3.510072,4.032795,22.995611,0,0,25.37522,8.812167,10.423054,8.31227,15.165833,0,30.290741,20.641358,6.338771
KAM3422513.1,35.665409,45.861518,41.074859,164.60782,145.878335,142.220887,181.641608,34.802481,164.657866,98.484617,175.942861,122.352255,64.087101,32.608121,35.986567
KAM3422514.1,38.359061,42.829303,45.023673,51.640815,36.866246,129.39098,56.98466,85.753714,62.418289,87.111314,45.410172,111.31472,90.697804,67.985741,113.878879
KAM3422515.1,1.414041,1.459951,1.714346,0,0,0,0,0,9.621281,7.672865,6.999615,11.43885,0,3.810712,0
KAM3422516.1,4.369362,1.796292,3.435137,0,0,90.975304,40.066137,41.741842,32.914908,0,23.946052,0,0,13.036647,0
KAM3422517.1,1.644422,1.259927,1.633785,0,0,0,47.350889,76.737528,12.966479,72.384361,66.033053,50.10198,5.38318,15.406947,7.885552
KAM3422518.1,6.306131,7.181283,10.727019,0,0,0,30.264024,21.019847,74.586992,29.74115,0,44.338661,30.965633,78.778028,124.740033
KAM3422519.1,6.527615,6.23362,8.439965,0,0,0,45.605234,0,0,29.878206,0,0,0,14.838949,0
KAM3422520.1,60.624226,47.182023,71.721584,102.494722,768.292566,256.810288,282.752454,137.4698,487.798929,166.720388,202.788854,262.358193,260.376736,174.802818,211.896057
KAM3422521.1,16.254672,25.632899,16.25258,22.647192,97.006637,113.489395,124.953736,34.714596,143.711806,98.235919,59.744191,73.225971,59.663581,32.525777,43.699103
KAM3422522.1,23.709639,25.829367,30.497311,118.003791,50.545564,118.267896,117.193451,180.881315,128.368139,136.496224,85.607137,133.541047,235.379554,245.740803,312.267873
KAM3422523.1,11.697437,8.721858,22.033061,89.236698,0,0,0,34.196468,0,32.25657,29.426243,48.088697,67.169234,16.020159,36.897323
KAM3422524.1,6.632854,4.95584,5.06345,5.027067,10.766432,37.787388,16.64182,7.705706,4.557165,7.268577,3.315401,10.83613,3.783917,9.024809,4.157154
KAM3422525.1,8.217205,5.775927,10.474263,0,0,0,30.356859,42.16865,74.815787,119.329521,72.572698,59.299559,10.35354,59.264759,7.583192
KAM3422526.1,5.439679,3.665369,7.259801,0,0,0,39.90458,0,16.391093,78.43029,0,19.487557,0,12.98408,0
KAM3422527.1,7.509138,10.041632,7.410905,0,0,0,0,0,54.932312,0,26.64268,0,30.407694,14.504738,27.839197
KAM3422528.1,2.441555,3.363459,4.474509,45.447406,32.444787,0,0,11.610625,0,0,39.96402,0,0,10.878554,16.703518
KAM3422529.1,351.134631,289.318817,399.135615,169.503728,132.009032,231.658765,459.108366,259.822645,335.256996,245.083426,182.92809,357.070971,313.167896,132.785646,361.04855
KAM3422530.1,30.550019,39.695247,40.662267,26.811026,57.420969,67.177579,44.378188,30.822825,42.533539,58.148616,35.364274,14.448174,10.090445,19.252926,22.171486
KAM3422531.1,32.245971,19.521254,38.75166,0,0,146.868629,32.340967,0,53.137138,42.376279,38.658006,31.587674,0,10.523045,48.472954
KAM3422532.1,99.731375,61.369293,116.87318,0,0,0,103.355988,134.598368,148.589752,67.713531,154.430154,189.278619,8.812674,16.814892,32.273116
KAM3422533.1,2.772559,1.862103,3.969628,0,0,0,13.958161,0,0,0,0,0,0,0,0
KAM3422534.1,4.906405,3.714742,5.403064,13.712979,0,17.179587,15.132012,2.627481,12.431165,0,22.609614,11.084665,20.643755,17.232694,25.515007
KAM3422535.1,5.2606,7.441601,7.522842,0,50.412898,58.978741,12.987317,18.040656,42.677072,0,15.524081,12.684814,35.435737,33.806319,12.977011
KAM3422536.1,0.747621,1.026183,1.784018,38.656414,0,0,42.65662,0,0,55.89285,0,41.663052,0,0,0
KAM3422537.1,29.909153,23.610687,119.867446,0,0,0,0,0,105.584184,0,0,0,613.682543,104.54714,545.792873
KAM3422538.1,9.29999,4.09004,10.126156,0,0,0,33.395959,0,27.43526,21.879316,19.959533,16.309046,0,10.866317,33.369458
KAM3422541.1,63.824445,55.13759,51.296015,52.402351,48.098449,56.271036,70.216073,65.980914,84.828695,192.125841,128.365232,161.366079,38.034999,40.317845,30.953097
KAM3422542.1,16.170376,15.837732,18.205737,31.445611,26.93873,0,17.349817,9.640238,5.70125,22.733417,24.88643,25.418552,7.100815,11.290505,13.002037
KAM3422543.1,8.939425,9.987131,6.557447,0,0,0,0,49.687879,0,15.623062,14.252229,23.291152,0,7.759161,11.913835
KAM3422544.1,21.614552,26.083703,11.043069,0,0,38.742931,0,17.776267,0,22.35714,10.197715,33.330442,11.638807,5.551814,29.835939
KAM3422545.1,4.08736,2.354582,88.00892,0,0,0,0,0,0,0,12.999285,10.621789,0,7.077037,0
KAM3422546.1,25.07504,30.641044,19.136755,23.015282,49.291653,0,16.931285,29.399016,55.637175,19.411888,27.827812,45.476523,10.105551,9.640874,16.917849
KAM3422548.1,55.409896,60.210308,44.912482,69.646204,45.895613,67.117384,0,106.756714,43.709581,120.066123,84.798206,75.063182,20.162808,17.312107,38.396139
KAM3422549.1,1.593049,1.352696,2.878886,54.243678,0,0,0,27.715685,0,0,0,0,0,0,9.968228
KAM3422550.1,5.413634,4.50403,8.471143,0,79.15102,0,40.781604,28.324821,22.335116,26.718011,24.37366,33.193091,9.272676,4.423148,10.18731
KAM3422553.1,4.829574,4.072166,4.573027,28.721499,15.378154,17.991113,0,16.509584,3.254597,0,9.471057,15.477707,2.702365,12.89052,3.95856
KAM3422554.1,2.589068,1.727078,2.675666,18.117754,0,0,9.996299,13.885838,0,0,0,29.290388,6.818695,0,4.994183
KAM3422555.1,46.387812,42.136142,50.586809,21.662532,185.577914,0,119.520965,99.615797,127.644647,172.268785,164.296525,163.431877,97.833449,93.334838,128.383078
KAM3422556.1,1.890936,1.978136,3.421285,0,0,0,26.603053,0,21.854791,0,0,6.495852,0,0,0
KAM3422557.1,0,0.108759,0.207986,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422559.1,0.305905,0.171771,0.109495,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422560.1,12.702513,11.324309,13.267621,0,0,52.197213,22.988004,15.966295,0,0,10.304312,30.872273,0,18.699488,11.484881
KAM3422561.1,10.020538,4.775714,10.687354,0,0,0,23.230835,16.134953,57.253395,106.537546,124.95792,34.034606,35.654091,7.558807,17.4093
KAM3422562.1,6.403864,8.820084,9.406638,0,0,0,46.534495,53.867476,25.485837,30.487009,0,68.175904,10.580734,10.094207,15.499189
KAM3422563.1,11.580109,12.815011,19.69618,0,0,0,43.404982,90.440658,106.973449,28.436713,51.883113,42.393983,59.214982,56.492139,21.685269
KAM3422564.1,52.501669,47.197785,47.803432,71.682587,102.348033,0,26.366792,0,97.473143,17.274167,110.309212,103.010602,49.459761,34.316717,36.225569
KAM3422566.1,400.611706,357.054083,504.375929,548.592093,919.499081,597.630324,1500.242408,950.58904,1859.517195,1276.02188,676.412289,835.477168,1938.975695,1849.817053,1985.586274
KAM3422567.1,121.716402,98.047956,125.886963,135.47263,406.196976,135.775832,104.644035,186.892477,196.495037,274.229574,259.102073,146.009489,311.01283,311.304112,257.668165
KAM3422568.1,8.226261,7.413051,8.281403,0,0,38.676248,34.066561,0,0,33.477989,0,12.477403,14.523468,8.313387,0
KAM3422569.1,46.706274,42.840666,20.694604,52.754636,0,0,0,0,0,0,0,0,0,0,43.625659
KAM3422570.1,5.373925,6.290508,5.5264,19.598532,0,19.642395,8.650643,12.016591,21.319883,0,5.17017,4.224575,0,8.444192,10.804723
KAM3422571.1,74.604519,92.039084,108.593333,462.282893,693.047418,231.658765,0,106.291082,83.814249,33.420467,213.416105,124.559641,347.964329,215.776674,382.2867
KAM3422572.1,15.520081,8.87257,9.548625,0,0,0,50.924541,11.789863,27.890162,22.242095,30.43572,58.028128,0,22.09298,12.721033
KAM3422573.1,1.032429,1.597469,1.675277,0,0,0,11.781352,0,0,0,0,0,0,3.833395,5.886002
KAM3422574.1,2.77857,2.83726,3.445561,16.105186,24.637396,0,45.698832,17.633376,18.771123,19.959684,18.208337,11.158601,9.524832,4.956468,10.78144
KAM3422575.1,2.316347,2.613579,3.131112,30.435367,21.727731,12.709785,5.597475,3.887721,4.598406,7.334356,6.690809,2.733549,1.90908,5.463889,4.893904
KAM3422578.1,12.01339,15.351853,14.122302,58.847035,0,0,77.923905,67.65246,53.34634,55.306049,31.048162,31.712035,8.858934,12.67737,6.488506
KAM3422579.1,36.349023,45.036445,31.466169,40.857805,0,0,0,15.657153,37.038643,44.306861,33.682659,33.026748,61.508045,51.344791,45.050035
KAM3422580.1,0.677531,0.845435,2.667664,0,0,0,0,0,0,0,0,18.878571,0,0,0
KAM3422581.1,10.185009,10.205012,10.99782,17.619427,37.735391,44.147152,38.885406,27.007819,15.97246,6.36893,11.620186,52.222058,9.946721,25.304927,36.426139
KAM3422582.1,1.482462,1.121968,1.90335,0,0,0,66.196227,68.964782,27.190576,0,19.781521,32.327184,22.57695,32.308213,28.937867
KAM3422583.1,2.876419,1.345966,3.294663,0,0,0,49.235502,25.647351,0,0,0,12.022174,0,0,0
KAM3422584.1,55.121742,25.380842,49.251796,0,126.363909,0,32.553736,158.271151,106.973449,85.31014,107.008921,0,44.411237,74.145932,113.847662
KAM3422585.1,31.131703,20.211354,39.065044,13.797366,0,34.570616,60.900529,126.8952,0,79.797792,18.199,14.870505,103.853969,128.802076,129.310927
KAM3422586.1,15.237143,16.805929,20.365538,23.767548,0,39.701237,61.196423,12.143975,43.091778,34.365215,120.17449,119.542044,41.743424,34.134826,28.390078
KAM3422589.1,19.057873,10.901725,27.516158,0,0,0,0,0,0,48.026449,43.812407,0,25.001881,47.704473,36.62401
KAM3422590.1,23.576414,28.180014,31.479609,45.524305,64.999371,0,0,23.260541,75.659732,32.911526,35.027686,40.887598,14.277724,10.896961,16.731781
KAM3422591.1,82.719693,97.209276,79.852897,127.632184,109.339549,255.835676,112.671756,91.298728,177.409478,110.725115,67.339752,91.706149,76.855878,140.533575,107.891414
KAM3422592.1,0.709004,0.398118,0.899765,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422593.1,4.426623,1.94,5.043223,25.121255,0,0,0,19.253473,45.546119,90.806311,33.135434,54.150298,23.636232,0,0
KAM3422594.1,0.929892,0.783225,1.220083,10.8182,5.792314,0,0,0,2.451744,5.865715,6.242872,0.728726,1.017869,0.971065,0.745513
KAM3422596.1,0.111078,0.062372,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422597.1,0.13291,0.149263,0.428164,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422598.1,1.575982,0.834373,2.44177,0,0,0,0,0,0,0,0,11.291855,7.886107,0,0
KAM3422599.1,101.10115,83.809567,100.363325,238.518301,255.416412,358.578194,579.040929,347.330611,281.089809,310.3837,220.227257,269.923393,345.604464,389.660537,364.900789
KAM3422600.1,12.32994,18.966829,16.13289,0,0,0,0,0,0,0,63.598655,0,18.146527,86.560535,0
KAM3422601.1,73.068989,93.968162,62.655773,270.400647,337.817083,112.919096,49.730331,69.080301,0,16.290378,44.582977,121.430002,50.883226,48.543496,24.845434
KAM3422602.1,16.806982,18.254051,22.218625,6.952161,59.557563,34.838605,7.671578,47.954581,18.906935,20.104095,41.265174,37.46445,26.16476,19.969314,44.07657
KAM3422603.1,82.812945,70.785766,105.177281,0,0,0,0,0,0,114.415952,156.564924,28.428906,0,18.941482,0
KAM3422604.1,32.79724,18.035942,30.335463,0,0,0,0,0,57.138429,52.076873,0,9.704647,6.777618,0,14.892293
KAM3422605.1,5.01691,5.162581,9.326811,0,44.053473,51.538762,0,0,0,14.870575,13.565768,0,0,7.38544,5.670002
KAM3422606.1,5.99449,8.934083,7.459683,0,0,0,57.536837,0,0,0,34.387645,0,0,0,0
KAM3422607.1,6.499757,9.009463,8.931869,21.151623,0,0,0,16.211061,19.174486,0,0,11.398382,15.921009,0,0
KAM3422608.1,11.980477,14.73472,11.224975,0,0,0,22.090035,0,36.294563,0,0,0,0,7.187616,0
KAM3422609.1,117.871391,118.122716,109.812563,126.313917,0,79.122888,52.26938,0,28.626698,0,0,17.017303,47.538789,34.014633,56.580226
KAM3422610.1,445.589072,456.897865,514.043067,141.604549,404.364508,0,364.601848,253.233841,213.946899,272.992448,373.558415,63.590975,861.577992,830.434439,728.625036
KAM3422611.1,11.071957,10.503284,13.715247,0,0,0,67.916031,26.954863,47.823424,50.851534,75.383111,33.167057,39.70887,37.882964,33.931068
KAM3422612.1,6.969263,6.854172,8.339837,25.587127,0,0,14.117455,19.610528,46.390768,36.996123,0,6.894314,4.814913,0,3.526563
KAM3422613.1,64.284632,76.352153,63.808362,228.359189,444.613753,676.207644,160.357294,95.465139,188.194031,120.066123,68.456885,156.622215,234.392638,134.168829,160.230043
KAM3422614.1,28.557609,29.316603,38.849415,244.589676,523.83584,510.702277,89.96669,187.458818,110.863393,58.941551,0,0,184.104763,175.639195,67.421473
KAM3422615.1,37.704304,35.81938,18.965126,51.247361,68.597551,72.227893,17.672028,24.548179,29.035651,32.417853,21.123839,10.356244,24.108957,16.10026,27.369907
KAM3422616.1,23.693231,18.375442,40.780543,0,0,0,116.427481,0,143.470273,25.425767,46.389607,0,26.47258,0,29.083772
KAM3422617.1,8.055948,5.061136,9.611791,7.244175,46.54438,0,11.990714,16.656276,19.701088,20.948532,9.55521,3.903808,0,2.601011,1.996866
KAM3422618.1,19.576055,18.149761,18.785878,21.76769,0,18.18034,16.013488,13.90269,42.754761,26.228037,23.926678,33.23606,19.115516,5.21044,18.000879
KAM3422619.1,45.093976,26.622464,34.004075,41.031384,12.5538,0,77.618321,67.387157,85.019421,131.366464,100.510815,94.763021,17.648387,18.941482,74.325196
KAM3422620.1,27.226834,23.807443,33.639739,0,81.733252,0,0,29.248894,0,0,25.168829,61.696775,7.181391,0,0
KAM3422621.1,29.755131,23.426904,33.202331,0,105.534693,0,0,0,0,0,0,79.663419,0,0,54.332322
KAM3422622.1,350.976223,382.751929,433.74771,161.590777,346.077732,202.440542,267.468537,433.463332,146.486165,262.847458,213.141438,239.468716,167.242315,362.618458,445.427146
KAM3422623.1,8.630047,5.945915,11.825488,0,0,0,0,0,0,17.812007,0,26.554473,0,0,0
KAM3422624.1,4.263718,2.011087,3.571193,0,0,0,0,0,0,57.376731,104.684512,0,0,0,21.877174
KAM3422625.1,5.071581,7.404229,3.648785,0,0,0,0,18.088132,42.78938,0,0,0,0,16.947642,0
KAM3422626.1,10.106551,10.499905,8.545861,0,0,0,42.022658,36.483492,0,6.882771,25.115392,51.30482,0,6.836628,20.994655
KAM3422627.1,0.897045,0.747435,2.112963,0,0,0,29.718726,20.641111,0,0,0,0,0,0,0
KAM3422628.1,0.239702,0.215355,1.286978,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422629.1,7.590371,7.526731,9.133373,0,0,0,27.643396,38.399385,11.354724,36.221065,0,26.99952,9.428084,22.486396,6.905365
KAM3422630.1,97.095741,82.179408,95.515038,150.306505,35.76781,83.690503,138.216982,108.798259,75.698158,102.626351,148.692944,152.99728,119.422394,113.931073,145.012664
KAM3422631.1,0.339296,0.400093,0.87442,0,0,0,0,0,0,0,0,0,5.942349,0,0
KAM3422632.1,6.097888,6.968546,10.332911,24.946559,80.141784,62.505981,0,19.119583,0,0,16.452503,33.608582,0,0,0
KAM3422633.1,61.636831,34.704452,97.769604,195.387541,585.844004,244.781048,43.121289,44.924771,53.137138,226.006819,347.922053,289.553676,84.565187,28.061455,40.394128
KAM3422634.1,17.411452,20.364501,26.449731,77.535632,0,64.757637,114.0788,307.029091,164.005404,999.628325,1073.845875,967.975586,116.723481,190.233614,338.402684
KAM3422635.1,19.730864,31.090528,31.135759,0,0,50.954422,0,77.930725,18.435334,14.701974,26.823922,10.958989,30.614549,65.715345,61.662874
KAM3422637.1,9308.24522,10523.27056,7799.278816,560.518008,88.922751,260.079863,412.347328,477.325693,489.304482,390.214899,533.963706,425.117442,1468.860532,1214.973289,1699.582953
KAM3422638.1,50.707074,48.546544,38.826366,41.574846,50.880302,44.644173,39.323189,22.759901,0,8.587511,31.336026,32.006053,31.293746,25.589816,22.920324
KAM3422639.1,28.542085,36.848114,24.820427,0,121.565279,0,0,0,0,0,0,0,0,0,46.939
KAM3422640.1,35.989891,41.69562,40.56641,43.220666,46.282685,0,47.693185,0,0,0,42.756686,46.582304,8.133142,27.157064,35.741504
KAM3422641.1,2374.742263,2860.310494,1952.345263,1357.043599,1010.911271,1005.277114,260.429892,271.321973,149.762829,418.019685,435.818151,426.059531,577.346077,461.823234,933.550828
KAM3422642.1,40.465256,35.893475,33.472802,138.613418,118.746919,17.365456,30.591456,95.612689,106.808112,90.188772,54.850154,67.227553,114.769069,134.3762,116.537373
KAM3422643.1,0.249361,0.320046,0.61204,0,0,0,0,0,0,0,0,17.866595,0,0,0
KAM3422644.1,4.716033,5.324897,5.283146,0,0,0,0,0,0,17.152303,15.647288,38.356461,13.393865,4.259328,6.540002
KAM3422645.1,80.200622,52.161199,57.66069,34.693571,0,43.464024,19.141849,319.078839,94.351824,206.922467,228.80754,373.919851,228.498819,124.566805,219.956577
KAM3422646.1,134.095506,150.35756,111.905476,72.15864,44.154745,129.143105,0,39.502816,18.689614,0,33.992384,16.665221,15.518409,14.804836,34.098216
KAM3422647.1,44.698099,52.986262,41.881936,125.606276,161.406001,0,0,19.253473,0,18.161262,16.567717,20.306362,18.908986,9.019753,24.236477
KAM3422648.1,1.514229,4.174032,3.843284,0,0,0,0,0,0,0,42.247678,34.520815,0,0,0
KAM3422649.1,240.690601,189.416596,158.508668,16.246899,104.387577,40.708153,0,37.355924,14.728229,17.618398,21.429982,105.06335,39.744839,29.167137,38.067075
KAM3422650.1,1.177734,2.525032,2.64431,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422651.1,36.041577,33.778612,36.800101,60.494355,0,37.893592,116.820154,75.341796,41.129758,109.335087,99.741567,57.049576,31.305054,29.865574,20.844188
KAM3422652.1,5.468799,6.059133,5.173651,29.308131,20.923,24.478105,53.901612,7.487462,0,14.125426,6.443001,5.264612,18.383736,19.29225,16.157651
KAM3422653.1,1.859441,2.203246,2.360505,0,0,0,0,5.620188,6.647573,5.301366,4.836202,1.975844,11.039261,0,0
KAM3422654.1,31.668738,38.218309,41.161168,49.412056,105.825422,0,27.262633,37.870468,44.79329,0,48.881611,53.255252,18.596441,17.741333,13.6205
KAM3422655.1,13.821856,8.998784,21.611918,0,0,79.684043,70.186779,48.748156,86.489172,74.722002,125.844147,205.655918,29.922464,34.255871,21.915963
KAM3422656.1,45.741517,53.312771,53.04576,183.026288,39.1986,91.71796,0,14.027531,82.959002,66.158884,24.14153,59.17854,61.994461,105.144552,116.038317
KAM3422657.1,23.193792,26.304727,22.272025,56.443771,53.726753,31.427832,41.523088,0,45.482418,31.737758,53.769772,20.277961,21.242857,24.76963,25.931336
KAM3422658.1,54.318507,53.386387,79.022728,0,142.276401,0,73.306192,50.914741,0,48.026449,0,89.498409,150.011288,23.852236,18.312005
KAM3422659.1,1591.105313,1696.940309,1388.15309,305.513112,168.855509,197.546375,108.750944,249.258428,294.823529,341.990539,383.478922,276.166519,482.179141,541.393343,643.838018
KAM3422660.1,14.016005,10.540485,15.722524,0,0,0,128.523843,0,0,0,0,0,21.917234,0,48.158195
KAM3422661.1,10.470461,10.174502,11.328695,18.491316,39.60271,0,20.404816,70.860721,67.051399,40.104561,121.95206,44.841471,27.837146,26.557129,22.937202
KAM3422662.1,124.648181,72.650039,71.977284,0,0,65.704387,144.683273,110.538582,142.631266,180.099184,121.060597,127.181949,29.607491,23.538391,68.670018
KAM3422663.1,14.315854,12.140322,14.909016,32.144402,34.42171,60.405646,88.676845,49.27233,58.279442,75.525464,58.298767,25.983409,36.293054,37.509565,26.581943
KAM3422664.1,0.719572,0.878374,1.679757,0,0,0,0,0,0,0,19.20349,0,0,0,0
KAM3422665.1,17.895434,15.895412,19.235369,16.425436,0,41.155495,36.250315,37.766428,0,11.874671,10.832738,8.851491,49.454271,17.692593,13.583081
KAM3422666.1,373.333353,339.121949,314.266131,191.630088,246.247617,240.07372,232.606185,73.434722,86.858784,13.853783,88.46736,72.287176,79.332893,55.043622,121.493109
KAM3422667.1,5.20865,4.029652,3.200517,26.931796,0,67.480181,59.437453,103.205555,0,19.470182,0,116.106044,55.747438,9.669826,22.271357
KAM3422669.1,169.556594,59.249292,123.76965,50.725612,0,12.709785,78.364651,15.550882,27.590437,69.676381,13.381617,32.802584,57.272409,131.133336,74.107689
KAM3422670.1,3.066001,2.428704,4.027217,0,0,0,0,0,0,0,0,0,19.177579,27.443624,0
KAM3422671.1,0.39942,0.186901,0.786323,0,33.173254,0,0,0,0,0,0,0,5.829454,5.561402,0
KAM3422672.1,16.460978,21.529368,16.533928,41.247054,100.958287,0,13.004384,36.128725,10.683288,12.779706,15.544481,25.402965,53.223453,23.272386,38.982192
KAM3422673.1,5.356217,4.22376,5.264172,0,0,0,13.319429,9.250996,10.942102,13.089308,0,16.261487,6.814106,17.335407,0
KAM3422674.1,168.192055,178.43709,147.327415,56.227512,30.105508,105.66254,31.022996,0,50.971675,111.785701,46.353252,53.025703,37.032567,15.14131,46.497567
KAM3422675.1,24.717282,32.464695,35.226687,49.685807,0,0,54.827346,38.080277,45.041452,17.960029,49.152423,13.387574,37.398936,8.919811,17.119949
KAM3422676.1,100.143055,73.225923,86.150869,0,0,0,73.306192,76.372111,90.333135,288.158695,186.202728,62.648886,0,83.482827,36.62401
KAM3422677.1,1.411787,0.880825,3.970476,0,0,0,46.029469,31.969721,0,15.078071,0,28.098338,15.698856,7.488493,17.247353
KAM3422678.1,11.139711,6.685935,8.930315,0,0,0,0,131.340573,0,61.944942,0,107.740123,10.749217,10.254942,7.872996
KAM3422679.1,3.200149,5.87,9.12548,0,0,0,0,25.363432,29.999934,0,0,0,0,11.88211,0
KAM3422680.1,27.36918,30.160483,28.425573,85.249887,146.063225,0,75.257307,130.674714,30.91248,36.97854,22.489258,45.940248,38.500996,67.339489,58.748115
KAM3422681.1,751.578779,637.545717,745.353812,27.425958,293.689819,206.155048,272.376217,399.377094,422.659623,188.360615,217.05229,192.134199,449.001677,526.828064,555.660148
KAM3422682.1,8.269194,3.683937,21.795381,0,0,0,0,0,0,45.98277,41.948049,34.275986,59.844929,91.34899,35.065541
KAM3422683.1,0.05045,0.113315,0.162523,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422684.1,0.143821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422685.1,4.947461,4.605256,4.982034,19.538754,0,0,3.593441,27.454027,41.328885,4.708475,12.886002,14.038966,2.451165,2.338455,14.362357
KAM3422686.1,14.058811,7.497664,10.816813,0,33.520618,0,17.271092,95.964956,70.942253,67.890792,61.933769,75.909645,0,5.619637,4.314347
KAM3422687.1,15.314362,12.367503,16.906752,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422688.1,126.064405,108.179876,92.253465,133.412551,63.495253,148.567935,98.14548,107.930834,94.065909,32.149937,58.657933,79.882877,55.789322,23.950799,71.507622
KAM3422689.1,26.704608,33.841351,29.309024,0,0,36.185024,31.872257,22.136844,0,20.881065,4.762218,15.564941,38.046341,28.518978,25.875659
KAM3422690.1,7.071674,6.558909,6.380634,42.055278,0,0,23.203601,16.116037,47.65523,53.206324,3.466984,16.997353,9.892304,26.42481,23.185188
KAM3422691.1,13.352277,10.489162,15.980048,61.216984,0,0,33.77589,5.864753,34.684224,44.256455,15.139953,16.494587,14.399548,5.494969,8.437272
KAM3422692.1,0.991942,1.432266,1.21733,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422693.1,125.686998,67.815141,92.945764,77.985114,0,65.133044,372.90541,378.540028,306.347154,112.75775,180.011845,259.156262,391.333796,630.010156,361.86114
KAM3422694.1,11.020935,7.623289,14.096628,0,0,0,60.099206,41.741842,0,26.249274,11.973026,34.241294,3.416249,16.295809,5.004293
KAM3422696.1,90.540535,97.409284,79.290561,113.363193,26.976565,94.680759,83.396089,72.403335,102.766628,54.636831,66.457021,54.302405,61.626828,49.747993,62.497432
KAM3422697.1,47.05373,61.837514,24.322879,0,0,0,128.523843,133.899155,105.584184,84.202216,76.81396,0,0,0,32.105463
KAM3422698.1,3.571967,2.705391,2.497625,0,0,0,0,0,0,0,0,0,0,0,0
KAM3422699.1,108.98868,103.605487,74.096777,102.078076,0,0,16.091603,11.176406,6.609742,21.084783,9.617358,15.716794,8.232327,10.471714,30.147813
KAM3422701.1,76.461957,81.941257,68.952783,228.007325,271.289748,142.823518,62.90044,58.249915,45.932103,73.260685,75.186545,126.283772,64.358657,54.577151,87.292396
KAM3422702.1,3.809583,4.893473,6.122822,23.173871,0,58.064342,0,35.521912,21.007706,0,15.283398,6.244075,0,8.320548,0
KAM3422703.1,50.092895,34.268289,34.545928,38.081903,0,166.981212,52.528322,25.538445,51.783326,13.765543,25.115392,56.435302,42.996866,23.928199,49.862306
KAM3422704.1,83.970885,58.088615,75.017939,32.0296,137.195101,0,106.03217,122.740893,290.356506,173.667071,105.619195,86.302037,241.089571,310.505005,291.357078
KAM3422705.1,36.001178,22.561627,25.069852,27.679902,29.640917,0,15.272123,53.036188,87.823881,60.033061,27.382754,26.103703,13.021813,49.692159,59.132516
KAM3422706.1,51.56988,47.093195,60.904152,58.42533,62.564541,73.195115,515.769948,257.476009,450.194452,179.512542,154.128336,157.423911,214.389097,188.797832,205.339012
KAM3422707.1,37.043797,32.270296,50.187512,0,0,0,711.113956,370.427604,340.777695,291.178322,354.17215,144.698026,212.216568,183.176606,103.621824
KAM3422708.1,165.886471,137.073157,179.568802,311.398894,400.152378,312.095836,343.622774,620.523401,621.040303,90.049592,328.59305,167.809517,808.654601,883.278127,497.857633
KAM3422709.1,1.664401,1.574046,1.693195,0,0,0,0,0,0,0,0,0,15.342064,0,33.710736
