gene_id
KAM3424340.1
KAM3421814.1
KAM3417386.1
KAM3422338.1
KAM3422339.1
KAM3414140.1
KAM3416471.1
KAM3418107.1
KAM3424869.1
KAM3425738.1
KAM3425739.1
KAM3421478.1
KAM3418527.1
KAM3418528.1
KAM3418367.1
KAM3415366.1
KAM3415367.1
KAM3415368.1
KAM3421975.1
KAM3425647.1
KAM3420136.1
KAM3423759.1
KAM3424273.1
KAM3424274.1
KAM3424276.1
KAM3425095.1
KAM3425233.1
KAM3425234.1
KAM3425667.1
KAM3418041.1
KAM3414867.1
KAM3415329.1
KAM3425484.1
KAM3415941.1
KAM3420676.1
KAM3420671.1
KAM3424162.1
KAM3413591.1
KAM3418396.1
KAM3420653.1
KAM3420654.1
KAM3418285.1
KAM3415302.1
KAM3415532.1
KAM3415735.1
KAM3421072.1
KAM3422397.1
KAM3421989.1
KAM3422051.1
KAM3422173.1
KAM3417411.1
KAM3421501.1
KAM3421708.1
KAM3421443.1
KAM3421717.1
KAM3413526.1
KAM3422934.1
KAM3419898.1
KAM3419892.1
KAM3416634.1
KAM3420533.1
KAM3420302.1
KAM3420200.1
KAM3414375.1
KAM3424708.1
KAM3425796.1
KAM3425672.1
KAM3425665.1
KAM3425666.1
KAM3425651.1
KAM3415125.1
KAM3415126.1
KAM3416441.1
KAM3416442.1
KAM3416199.1
KAM3417566.1
KAM3417567.1
KAM3417247.1
KAM3418781.1
KAM3418258.1
KAM3418688.1
KAM3418656.1
KAM3418615.1
KAM3418560.1
KAM3418962.1
KAM3419041.1
KAM3419111.1
KAM3419147.1
KAM3415223.1
KAM3415247.1
KAM3415345.1
KAM3415555.1
KAM3415553.1
KAM3415550.1
KAM3415539.1
KAM3415930.1
KAM3417237.1
KAM3416085.1
KAM3416109.1
KAM3422185.1
KAM3421994.1
KAM3421353.1
KAM3422107.1
KAM3422108.1
KAM3422211.1
KAM3422065.1
KAM3422066.1
KAM3422343.1
KAM3421125.1
KAM3421945.1
KAM3422276.1
KAM3421479.1
KAM3421843.1
KAM3421654.1
KAM3421677.1
KAM3421683.1
KAM3420491.1
KAM3423644.1
KAM3422589.1
KAM3422664.1
KAM3422626.1
KAM3422528.1
KAM3422790.1
KAM3423148.1
KAM3423149.1
KAM3423480.1
KAM3423426.1
KAM3423330.1
KAM3423730.1
KAM3423939.1
KAM3423992.1
KAM3423993.1
KAM3420093.1
KAM3419808.1
KAM3420588.1
KAM3413582.1
KAM3420713.1
KAM3420905.1
KAM3420680.1
KAM3420955.1
KAM3420809.1
KAM3424173.1
KAM3424070.1
KAM3424464.1
KAM3424818.1
KAM3425440.1
KAM3425467.1
KAM3425544.1
KAM3424944.1
KAM3425045.1
KAM3425072.1
KAM3425165.1
KAM3425662.1
KAM3425664.1
KAM3416668.1
KAM3416795.1
KAM3416796.1
KAM3424536.1
KAM3416768.1
KAM3416202.1
KAM3416200.1
KAM3414177.1
KAM3424539.1
KAM3418101.1
KAM3417982.1
KAM3417189.1
KAM3417286.1
KAM3413778.1
KAM3414172.1
KAM3413988.1
KAM3413913.1
KAM3414982.1
KAM3414601.1
KAM3419473.1
KAM3415000.1
KAM3418241.1
KAM3418736.1
KAM3418839.1
KAM3418689.1
KAM3418594.1
KAM3419261.1
KAM3419264.1
KAM3419380.1
KAM3416042.1
KAM3415706.1
KAM3415552.1
KAM3415453.1
KAM3415436.1
KAM3415757.1
KAM3422246.1
KAM3422022.1
KAM3422007.1
KAM3422078.1
KAM3422369.1
KAM3421909.1
KAM3422115.1
KAM3421697.1
KAM3421817.1
KAM3421603.1
KAM3421231.1
KAM3421232.1
KAM3420977.1
KAM3422597.1
KAM3422904.1
KAM3416728.1
KAM3423280.1
KAM3423479.1
KAM3423424.1
KAM3423313.1
KAM3423732.1
KAM3423733.1
KAM3423738.1
KAM3423715.1
KAM3420146.1
KAM3420105.1
KAM3420372.1
KAM3419610.1
KAM3420447.1
KAM3420872.1
KAM3419649.1
KAM3420845.1
KAM3424108.1
KAM3414885.1
KAM3425341.1
KAM3424980.1
KAM3425027.1
KAM3425105.1
KAM3425106.1
KAM3425134.1
KAM3425243.1
KAM3416193.1
KAM3423831.1
KAM3425760.1
KAM3425741.1
KAM3417123.1
KAM3416652.1
KAM3416630.1
KAM3416838.1
KAM3416893.1
KAM3416751.1
KAM3416748.1
KAM3416211.1
KAM3416201.1
KAM3417075.1
KAM3416273.1
KAM3417991.1
KAM3417781.1
KAM3417782.1
KAM3417728.1
KAM3417444.1
KAM3417429.1
KAM3417615.1
KAM3417672.1
KAM3417241.1
KAM3417242.1
KAM3417355.1
KAM3417400.1
KAM3414046.1
KAM3414298.1
KAM3414353.1
KAM3414354.1
KAM3413978.1
KAM3414752.1
KAM3414754.1
KAM3414997.1
KAM3414921.1
KAM3414559.1
KAM3414602.1
KAM3423096.1
KAM3414660.1
KAM3420964.1
KAM3420965.1
KAM3423828.1
KAM3425669.1
KAM3425670.1
KAM3417225.1
KAM3413764.1
KAM3413585.1
KAM3415100.1
KAM3415101.1
KAM3415102.1
KAM3415103.1
KAM3418393.1
KAM3418394.1
KAM3419638.1
KAM3419639.1
KAM3419640.1
KAM3419641.1
KAM3424769.1
KAM3424770.1
KAM3424771.1
KAM3424772.1
KAM3418794.1
KAM3418215.1
KAM3418672.1
KAM3419462.1
KAM3419463.1
KAM3419493.1
KAM3415319.1
KAM3416022.1
KAM3415667.1
KAM3415914.1
KAM3422494.1
KAM3418108.1
KAM3422000.1
KAM3422106.1
KAM3422086.1
KAM3422088.1
KAM3422089.1
KAM3422348.1
KAM3421318.1
KAM3421932.1
KAM3422141.1
KAM3422277.1
KAM3422303.1
KAM3421868.1
KAM3421343.1
KAM3421500.1
KAM3421276.1
KAM3421255.1
KAM3421822.1
KAM3421636.1
KAM3421641.1
KAM3421071.1
KAM3420994.1
KAM3413519.1
KAM3413478.1
KAM3422563.1
KAM3422568.1
KAM3413465.1
KAM3422605.1
KAM3424891.1
KAM3423237.1
KAM3422798.1
KAM3423099.1
KAM3416386.1
KAM3423070.1
KAM3423264.1
KAM3423557.1
KAM3423488.1
KAM3423633.1
KAM3423845.1
KAM3423880.1
KAM3423755.1
KAM3423719.1
KAM3415520.1
KAM3423943.1
KAM3423956.1
KAM3423958.1
KAM3423975.1
KAM3419595.1
KAM3420094.1
KAM3419834.1
KAM3419752.1
KAM3420358.1
KAM3419668.1
KAM3420546.1
KAM3420547.1
KAM3420452.1
KAM3420476.1
KAM3420419.1
KAM3420669.1
KAM3424034.1
KAM3424451.1
KAM3424489.1
KAM3424764.1
KAM3424781.1
KAM3424848.1
KAM3424849.1
KAM3424912.1
KAM3425582.1
KAM3425369.1
KAM3425517.1
KAM3425212.1
KAM3425661.1
KAM3425771.1
KAM3425787.1
KAM3425734.1
KAM3425740.1
KAM3416780.1
KAM3416373.1
KAM3416288.1
KAM3416291.1
KAM3416962.1
KAM3416960.1
KAM3416335.1
KAM3416145.1
KAM3416143.1
KAM3416267.1
KAM3418115.1
KAM3418098.1
KAM3417973.1
KAM3417893.1
KAM3417773.1
KAM3417587.1
KAM3417430.1
KAM3417668.1
KAM3417677.1
KAM3417529.1
KAM3417244.1
KAM3417258.1
KAM3413688.1
KAM3414329.1
KAM3413506.1
KAM3413794.1
KAM3415106.1
KAM3415196.1
KAM3415189.1
KAM3414947.1
KAM3414939.1
KAM3414761.1
KAM3414802.1
KAM3414840.1
KAM3414909.1
KAM3414581.1
KAM3414643.1
KAM3414623.1
KAM3414651.1
KAM3414461.1
KAM3414716.1
KAM3421624.1
KAM3421937.1
KAM3419556.1
KAM3420028.1
KAM3416219.1
KAM3418250.1
KAM3416487.1
KAM3414111.1
KAM3413621.1
KAM3414600.1
KAM3418404.1
KAM3418799.1
KAM3418800.1
KAM3418801.1
KAM3419077.1
KAM3419078.1
KAM3419079.1
KAM3419625.1
KAM3419626.1
KAM3419627.1
KAM3422510.1
KAM3422511.1
KAM3423718.1
KAM3422538.1
KAM3422539.1
KAM3422540.1
KAM3424152.1
KAM3424153.1
KAM3422722.1
KAM3421275.1
KAM3421051.1
KAM3422887.1
KAM3423672.1
KAM3424648.1
KAM3419870.1
KAM3419660.1
KAM3416882.1
KAM3424415.1
KAM3424232.1
KAM3424922.1
KAM3416299.1
KAM3416333.1
KAM3413767.1
KAM3414868.1
KAM3413622.1
KAM3421878.1
KAM3422271.1
KAM3419480.1
KAM3418424.1
KAM3418418.1
KAM3424164.1
KAM3419964.1
KAM3413569.1
KAM3416129.1
KAM3418169.1
KAM3413642.1
KAM3414993.1
KAM3413566.1
KAM3413716.1
KAM3413717.1
KAM3413966.1
KAM3413967.1
KAM3414497.1
KAM3414498.1
KAM3414661.1
KAM3414662.1
KAM3414795.1
KAM3414857.1
KAM3423250.1
KAM3414908.1
KAM3414930.1
KAM3414931.1
KAM3415065.1
KAM3419969.1
KAM3415157.1
KAM3415158.1
KAM3415287.1
KAM3415288.1
KAM3415431.1
KAM3415432.1
KAM3415642.1
KAM3415643.1
KAM3416347.1
KAM3416348.1
KAM3416560.1
KAM3417061.1
KAM3417062.1
KAM3417115.1
KAM3417202.1
KAM3423953.1
KAM3417226.1
KAM3417369.1
KAM3418065.1
KAM3417458.1
KAM3417459.1
