Geneid,CM_in vitro_1,CM_in vitro_2,CM_in vitro_3,CM_0dpi_1,CM_0dpi_2,CM_0dpi_3,CM_1dpi_1,CM_1dpi_2,CM_1dpi_3,CM_3dpi_1,CM_3dpi_2,CM_3dpi_3,CM_6dpi_1,CM_6dpi_2,CM_6dpi_3
KAF2217364,91,128,250,0,0,0,0,2,0,2,0,0,14,4,6
KAF2217365,546,492,966,0,0,0,0,2,0,16,2,1,30,40,20
KAF2217366,226,213,694,0,0,0,0,0,0,4,0,0,0,10,2
KAF2217367,517,421,549,0,0,0,2,2,0,4,0,0,14,24,10
KAF2217368,6687,6195,4975,3,4,2,2,2,6,28,14,12,59,114,53
KAF2217369,2884,2666,2554,2,2,2,2,2,0,6,2,2,36,84,19
KAF2217370,719,731,785,0,0,0,0,0,2,8,4,2,12,42,27
KAF2217371,16397,13602,10878,2,0,0,0,0,3,0,8,14,34,97,40
KAF2217372,1538,1103,1035,0,2,0,0,0,0,2,0,0,6,12,16
KAF2217373,700,671,699,2,0,2,2,0,2,15,6,11,41,104,44
KAF2217374,59,60,53,0,0,0,0,0,0,0,0,0,0,2,2
KAF2217375,11041,9883,7113,7,4,8,10,2,11,86,67,25,437,1120,594
KAF2217376,9176,8344,5670,3,8,2,2,6,6,14,2,6,31,114,36
KAF2217377,195,135,171,0,0,1,0,0,0,0,0,0,4,0,0
KAF2217378,198,221,265,2,0,0,0,0,0,0,0,0,3,1,0
KAF2217379,4355,3884,4634,8,6,3,0,0,0,10,2,4,27,105,21
KAF2217380,37,32,52,0,0,0,0,0,0,0,0,2,0,0,0
KAF2217381,126,69,147,0,0,0,0,0,0,1,0,4,7,1,8
KAF2217382,29,22,45,0,0,0,0,0,0,2,0,0,2,0,0
KAF2217383,1488,1869,4172,0,0,0,0,0,0,26,2,4,15,30,34
KAF2217384,345,266,604,2,0,0,0,0,0,4,0,0,2,14,9
KAF2217385,382,366,383,0,0,0,0,0,2,2,0,0,12,44,12
KAF2217386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217387,2041,1876,1510,1,1,2,2,2,2,0,6,2,37,30,16
KAF2217388,1162,1034,958,0,0,0,0,0,2,2,1,4,38,39,26
KAF2217389,31768,20360,2561,10,2,10,0,0,0,4,0,2,13,30,12
KAF2217390,305,338,633,0,2,0,0,0,0,4,1,0,8,18,10
KAF2217391,77,104,147,0,0,0,0,0,0,4,0,0,1,4,0
KAF2217392,1159,1111,1654,0,2,0,4,1,2,8,0,2,31,51,19
KAF2217393,384,374,444,0,0,0,2,0,0,3,0,0,18,15,12
KAF2217394,169,131,157,0,0,0,0,0,0,0,0,0,6,3,3
KAF2217395,9613,8952,3061,8,9,5,12,0,4,38,9,3,47,137,78
KAF2217396,737,605,300,0,0,0,0,0,0,9,10,2,39,57,46
KAF2217397,7949,7309,3024,0,0,0,4,0,4,94,30,15,71,168,54
KAF2217398,1356,1102,901,2,2,0,0,0,0,5,1,0,16,34,23
KAF2217399,575,553,408,0,0,2,1,0,0,8,3,2,12,16,15
KAF2217400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217401,4356,3921,2343,0,0,7,0,2,2,11,6,8,42,75,24
KAF2217402,278,266,388,0,0,0,0,0,0,2,0,0,0,2,2
KAF2217403,1768,1601,1518,2,0,0,0,4,2,4,8,16,38,70,20
KAF2217404,814,686,523,0,0,0,2,0,0,5,1,2,7,41,9
KAF2217405,768,751,1564,0,0,0,4,2,0,8,1,0,12,31,24
KAF2217406,2606,2440,3358,0,4,0,6,2,6,47,8,8,73,134,70
KAF2217407,1522,1239,734,0,0,0,0,0,0,11,6,3,32,59,44
EFT00053797945,79,74,64,0,0,0,0,0,0,0,0,0,4,4,4
KAF2217408,11180,9281,7595,15,5,14,0,0,2,32,7,24,113,186,64
KAF2217409,369,319,636,0,0,0,0,0,2,5,4,2,8,24,17
KAF2217410,5530,4593,3689,0,2,2,0,2,0,12,6,8,50,93,41
KAF2217411,16,16,31,0,0,0,0,0,0,0,0,0,0,1,4
KAF2217412,56,35,102,0,0,2,0,0,0,0,0,2,0,4,0
KAF2217413,664,598,643,0,0,0,0,0,0,1,4,2,24,35,8
KAF2217414,1462,1458,1609,0,0,0,0,4,2,11,0,6,60,125,45
KAF2217415,1185,910,1086,0,0,0,0,0,1,6,2,5,24,21,10
KAF2217416,218,187,424,0,0,0,0,2,0,0,0,0,6,24,5
KAF2217417,441,409,1190,0,0,0,0,0,4,4,0,0,16,47,17
KAF2217418,105,113,228,0,0,0,0,0,0,3,0,0,1,2,0
KAF2217419,2285,1267,194,10,9,11,0,0,0,8,0,0,10,20,14
KAF2217420,17,13,22,0,0,0,0,0,0,0,0,0,0,3,2
KAF2217421,487,425,548,0,5,0,0,0,2,6,4,0,24,40,13
KAF2217422,376,351,415,0,0,0,0,0,0,2,0,6,15,25,10
KAF2217423,4923,6007,7442,0,0,2,0,2,0,8,10,8,60,197,88
KAF2217424,2841,3035,2871,0,0,0,0,0,0,4,0,0,41,70,45
KAF2217425,391,423,188,0,0,0,0,0,0,8,0,0,5,13,2
KAF2217426,60,51,58,0,0,0,2,0,0,0,0,0,2,7,4
KAF2217427,1499,1332,1270,0,0,0,0,0,2,3,0,1,7,15,13
KAF2217428,22,44,57,0,0,0,0,0,0,2,0,0,0,2,4
KAF2217429,392,353,703,0,0,0,6,0,2,2,4,0,7,53,22
KAF2217430,204,286,571,0,0,0,0,0,0,8,0,0,6,20,15
KAF2217431,434,458,193,0,0,0,0,0,0,0,0,0,0,2,0
KAF2217432,2918,2842,2696,2,2,4,5,0,0,7,10,6,10,79,20
KAF2217433,261,201,277,0,0,0,0,0,0,2,0,4,2,18,0
KAF2217434,1205,1360,2774,0,2,0,0,0,4,4,0,0,10,10,3
KAF2217435,1173,1067,1656,0,0,0,0,0,0,8,0,0,15,33,13
KAF2217436,204,165,228,0,0,0,0,0,0,6,0,0,6,15,11
KAF2217437,2729,2501,3117,2,0,0,0,2,0,19,8,8,76,243,92
KAF2217438,4829,5915,10952,0,0,2,3,4,5,42,27,9,150,340,200
KAF2217439,49,14,73,0,0,0,0,0,0,2,0,0,0,0,0
KAF2217440,1268,1087,1428,0,0,0,0,0,0,0,0,0,2,0,2
KAF2217441,25869,22096,9074,6,9,8,4,2,8,18,8,12,63,137,38
KAF2217442,983,981,575,0,0,2,0,0,0,5,0,0,12,26,13
KAF2217443,353,369,191,0,0,0,0,0,1,3,0,0,3,6,13
KAF2217444,2186,1971,2495,1,0,1,4,0,8,32,19,15,100,151,84
KAF2217445,4020,3850,3519,0,0,0,0,0,0,10,2,1,18,28,22
KAF2217446,1223,1075,561,2,0,0,0,0,0,5,0,4,5,13,8
KAF2217447,2087,1779,1426,0,0,0,6,3,2,10,0,2,24,36,20
KAF2217448,700,640,753,0,0,2,2,0,0,6,4,0,18,44,23
KAF2217449,415,475,1023,0,0,0,1,0,0,10,2,2,22,68,32
KAF2217450,955,942,1152,0,0,0,2,4,4,14,2,2,30,91,35
KAF2217451,640,442,332,0,0,0,0,0,0,7,3,4,17,33,19
KAF2217452,1347,1392,1350,2,0,2,0,0,2,13,5,4,34,33,24
KAF2217453,4179,4076,3560,2,0,0,0,3,0,8,2,6,39,82,32
KAF2217454,1577,1512,1443,0,0,1,0,0,2,3,0,4,12,22,14
KAF2217455,638,667,696,0,0,2,1,0,0,4,0,2,19,27,18
KAF2217456,790,724,862,0,0,0,0,2,0,2,0,0,6,30,6
KAF2217457,10592,8896,3648,2,1,0,2,0,0,41,11,18,101,168,84
KAF2217458,262,293,400,0,0,0,0,0,1,3,0,1,6,21,11
KAF2217459,171,195,218,0,0,0,2,0,0,1,0,0,12,26,6
KAF2217460,2609,2736,3307,0,0,0,0,0,2,10,3,4,30,35,9
KAF2217461,2471,1598,1269,30,20,26,0,2,0,8,0,0,56,85,65
KAF2217462,50,33,47,0,0,0,0,0,0,1,0,0,6,4,3
KAF2217463,205,245,315,0,2,0,0,0,2,0,2,2,10,14,14
KAF2217464,2520,2337,1949,2,0,0,4,0,12,22,0,5,50,132,40
KAF2217465,2674,2514,2986,2,2,2,0,4,0,22,4,0,51,102,53
KAF2217466,106,124,191,0,0,0,0,0,0,1,0,0,1,11,0
KAF2217467,105,80,148,0,0,0,0,0,0,0,0,0,0,0,2
KAF2217468,335,473,2643,0,0,0,4,4,0,8,0,4,10,26,9
KAF2217469,3963,4873,27725,0,0,0,6,2,13,55,2,2,64,122,58
KAF2217470,5,4,22,0,0,0,0,4,0,1,0,0,1,11,16
KAF2217471,302,262,287,0,0,2,2,0,0,6,6,4,21,60,21
KAF2217472,670,555,848,0,0,0,0,0,0,12,5,1,23,72,35
KAF2217473,1334,1367,1189,2,0,0,0,0,0,23,2,3,29,70,30
KAF2217474,16300,16099,8363,0,6,2,0,0,4,35,14,10,42,81,44
KAF2217475,10277,12294,4845,8,2,8,0,0,2,2,0,0,16,44,17
KAF2217476,95,58,73,0,0,0,0,0,0,0,0,0,0,0,1
KAF2217477,208,185,252,0,0,0,0,0,0,0,0,0,6,12,5
KAF2217478,277,209,291,0,0,0,0,0,0,0,0,0,11,27,1
KAF2217479,15,7,3,0,0,0,0,0,0,0,0,0,2,0,1
KAF2217480,808,726,518,0,0,0,0,0,0,10,0,0,28,45,21
KAF2217481,497,437,397,0,0,0,0,0,0,4,2,0,10,8,10
KAF2217482,1302,1302,950,1,0,0,1,0,0,5,4,2,18,27,15
KAF2217483,273,290,158,0,0,0,0,0,0,0,0,0,3,0,2
KAF2217484,44,31,75,0,0,0,0,0,0,0,0,0,0,3,6
KAF2217485,228,195,340,0,0,0,0,0,0,2,4,0,2,25,8
KAF2217486,763,832,1480,0,0,0,0,0,0,2,0,2,19,22,18
KAF2217487,17601,18965,32509,0,0,0,27,6,12,129,29,55,335,605,297
KAF2217488,1705,1426,3194,2,0,2,0,2,2,34,8,2,49,93,24
KAF2217489,7304,6269,4948,4,0,8,2,0,2,50,12,8,106,191,72
KAF2217490,1526,1503,1932,0,0,2,0,2,2,27,14,6,59,82,48
KAF2217491,2982,2931,4351,6,2,0,6,6,6,59,10,21,70,185,83
KAF2217492,11,5,36,0,0,0,0,0,0,1,0,0,1,3,2
KAF2217493,87,62,68,0,0,0,0,0,0,0,0,0,0,1,1
KAF2217494,945,859,712,2,0,0,0,0,0,0,4,2,18,47,12
KAF2217495,11528,6654,8120,3,0,0,2,0,13,46,6,14,84,273,109
KAF2217496,1500,1294,1145,2,2,0,0,2,1,9,6,12,22,50,27
KAF2217497,3423,2836,3044,0,0,2,0,0,0,16,2,10,17,38,1
KAF2217498,802,720,1004,2,0,0,0,0,0,3,0,0,15,25,12
KAF2217499,1092,1190,1838,0,0,0,0,0,2,3,0,0,9,12,12
KAF2217500,12023,16037,21917,17,4,3,3,0,4,11,4,11,73,121,61
KAF2217501,86,74,75,0,0,0,0,0,0,4,2,0,4,4,2
KAF2217502,92,133,182,0,0,0,0,0,0,0,0,0,2,8,2
KAF2217503,20,4,6,0,0,0,0,0,0,0,0,0,0,5,0
KAF2217504,598,447,362,2,0,0,0,0,0,1,2,0,8,19,7
KAF2217505,20,20,33,0,0,0,0,0,0,2,0,0,2,0,2
KAF2217506,143,122,195,0,0,0,0,0,2,12,2,3,17,14,20
KAF2217507,293,216,124,0,2,0,0,0,0,0,0,0,0,2,5
KAF2217508,2641,2326,738,2,2,0,0,0,0,2,0,2,14,14,21
KAF2217509,308,268,523,0,0,0,2,2,2,24,4,2,20,31,8
KAF2217510,6,17,22,0,0,0,0,0,1,0,0,0,0,3,0
KAF2217511,364,335,1003,0,0,0,0,4,0,7,0,0,4,10,4
KAF2217512,24,11,46,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217513,835,751,800,0,0,0,5,0,0,4,10,0,26,34,26
KAF2217514,9171,7577,6670,4,6,3,11,2,8,67,15,27,184,374,122
KAF2217515,6750,5362,2710,2,4,6,5,0,2,10,2,2,28,34,25
KAF2217516,150,149,175,0,0,0,0,0,0,0,0,0,0,3,0
KAF2217517,53,58,75,0,0,0,0,0,0,4,0,0,6,10,0
KAF2217518,3,5,24,0,0,0,0,0,0,0,0,0,0,3,0
KAF2217519,61,61,59,0,1,0,0,0,0,0,0,0,0,2,2
KAF2217520,7714,6257,2475,22,14,22,0,0,2,4,2,2,39,50,35
KAF2217521,75,109,43,0,0,0,0,0,0,1,0,1,0,15,1
KAF2217522,6974,6198,3882,3,0,0,6,2,15,112,36,38,327,688,343
KAF2217523,66,46,130,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217524,1499,1239,1374,2,0,0,0,0,2,8,0,0,42,95,42
KAF2217525,10044,8349,3215,4,0,4,2,4,0,16,4,5,32,106,37
KAF2217526,183,193,203,2,0,0,0,0,0,0,0,0,7,10,6
KAF2217527,3406,3765,5321,0,0,1,0,2,0,57,10,4,107,155,74
KAF2217528,259,242,536,0,0,0,2,0,2,0,2,0,4,4,0
KAF2217529,435,456,564,0,0,0,0,0,0,0,0,0,2,8,3
KAF2217530,3437,3003,3506,0,0,0,0,0,0,3,0,0,6,23,6
KAF2217531,470,432,843,0,0,0,0,2,0,6,0,2,14,12,8
KAF2217532,136,98,178,0,0,0,0,0,0,0,0,0,2,3,0
KAF2217533,106,85,186,0,0,0,0,0,0,2,0,0,16,4,19
KAF2217534,260,247,549,0,0,0,2,0,0,11,0,3,7,31,14
KAF2217535,1904,1858,3689,2,2,0,0,0,0,2,2,2,30,58,22
KAF2217536,472,473,788,0,0,2,0,0,2,11,0,2,19,21,4
KAF2217537,738,593,1839,0,0,2,2,0,0,2,0,6,7,23,27
KAF2217538,12,20,32,0,0,0,0,0,0,0,0,0,1,2,1
KAF2217539,598,453,449,0,2,0,4,0,4,2,0,6,17,61,26
KAF2217540,1416,1146,1325,4,4,6,0,0,0,20,16,20,190,228,134
KAF2217541,773,624,779,0,0,0,0,0,0,4,0,2,22,43,14
KAF2217542,121,101,52,0,0,0,0,0,0,0,0,0,4,2,1
KAF2217543,10339,9042,2209,11,3,0,2,0,0,1,0,2,50,130,22
KAF2217544,3360,2910,2357,0,0,0,2,0,2,4,7,7,23,35,7
KAF2217545,6377,6596,5848,2,0,0,0,0,0,9,0,0,24,30,15
KAF2217546,858,856,748,0,0,0,0,1,0,1,0,1,8,5,10
KAF2217547,120682,119609,48260,42,41,60,8,4,2,10,0,0,47,61,53
KAF2217548,5274,5295,3688,2,0,0,0,0,0,2,1,2,7,17,4
KAF2217549,153,63,66,0,0,0,0,0,0,6,0,0,2,4,0
KAF2217550,26,33,59,0,0,0,0,0,0,0,0,2,1,0,0
KAF2217551,224,224,675,0,0,0,0,0,0,6,4,2,16,22,15
KAF2217552,856,843,1243,0,0,0,0,0,0,4,4,0,14,12,6
KAF2217553,601,641,428,0,0,0,0,0,0,2,0,0,2,7,6
KAF2217554,9794,8603,6002,2,2,0,0,2,2,17,16,16,45,110,34
KAF2217555,249,238,318,2,2,0,0,2,0,4,0,0,2,9,10
KAF2217556,1456,1487,3584,1,0,0,13,4,26,15,8,5,51,133,74
KAF2217557,324,254,360,0,0,2,2,0,0,5,4,2,13,34,26
KAF2217558,80015,74870,70718,33,15,26,36,22,53,450,124,211,1084,2039,730
KAF2217559,282,254,272,0,0,0,0,0,0,12,0,2,11,14,8
KAF2217560,22,26,29,0,0,0,0,0,0,0,0,0,0,2,2
KAF2217561,646,486,506,0,0,0,0,0,0,4,0,2,27,24,3
KAF2217562,207,139,163,0,0,0,0,0,0,1,0,0,2,8,3
KAF2217563,377,305,649,0,0,0,0,1,2,2,2,0,2,14,5
KAF2217564,1825,1881,2767,0,0,2,3,2,0,12,2,2,19,34,12
KAF2217565,2414,1845,1662,0,0,0,2,0,0,20,8,18,30,67,31
KAF2217566,1545,1509,2048,4,2,0,0,0,4,9,4,6,42,72,66
KAF2217567,30629,26634,16065,0,5,7,16,6,8,44,9,18,110,209,131
KAF2217568,225,220,354,0,0,0,2,0,0,1,3,0,7,19,9
KAF2217569,311,256,393,0,0,0,0,0,2,1,6,2,5,22,14
KAF2217570,157370,138010,35402,29,15,30,28,18,25,129,32,37,273,574,217
KAF2217571,2953,2927,2766,0,0,0,0,4,2,28,8,6,79,165,116
KAF2217572,122,85,124,0,0,0,0,0,0,0,2,0,2,1,0
KAF2217573,12204,10521,6067,0,0,4,2,2,6,17,6,12,58,154,102
KAF2217574,6893,7083,5647,0,0,2,8,0,6,23,22,20,141,459,187
KAF2217575,2862,2085,1609,3,2,2,1,0,2,23,4,9,99,198,96
KAF2217576,723,647,920,0,0,0,1,0,2,21,6,4,44,99,44
KAF2217577,1032,868,973,0,0,0,0,2,0,11,0,8,37,68,33
KAF2217578,623,482,620,0,0,2,0,0,0,4,0,1,45,67,27
KAF2217579,136,176,382,0,0,0,0,0,0,2,0,2,18,24,14
KAF2217580,11,27,13,0,0,0,0,0,0,0,0,0,0,1,0
KAF2217581,268,309,323,0,0,0,2,0,2,12,10,10,41,105,48
KAF2217582,3585,3122,1857,0,2,0,2,0,2,16,2,4,52,115,49
KAF2217583,181,167,126,0,0,0,0,0,2,7,2,2,8,9,4
KAF2217584,1930,1821,2250,0,2,0,4,2,2,8,0,2,17,51,24
KAF2217585,1026,1166,1040,0,0,0,0,0,2,16,2,7,30,122,69
KAF2217586,265,262,331,0,0,0,0,2,0,28,5,4,113,317,158
KAF2217587,2053,1755,850,0,0,0,2,0,0,2,0,0,0,22,10
KAF2217588,557,606,660,0,0,0,0,0,0,5,9,6,19,30,7
KAF2217589,2021,2489,2664,0,0,0,0,0,0,0,0,1,27,43,44
KAF2217590,6503,6292,3107,0,0,0,0,0,4,0,0,0,4,18,11
KAF2217591,416,328,227,0,0,0,0,0,0,0,0,0,2,12,2
KAF2217592,1913,1870,1053,2,0,6,0,0,2,16,2,8,27,81,24
KAF2217593,4568,4590,6125,0,0,2,8,4,4,72,14,22,207,382,203
KAF2217594,11482,9542,2842,3,8,8,2,2,0,12,3,2,75,139,78
KAF2217595,215,210,210,0,0,0,0,0,2,10,0,0,9,24,23
KAF2217596,1308,1097,762,0,0,0,0,0,1,7,8,3,59,103,35
KAF2217597,1617,1472,948,2,4,0,0,0,3,13,8,3,46,97,30
KAF2217598,241,213,182,0,0,0,0,0,0,3,0,0,13,19,11
KAF2217599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217600,4029,3464,2504,0,0,0,2,2,4,16,7,2,81,124,44
KAF2217601,7606,8100,6442,0,0,4,6,2,0,31,2,9,76,129,73
KAF2217602,3173,3238,2133,0,0,0,3,0,2,24,2,8,53,124,50
KAF2217603,753,715,608,2,0,0,3,0,2,11,2,0,19,67,33
KAF2217604,7914,7480,10932,0,2,2,22,16,21,142,46,40,430,1024,417
KAF2217605,1442,1364,1779,0,0,0,2,4,2,6,2,0,12,42,17
KAF2217606,9165,9057,8132,4,2,5,4,2,12,41,7,14,129,288,189
KAF2217607,1114,958,600,2,0,0,0,0,0,5,4,4,21,66,41
KAF2217608,405,250,264,0,0,0,0,0,0,5,0,0,3,14,4
KAF2217609,626,655,381,0,0,0,0,0,2,4,0,0,6,16,5
KAF2217610,1841,1687,1028,0,0,0,2,2,0,14,4,3,16,38,16
KAF2217611,736,547,814,0,0,0,2,0,0,4,0,0,21,18,11
KAF2217612,4055,3569,3226,3,2,6,9,2,6,16,6,5,16,31,11
KAF2217613,6477,6874,12444,2,4,4,0,2,2,6,6,0,37,82,27
KAF2217614,323,298,539,0,0,0,0,0,0,5,1,0,19,50,17
KAF2217615,17428,15849,11054,10,2,8,10,16,17,111,76,24,685,1607,872
KAF2217616,38036,35216,21856,24,8,19,2,7,12,81,24,26,322,559,245
KAF2217617,2637,2064,766,0,0,0,0,2,2,9,0,0,26,73,51
KAF2217618,18886,13422,2905,4,2,0,2,2,0,6,2,0,24,45,33
KAF2217619,902,649,773,0,0,0,0,0,0,0,2,1,4,16,2
KAF2217620,2741,3590,8219,0,0,0,4,6,2,24,2,6,26,36,19
KAF2217621,400,413,679,0,0,0,0,0,0,6,4,0,19,22,12
KAF2217622,3615,2766,3072,0,2,0,2,0,4,11,2,6,79,107,65
KAF2217623,10089,9457,8466,3,0,5,0,2,4,6,1,6,44,70,24
KAF2217624,354,246,320,0,0,0,0,0,0,6,0,0,6,15,12
KAF2217625,1221,1023,1099,2,0,2,2,0,0,18,2,6,30,84,46
KAF2217626,252,211,276,0,2,0,0,0,0,10,0,2,20,41,29
KAF2217627,1134,1166,1831,0,4,0,0,0,0,11,4,0,41,83,56
KAF2217628,3864,3530,2037,0,2,2,0,0,0,2,4,4,18,46,25
KAF2217629,669,738,954,1,2,0,0,0,0,5,0,3,26,65,32
KAF2217630,36852,43526,45223,0,0,0,4,0,2,7,0,0,35,34,22
KAF2217631,1568,1658,2456,0,0,0,0,0,0,5,0,0,13,19,14
KAF2217632,1344,1202,1656,0,0,0,2,0,4,7,0,4,32,68,12
KAF2217633,3497,4727,8588,0,0,0,12,4,2,29,8,20,87,191,70
KAF2217634,447,668,1516,0,0,0,0,2,2,28,2,8,12,38,12
KAF2217635,204,178,609,0,0,0,0,0,0,0,0,1,12,20,9
KAF2217636,5101,5490,16384,0,0,0,23,10,12,129,30,12,160,302,188
EFT00053797946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217637,86244,77790,18198,20,9,22,15,8,26,165,42,43,252,432,191
KAF2217638,7394,6653,2634,4,5,0,9,6,8,40,22,24,116,266,94
KAF2217639,298,222,244,0,0,0,0,0,0,0,2,0,15,34,6
KAF2217640,598,509,630,2,0,0,0,0,0,4,2,4,23,52,24
KAF2217641,17,22,14,0,0,0,0,0,0,0,0,0,0,0,2
KAF2217642,53,46,113,0,0,0,0,0,0,0,1,1,0,9,2
KAF2217643,624,626,682,0,0,0,0,0,3,7,1,2,8,25,15
KAF2217644,917,774,1088,2,0,0,0,2,0,10,2,1,22,40,22
KAF2217645,14602,13568,10670,8,6,6,13,18,35,133,40,34,574,1393,648
KAF2217646,68,64,84,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217647,1004,924,822,2,0,0,0,0,2,2,1,7,11,50,6
KAF2217648,387,365,203,0,0,0,0,0,0,0,0,0,2,5,6
EFT00053797943,14,14,18,0,0,0,0,0,0,0,0,0,0,2,2
KAF2217649,4771,3536,3674,4,0,2,2,4,12,64,22,14,199,414,203
KAF2217650,67,61,111,0,0,0,0,0,0,2,0,1,5,7,6
KAF2217651,34,33,60,0,0,0,0,0,0,0,0,1,2,2,4
KAF2217652,95,60,92,0,0,0,0,0,0,12,0,1,7,24,9
KAF2217653,161,133,129,0,0,0,0,0,0,0,0,2,0,3,6
KAF2217654,81,56,83,0,0,2,0,0,0,1,0,0,2,3,0
KAF2217655,122,138,114,0,2,0,0,0,0,2,0,0,2,8,2
KAF2217656,143,158,230,0,0,0,1,0,0,2,2,0,4,4,3
KAF2217657,37,38,35,0,0,0,0,0,0,2,0,2,2,4,2
KAF2217658,36,52,50,0,0,0,0,0,0,1,0,0,0,4,0
KAF2217659,478,508,968,0,0,0,0,0,0,9,0,6,32,45,27
KAF2217660,405,290,255,2,0,0,0,0,0,1,0,2,6,20,15
KAF2217661,1197,903,622,2,0,0,0,2,4,6,1,0,39,124,58
KAF2217662,50374,48037,30878,9,8,8,8,2,2,52,10,10,82,133,35
KAF2217663,20809,19747,15004,8,5,7,0,0,0,4,9,6,38,49,26
KAF2217664,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217665,737,668,840,0,0,0,0,2,2,18,2,6,12,70,24
KAF2217666,1651,1569,2281,0,0,0,8,0,0,21,2,12,28,113,22
KAF2217667,353,359,373,0,0,0,0,0,0,61,10,16,86,187,87
KAF2217668,286,288,587,0,0,0,0,0,4,18,4,4,65,143,40
KAF2217669,71,27,45,0,0,0,0,0,0,0,1,0,2,6,4
KAF2217670,639,551,522,0,0,0,0,2,0,1,0,6,18,44,6
KAF2217671,747,810,956,0,0,0,0,0,0,4,0,2,10,22,15
KAF2217672,365,333,525,0,0,0,0,0,2,6,2,0,13,43,15
KAF2217673,490,655,961,2,0,0,0,0,0,0,0,2,4,0,5
KAF2217674,90,76,40,0,0,0,0,0,2,0,0,2,4,0,2
KAF2217675,10117,8940,3893,3,4,4,1,0,1,15,3,3,57,150,71
KAF2217676,1470,1358,1080,0,2,0,4,0,0,4,0,0,18,27,12
KAF2217677,852,831,1278,0,0,0,0,1,2,23,8,9,70,158,62
KAF2217678,97,131,216,0,0,0,0,2,0,7,0,2,8,14,4
KAF2217679,870,850,1152,0,0,0,0,0,0,4,3,2,23,34,12
KAF2217680,519,445,601,0,0,0,0,0,0,4,1,2,9,6,2
KAF2217681,472,383,497,0,0,0,2,0,0,15,14,26,41,51,25
KAF2217682,103,66,61,0,0,0,0,0,2,20,11,20,33,26,44
KAF2217683,129,214,242,0,0,0,0,1,0,0,1,2,15,25,3
KAF2217684,28,31,87,0,0,0,0,0,0,0,0,0,2,4,0
KAF2217685,2095,2110,4872,0,0,0,4,6,10,48,12,18,158,336,155
KAF2217686,4813,3947,3878,0,0,0,0,0,0,9,6,4,46,66,31
KAF2217687,542,371,488,0,0,0,0,0,2,2,2,0,21,19,10
KAF2217688,136,96,157,0,0,0,0,0,0,2,0,2,6,17,9
KAF2217689,7663,6427,3072,2,6,4,0,0,4,6,2,8,38,114,38
KAF2217690,1634,1312,1221,2,2,2,0,0,0,5,3,2,29,42,21
KAF2217691,245,338,380,0,0,0,0,0,0,4,12,2,12,15,20
KAF2217692,146,153,312,0,0,0,0,0,0,0,4,2,7,26,17
KAF2217693,46,46,106,0,0,0,0,0,0,2,0,0,6,4,2
KAF2217694,3181,3292,7744,0,0,0,4,2,4,32,0,14,32,87,42
KAF2217695,2125,1801,1524,0,0,0,0,0,0,18,8,10,44,62,27
KAF2217696,907,797,1849,0,0,2,3,2,2,24,4,6,30,22,25
KAF2217697,508,495,841,0,0,2,2,0,2,15,0,0,24,34,24
KAF2217698,1304,1170,1354,3,4,6,0,0,0,10,3,16,37,93,47
KAF2217699,655,508,981,2,0,2,2,0,0,8,2,0,6,45,12
KAF2217700,8192,7582,8274,2,6,0,6,0,3,24,8,9,75,103,26
KAF2217701,851,798,1059,0,0,0,2,2,0,2,3,5,24,30,20
KAF2217702,1117,1044,1461,0,2,0,2,0,0,4,4,4,23,71,26
KAF2217703,1330,1314,1588,0,0,0,0,0,0,9,6,2,24,52,16
KAF2217704,1427,1254,1969,0,0,0,0,2,0,56,10,14,76,167,105
KAF2217705,1381,1201,1236,0,0,0,0,0,2,37,18,26,129,132,90
KAF2217706,27,7,11,0,0,0,0,0,0,0,0,0,3,0,0
KAF2217707,1,11,15,0,0,0,0,0,0,0,0,0,3,0,0
KAF2217708,4871,4493,6238,0,0,0,0,0,2,11,0,2,33,49,21
KAF2217709,141,116,190,0,0,0,0,0,0,6,0,1,11,38,8
KAF2217710,101,101,81,0,0,0,0,0,0,1,0,4,6,18,6
KAF2217711,780,727,782,0,0,0,0,0,4,8,0,2,24,24,26
KAF2217712,3205,3014,2479,2,0,0,4,0,2,19,0,4,80,163,75
KAF2217713,466,489,733,0,0,0,0,0,0,4,0,0,13,30,15
KAF2217714,826,643,709,0,0,0,1,0,1,9,3,3,15,40,16
KAF2217715,524,441,708,0,0,0,4,2,2,11,10,2,20,74,21
KAF2217716,3255,2881,2148,0,1,4,0,0,2,9,1,7,38,59,36
KAF2217717,137,133,160,0,0,0,0,0,0,0,0,0,7,15,3
KAF2217718,1399,1269,699,0,0,0,2,2,0,8,1,0,2,16,3
KAF2217719,2140,1937,1117,0,0,2,0,0,0,7,0,2,12,13,7
KAF2217720,323,283,370,0,0,0,0,0,0,4,0,0,15,11,9
KAF2217721,12197,9986,1334,2,2,6,14,2,6,87,34,22,116,177,133
