Geneid,CM_in vitro_1,CM_in vitro_2,CM_in vitro_3,CM_0dpi_1,CM_0dpi_2,CM_0dpi_3,CM_1dpi_1,CM_1dpi_2,CM_1dpi_3,CM_3dpi_1,CM_3dpi_2,CM_3dpi_3,CM_6dpi_1,CM_6dpi_2,CM_6dpi_3
KAF2216326,341,424,464,0,0,0,0,2,0,14,10,2,37,71,28
KAF2216327,9,0,4,0,0,0,0,0,0,0,0,0,2,0,0
KAF2216328,675,822,1054,0,0,0,0,0,0,7,2,0,26,78,33
KAF2216329,1168,897,866,2,0,0,0,0,0,4,2,0,27,126,11
KAF2216330,10779,8030,1177,0,4,2,8,2,3,14,6,10,36,58,32
KAF2216331,636,545,362,0,0,0,0,0,0,2,2,1,1,23,18
KAF2216332,2794,2547,2114,4,0,0,2,0,4,29,5,7,42,100,57
KAF2216333,942,791,913,0,0,2,0,0,0,8,3,4,39,39,10
KAF2216334,838,627,515,0,2,2,0,0,0,10,2,6,26,62,30
KAF2216335,4136,3978,4115,6,2,0,2,2,4,24,6,18,99,222,76
KAF2216336,531,391,414,0,0,0,0,0,2,9,1,2,50,76,31
KAF2216337,57,38,39,0,0,0,0,0,0,0,1,0,0,0,0
KAF2216338,1114,868,692,2,0,0,2,2,0,13,3,2,26,36,10
KAF2216339,924,850,1161,0,0,2,0,0,2,9,0,0,17,35,19
KAF2216340,550,543,1003,2,0,0,0,0,0,11,2,4,9,38,20
KAF2216341,755,697,1302,0,0,0,0,0,2,2,0,4,15,42,14
KAF2216342,1416,1210,605,4,0,0,0,0,0,8,4,0,26,31,6
KAF2216343,1222,941,661,0,0,0,0,0,0,6,0,4,25,36,8
KAF2216344,126,98,301,0,0,0,0,0,0,4,2,2,27,67,23
KAF2216345,1363,1646,5040,0,0,0,0,0,0,30,11,13,234,639,272
KAF2216346,133,80,99,0,0,0,0,0,0,0,0,4,2,8,2
KAF2216347,439,319,547,0,2,0,0,0,0,4,3,1,34,74,29
KAF2216348,329,324,517,0,0,0,2,0,2,3,0,0,12,20,16
KAF2216349,2707,2618,2525,0,0,0,2,2,6,25,7,22,108,236,99
KAF2216350,1883,1608,969,4,2,0,0,0,0,14,6,0,26,43,12
KAF2216351,30,30,25,0,0,2,0,0,0,0,0,0,2,2,2
KAF2216352,5561,4865,6641,10,1,0,2,0,4,20,7,10,52,94,40
KAF2216353,3690,3732,6346,4,2,4,2,2,4,35,4,8,172,289,133
KAF2216354,21,26,37,0,0,0,0,0,0,0,0,0,0,0,2
KAF2216355,95,68,89,0,0,0,0,0,0,2,0,0,2,11,0
KAF2216356,280,215,241,0,0,0,0,0,0,4,1,0,0,4,2
KAF2216357,13479,12270,12383,6,14,0,10,13,16,147,59,49,579,1257,649
KAF2216358,11473,10869,8018,4,6,4,10,4,16,99,49,26,409,1088,587
KAF2216359,27049,23406,20139,20,7,21,9,23,25,103,82,49,543,1374,526
KAF2216360,1763,1506,1371,2,0,2,4,1,0,22,4,4,50,113,75
KAF2216361,71,71,66,0,0,0,0,0,1,0,0,0,3,6,4
KAF2216362,376,424,1528,2,3,1,6,0,2,14,0,8,39,55,15
KAF2216363,1400,1332,1725,0,2,2,6,0,2,16,4,2,44,101,52
KAF2216364,4755,4203,2196,0,0,0,0,0,0,3,0,2,15,30,12
KAF2216365,490,438,530,0,0,0,0,0,0,11,0,2,17,40,18
KAF2216366,815,878,951,0,0,2,1,2,1,13,6,1,50,98,47
KAF2216367,1303,1237,1253,0,0,0,2,0,0,10,2,4,33,64,33
KAF2216368,7513,6390,4331,0,4,5,4,0,1,8,0,7,40,67,32
KAF2216369,488,506,666,0,0,0,0,2,0,0,0,0,6,15,1
KAF2216370,1479,1381,2337,0,0,3,4,2,4,22,2,2,52,215,70
KAF2216371,14020,12780,10173,5,10,6,0,0,0,4,5,7,56,77,30
KAF2216372,1362,1286,1964,0,0,0,4,2,0,20,8,2,28,98,41
KAF2216373,237,194,250,0,0,0,0,6,0,2,6,2,6,31,10
KAF2216374,12808,14358,9332,6,8,10,10,17,18,158,102,53,905,2289,1222
KAF2216375,522,512,443,0,2,0,0,0,0,4,6,1,17,38,19
KAF2216376,793,707,802,0,2,0,4,0,4,13,2,2,19,33,12
KAF2216377,83,103,222,0,0,0,0,0,0,2,1,4,6,22,9
KAF2216378,1142,929,1165,0,0,0,0,1,4,37,4,6,38,106,36
KAF2216379,231,286,546,0,0,0,0,0,0,2,0,0,7,31,10
KAF2216380,121,89,174,0,0,0,0,0,0,1,0,0,3,8,11
KAF2216381,819,759,1089,0,0,0,0,0,0,25,4,2,46,68,32
KAF2216382,438,525,122,0,0,0,0,0,0,2,2,0,0,2,2
KAF2216383,4992,4233,3249,2,4,2,0,0,0,6,6,8,52,81,49
KAF2216384,43,41,45,0,0,0,0,0,0,2,0,0,0,8,2
KAF2216385,1297,1110,1348,2,0,2,0,0,0,14,0,0,32,46,34
KAF2216386,5273,4117,2524,2,0,3,0,0,0,6,4,6,20,68,26
KAF2216387,14471,12597,9565,0,6,7,0,0,4,7,9,1,43,111,63
KAF2216388,1900,1848,2528,0,0,2,1,0,0,16,4,6,59,99,74
KAF2216389,1420,1487,2413,4,0,0,6,0,6,12,2,4,36,91,56
KAF2216390,179,201,351,0,0,0,2,0,0,3,0,0,11,12,2
KAF2216391,614,530,454,0,0,0,0,0,0,10,6,6,32,69,28
KAF2216392,139,140,112,0,0,0,0,0,0,0,0,0,2,0,1
KAF2216393,1433,1625,1906,0,0,0,0,0,0,12,2,0,21,59,43
KAF2216394,1471,1514,1678,0,0,0,2,0,0,4,0,2,21,29,19
KAF2216395,443,325,503,0,0,0,2,2,2,14,0,8,29,58,26
KAF2216396,3842,2917,1531,0,0,0,0,0,0,2,0,4,3,30,15
KAF2216397,548,345,398,0,2,2,2,0,2,6,4,4,107,304,179
KAF2216398,306,291,649,0,0,0,0,0,0,0,1,2,8,13,3
KAF2216399,40794,42747,64795,22,12,25,4,8,18,46,17,18,191,382,147
KAF2216400,317,260,361,0,0,0,2,0,1,3,0,0,14,24,15
KAF2216401,5564,4460,5137,4,6,3,5,8,4,48,6,19,91,222,57
KAF2216402,8735,7573,3972,4,0,0,0,0,0,21,7,8,43,68,22
KAF2216403,391,405,452,0,0,0,0,0,0,0,0,0,4,8,1
KAF2216404,122,107,168,0,0,0,0,0,0,4,0,0,7,10,4
KAF2216405,2053,1974,1935,0,0,0,0,0,0,20,2,6,70,123,56
KAF2216406,366,317,155,0,0,0,0,2,2,28,4,13,43,63,23
KAF2216407,5498,5161,6825,4,0,0,0,0,0,35,11,21,107,265,92
KAF2216408,6,10,8,0,0,0,0,0,0,2,0,0,0,1,0
KAF2216409,193,241,289,0,0,0,0,0,0,0,0,0,4,4,0
KAF2216410,2264,2013,1623,0,0,0,0,0,2,6,6,0,11,41,11
KAF2216411,1030,732,410,1,0,0,0,0,0,8,0,0,3,27,20
KAF2216412,39,60,18,0,0,0,0,0,0,0,2,0,2,6,0
KAF2216413,6105,5654,8793,2,0,2,0,4,4,27,8,4,52,108,32
KAF2216414,497,423,463,0,0,2,0,0,0,8,0,0,15,20,21
KAF2216415,662,621,622,2,2,0,0,2,0,6,2,6,8,40,19
KAF2216416,1054,871,251,0,0,0,0,2,0,4,0,6,19,59,25
KAF2216417,4774,4260,3697,0,2,0,3,2,8,37,5,7,104,243,98
KAF2216418,14541,12959,9453,8,4,4,4,8,4,41,13,13,229,468,203
KAF2216419,5806,5308,2470,2,0,4,2,0,0,12,4,4,38,65,24
KAF2216420,319,298,576,0,0,0,0,0,0,6,0,2,35,37,29
KAF2216421,4997,6677,16436,0,0,0,14,2,2,36,8,6,140,357,121
KAF2216422,2424,2034,1837,0,0,2,0,0,2,7,5,4,19,52,10
KAF2216423,768,595,605,0,0,0,2,8,10,37,2,4,61,191,92
KAF2216424,83,81,125,0,0,0,0,0,0,0,0,0,3,6,2
KAF2216425,1281,1166,1018,2,2,0,0,0,2,9,4,2,14,41,22
KAF2216426,785,789,1063,2,0,2,0,0,0,11,3,6,24,44,17
KAF2216427,201,184,301,0,0,0,0,0,0,0,0,0,2,14,0
KAF2216428,609,638,1032,0,2,0,0,0,0,12,4,5,25,50,28
KAF2216429,711,692,1014,0,0,0,0,0,0,2,0,4,16,34,4
KAF2216430,3231,2849,2014,1,0,1,4,0,0,16,12,4,61,79,35
KAF2216431,2088,1515,660,2,0,0,0,2,4,8,0,10,58,99,21
KAF2216432,5164,4926,2799,0,0,1,2,2,0,13,8,9,31,85,33
KAF2216433,90,58,175,0,0,0,0,0,0,5,0,2,2,7,2
KAF2216434,2684,2492,3054,2,2,2,2,4,0,14,10,4,78,87,46
KAF2216435,44,38,44,0,0,0,0,0,0,0,0,0,2,6,4
KAF2216436,91,138,151,0,0,0,0,0,2,2,2,0,6,15,16
KAF2216437,150,133,243,0,0,0,0,2,0,0,0,0,2,5,2
KAF2216438,740,817,1293,0,0,0,0,0,0,0,0,0,6,12,10
KAF2216439,282,268,379,0,0,0,0,0,0,4,4,4,16,28,11
KAF2216440,4786,4159,3739,0,0,6,5,2,2,33,9,21,110,228,106
KAF2216441,121,121,102,0,0,0,0,0,0,4,0,0,3,12,1
KAF2216442,952,856,920,0,0,0,0,0,0,0,0,0,14,38,12
KAF2216443,360,268,286,2,0,1,2,0,0,0,0,0,13,30,13
KAF2216444,937,1144,2791,0,0,0,0,2,0,12,3,4,16,67,24
KAF2216445,3716,3007,4074,2,0,0,6,0,2,14,4,6,27,67,28
KAF2216446,2575,3550,2743,0,0,0,0,0,0,5,7,1,42,82,40
KAF2216447,5808,6469,8494,0,0,0,0,0,0,4,4,2,21,42,5
KAF2216448,112,81,146,0,0,0,0,0,0,0,0,1,3,8,2
KAF2216449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216450,426,436,710,0,0,0,0,0,0,7,4,0,21,55,18
KAF2216451,807,630,623,1,0,0,0,0,0,5,1,4,8,29,0
KAF2216452,145,126,200,0,0,0,0,0,0,2,2,2,5,28,7
KAF2216453,3019,2765,3158,0,0,0,2,4,5,36,16,10,161,442,185
KAF2216454,1437,1519,1285,0,0,2,0,0,2,4,4,2,41,68,35
KAF2216455,1753,1693,386,2,3,0,0,0,2,4,2,8,18,63,26
KAF2216456,450,432,1448,0,0,0,2,0,0,6,2,5,39,144,85
KAF2216457,335,245,630,0,1,0,0,0,0,7,2,2,40,122,58
KAF2216458,732,612,659,2,1,0,2,0,0,2,0,4,6,29,10
KAF2216459,693,634,568,0,0,0,0,0,2,5,0,8,8,33,19
KAF2216460,348,307,350,0,0,0,0,0,2,3,2,0,14,26,7
KAF2216461,21,22,16,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216462,2,4,11,0,0,0,0,0,0,0,0,0,0,0,1
KAF2216463,58,78,81,0,0,0,0,0,0,0,0,0,2,4,0
KAF2216464,20,26,30,0,0,0,0,0,0,1,0,0,2,4,2
KAF2216465,183,178,205,0,0,0,0,0,0,2,0,0,9,21,3
KAF2216466,184,200,273,0,0,0,0,0,0,3,2,0,7,29,7
KAF2216467,156,207,200,0,0,0,0,0,0,0,0,0,0,0,2
KAF2216468,18919,18965,9940,0,0,2,0,2,0,11,0,8,51,99,50
KAF2216469,3549,2625,1521,0,2,2,0,0,0,11,1,2,22,57,27
KAF2216470,1067,1037,1873,0,0,0,0,0,0,7,6,0,11,71,28
KAF2216471,1836,1808,2571,0,0,0,0,0,2,20,8,6,124,143,79
KAF2216472,7267,5837,4393,2,0,5,0,0,0,10,1,1,23,50,16
KAF2216473,445,413,319,0,0,0,0,0,0,3,0,0,3,5,2
KAF2216474,8612,8315,5198,1,3,5,2,0,2,19,8,6,77,142,89
KAF2216475,548,416,270,0,0,0,0,2,0,1,4,4,12,15,2
KAF2216476,8,13,5,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216477,128,161,284,0,0,0,0,0,0,2,0,2,8,15,2
KAF2216478,3126,2642,2621,2,2,0,0,0,0,11,0,6,25,66,22
KAF2216479,2351,1932,2103,4,6,4,12,7,10,146,42,35,186,477,183
KAF2216480,323,332,305,0,2,2,0,0,0,0,0,1,13,13,6
KAF2216481,4988,3881,1465,8,4,8,0,0,2,4,8,2,22,41,20
KAF2216482,1027,796,941,0,0,0,0,0,0,0,0,0,0,8,0
KAF2216483,203,187,206,0,0,0,0,0,0,2,2,4,1,7,2
KAF2216484,242,198,256,2,0,0,0,0,0,2,0,2,5,19,6
KAF2216485,338,355,790,0,2,0,2,0,0,4,0,0,23,34,16
KAF2216486,479,410,421,2,0,0,0,0,0,2,0,2,21,28,17
KAF2216487,267,217,286,0,0,0,0,0,2,1,2,1,10,13,1
KAF2216488,44,56,98,0,0,0,0,0,0,0,0,0,0,0,4
KAF2216489,1470,1353,578,0,0,0,0,0,2,2,0,0,6,24,16
KAF2216490,166,111,203,0,0,0,0,0,0,0,0,0,13,22,12
KAF2216491,11666,10725,7246,0,2,6,2,2,4,28,6,20,91,151,44
KAF2216492,329,444,1114,0,0,0,0,2,0,29,5,5,56,112,20
KAF2216493,398,465,1227,0,0,0,2,2,1,18,8,0,45,144,56
KAF2216494,3218,2749,2029,0,0,0,2,0,1,15,4,4,36,72,35
KAF2216495,28054,27382,17733,2,4,2,6,0,2,25,4,16,72,120,40
KAF2216496,1987,2054,2607,0,0,0,2,0,0,12,4,7,32,110,33
KAF2216497,236,186,283,0,0,0,0,0,0,1,0,0,6,14,5
KAF2216498,1197,1023,1221,0,2,0,2,2,4,11,3,10,30,66,36
KAF2216499,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216500,125,128,234,0,0,0,0,0,0,0,0,2,1,4,0
EFT00053797954,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216501,75,112,210,0,0,0,2,0,0,0,0,0,4,9,4
KAF2216502,450,649,949,0,0,0,0,0,0,2,0,0,6,10,6
KAF2216503,1426,1161,582,0,2,2,2,0,2,7,0,4,35,83,19
KAF2216504,15749,14188,10757,18,3,12,16,8,22,171,118,59,748,1852,978
KAF2216505,5841,6534,15972,0,0,0,8,6,4,53,8,28,231,599,301
KAF2216506,1489,1376,704,0,0,0,0,2,0,2,0,8,21,25,15
KAF2216507,5691,5101,4518,2,0,2,4,2,2,48,12,16,103,194,74
KAF2216508,5955,5344,2381,0,0,0,2,0,0,12,6,8,58,136,57
KAF2216509,63,61,77,0,0,0,0,0,0,4,0,0,6,14,1
KAF2216510,498,539,1292,0,0,0,2,0,0,12,0,2,48,101,38
KAF2216511,500,441,1034,2,0,0,0,0,0,9,2,4,26,35,11
KAF2216512,6473,5780,5474,2,2,4,2,0,2,22,8,12,64,84,38
KAF2216513,813,714,707,0,0,0,0,0,0,12,3,3,51,60,50
KAF2216514,3712,3616,7048,0,0,0,4,2,2,42,8,7,104,179,63
KAF2216515,3590,3258,2996,0,1,2,0,0,6,17,4,15,64,93,48
KAF2216516,694,688,736,0,0,0,0,0,0,8,6,10,24,76,10
KAF2216517,18186,14875,16493,8,6,10,14,10,18,68,20,32,258,525,229
KAF2216518,175,195,325,0,0,0,0,0,1,4,3,0,18,23,7
KAF2216519,1563,1473,2520,3,0,3,1,1,0,12,2,4,40,103,41
KAF2216520,2056,1839,1832,4,6,4,0,0,0,2,10,4,32,95,36
KAF2216521,100,98,146,0,0,0,0,0,0,2,0,0,1,15,4
KAF2216522,40,52,84,0,0,0,0,0,0,2,0,2,3,14,6
KAF2216523,260,255,287,1,0,0,0,0,0,4,4,2,4,14,8
KAF2216524,1408,1220,988,0,0,0,2,0,0,21,2,2,46,67,55
KAF2216525,3500,3549,8745,0,2,4,4,0,0,44,2,6,42,95,18
KAF2216526,927,814,1150,0,0,0,0,0,4,7,3,2,17,50,29
KAF2216527,271,241,331,0,0,0,0,0,0,2,2,2,10,20,19
KAF2216528,96,95,159,0,0,0,0,0,0,6,0,0,8,14,2
KAF2216529,69,84,168,0,0,0,0,0,0,2,2,2,8,6,4
KAF2216530,808,642,754,0,0,0,0,0,0,0,0,0,6,4,4
KAF2216531,9650,8885,9041,3,0,0,0,0,0,11,5,10,22,68,31
KAF2216532,2048,1737,1785,2,2,0,0,2,2,6,2,3,48,84,44
KAF2216533,1360,1130,1587,0,2,2,0,0,2,4,0,4,10,24,10
KAF2216534,1429,1420,1306,0,0,0,0,4,0,14,4,4,42,92,36
KAF2216535,675,630,1139,0,0,1,2,0,2,18,6,1,36,103,15
KAF2216536,4329,3577,1019,4,0,0,2,0,2,12,3,2,33,30,14
KAF2216537,6019,5951,3741,0,2,0,3,0,0,9,2,6,68,150,120
KAF2216538,1616,1293,1060,0,0,4,2,0,0,10,8,4,19,70,23
KAF2216539,368,376,212,0,0,0,0,0,0,2,2,0,6,7,1
KAF2216540,128,126,286,0,0,0,2,0,2,0,4,0,6,10,8
KAF2216541,12,24,40,0,0,0,0,0,0,0,0,0,0,2,0
KAF2216542,20898,19330,15242,7,12,10,24,8,10,132,59,50,617,1542,772
KAF2216543,1670,1405,1081,2,0,0,0,0,2,9,0,3,17,48,12
KAF2216544,2916,2414,2929,0,0,0,0,0,0,14,8,10,73,161,48
KAF2216545,33,28,19,0,0,0,0,0,0,1,1,0,0,0,0
KAF2216546,1057,890,503,0,0,0,0,0,0,9,1,3,1,14,11
KAF2216547,2292,1965,990,2,0,0,4,0,0,12,0,0,9,31,14
KAF2216548,2375,2055,999,4,4,0,0,0,10,20,0,2,43,61,36
KAF2216549,29672,29549,20800,0,2,7,1,2,8,26,9,4,92,157,89
KAF2216550,5521,4951,2808,0,0,0,0,0,8,12,12,18,54,85,32
KAF2216551,1678,1347,1790,0,0,0,0,0,2,16,6,8,46,52,26
KAF2216552,13605,11365,7612,5,4,5,2,0,3,29,25,12,91,204,89
KAF2216553,349,330,512,0,0,0,0,0,0,2,0,0,14,53,26
KAF2216554,557,504,600,0,0,0,0,2,1,28,5,6,34,158,73
KAF2216555,843,818,419,0,0,0,0,0,0,7,7,1,15,16,9
KAF2216556,2205,1977,2298,4,0,0,0,0,4,8,4,6,18,44,11
KAF2216557,221,216,274,0,0,0,2,0,0,4,0,0,1,13,8
KAF2216558,743,780,749,0,0,0,2,0,0,12,4,0,17,36,31
KAF2216559,1128,1051,1210,0,0,0,0,2,0,15,2,8,51,86,36
KAF2216560,33,22,52,0,0,0,0,0,0,0,0,0,0,5,0
KAF2216561,93,103,161,0,0,0,0,0,0,2,0,0,4,4,2
KAF2216562,36,37,63,0,0,0,0,0,0,0,0,0,0,5,1
KAF2216563,767,689,715,0,0,0,0,0,0,8,2,4,22,85,18
KAF2216564,62,47,79,0,0,0,0,0,0,3,0,0,8,4,0
KAF2216565,212,165,199,0,0,0,0,0,0,3,0,0,6,12,3
KAF2216566,432,376,358,0,0,0,0,0,0,0,4,2,19,50,27
KAF2216567,13552,12358,4804,4,9,2,6,2,2,29,2,21,95,199,102
KAF2216568,3226,2843,2553,6,0,0,6,0,0,23,6,10,62,132,76
KAF2216569,173,143,182,0,0,0,0,0,0,4,0,8,30,27,18
KAF2216570,2479,2331,3516,0,0,2,4,2,10,32,4,6,74,112,50
KAF2216571,672,524,576,4,0,2,0,2,0,6,0,2,15,22,10
KAF2216572,24,8,12,0,0,0,0,0,0,0,0,0,0,2,0
KAF2216573,343,334,415,0,0,0,0,0,2,0,0,6,12,15,7
KAF2216574,747,631,626,0,2,0,0,0,0,6,6,4,17,48,15
KAF2216575,1077,980,766,0,0,0,0,0,0,12,4,0,18,35,5
KAF2216576,914,713,448,0,0,0,0,0,0,6,0,4,10,19,7
KAF2216577,667,643,637,2,0,2,0,0,0,4,2,2,18,56,15
KAF2216578,177,158,211,0,0,0,0,0,0,3,2,4,6,18,15
KAF2216579,876,731,375,2,0,0,2,0,0,0,0,0,9,22,8
KAF2216580,79,91,49,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216581,1384,1149,876,2,0,0,0,0,0,6,3,0,28,53,21
KAF2216582,2554,2319,2098,0,0,0,0,1,2,6,2,4,27,46,29
KAF2216583,1466,1162,828,0,0,0,0,0,0,2,4,0,16,35,15
KAF2216584,735,520,414,0,0,0,0,0,0,0,1,2,16,15,8
KAF2216585,1493,1565,1185,0,0,0,1,0,0,8,2,0,11,24,8
KAF2216586,158,233,301,0,0,0,1,2,0,2,2,0,6,10,5
KAF2216587,11922,10480,4484,0,0,2,3,3,2,28,2,7,69,117,57
KAF2216588,561,553,179,1,0,2,0,0,0,0,1,0,10,33,7
KAF2216589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216590,571,520,756,0,0,0,1,0,0,0,0,0,7,28,11
KAF2216591,556,558,804,0,0,0,0,0,2,3,0,0,15,22,2
KAF2216592,778,733,2468,0,0,0,0,0,0,12,4,2,7,49,5
KAF2216593,337,280,447,0,2,0,0,0,0,14,8,2,24,42,13
KAF2216594,125,141,226,0,0,0,0,0,2,0,2,0,4,19,4
EFT00053797952,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216595,47,53,100,0,0,0,0,0,0,0,0,0,12,14,5
KAF2216596,1171,1310,1771,2,4,0,0,2,0,3,6,3,37,81,54
KAF2216597,5216,5000,5717,6,8,4,2,0,0,30,10,10,75,168,32
KAF2216598,5165,4566,3838,6,4,8,4,4,4,20,10,12,107,236,129
KAF2216599,1596,1423,1249,0,0,0,0,2,0,0,2,6,18,25,21
KAF2216600,804,698,860,0,0,0,0,0,0,6,0,0,5,19,6
KAF2216601,44,46,46,2,0,0,0,0,0,2,0,0,0,0,0
KAF2216602,385,289,163,0,0,0,0,0,0,0,0,0,0,2,0
KAF2216603,2712,2019,1221,0,2,2,0,0,0,2,0,0,4,8,7
KAF2216604,202,217,406,0,0,0,0,0,0,0,0,0,2,4,0
KAF2216605,696,856,1132,0,0,0,0,0,2,0,0,0,18,18,12
KAF2216606,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216607,2,10,15,0,0,0,0,0,0,0,0,0,0,0,0
KAF2216608,6075,6209,6057,0,0,0,0,0,0,6,0,4,13,19,10
KAF2216609,7644,8061,6485,0,0,0,0,0,3,24,15,11,84,191,90
KAF2216610,33501,34213,15675,0,2,4,0,0,4,14,4,2,55,135,40
KAF2216611,180,153,174,0,0,0,0,0,0,6,0,4,4,17,8
KAF2216612,451,468,1087,0,0,0,0,0,2,57,10,16,88,242,119
KAF2216613,217,281,549,0,0,0,0,0,2,14,8,1,22,51,32
KAF2216614,832,908,1315,0,0,0,4,0,4,23,6,8,46,75,40
KAF2216615,165,146,458,0,0,0,0,0,0,0,0,2,2,12,2
KAF2216616,20,24,82,0,0,0,0,0,0,0,0,0,0,1,4
KAF2216617,6984,4865,914,2,0,0,0,0,0,0,0,0,0,2,4
KAF2216618,721,644,1299,0,0,0,0,2,0,4,0,2,13,16,10
KAF2216619,644,506,252,0,0,0,0,0,0,2,0,4,5,25,11
KAF2216620,1201,1098,495,0,0,0,0,0,0,5,0,0,8,21,11
KAF2216621,1110,1077,391,2,0,0,0,0,0,6,2,2,10,25,9
KAF2216622,1729,1532,1922,0,0,0,0,2,4,18,2,2,33,51,26
KAF2216623,887,959,1369,0,0,2,2,0,0,10,2,4,50,90,19
KAF2216624,399,405,476,0,0,2,0,0,0,8,2,0,23,28,2
KAF2216625,2871,2645,3008,0,2,4,2,0,0,6,6,2,32,67,62
KAF2216626,241,167,184,2,2,0,0,0,0,0,0,0,4,19,5
KAF2216627,617,518,513,0,0,0,0,0,0,0,0,0,27,16,16
KAF2216628,1571,1372,1598,1,0,0,2,0,2,20,12,10,52,126,75
KAF2216629,368,297,340,0,0,0,0,0,0,9,0,2,9,44,12
KAF2216630,963,883,759,0,0,0,0,0,0,6,2,0,24,40,14
KAF2216631,195,157,228,0,0,0,0,0,0,1,0,0,6,8,2
KAF2216632,747,661,371,1,0,0,0,0,0,2,2,1,4,22,11
KAF2216633,727,529,306,0,1,0,0,0,0,12,1,5,19,40,13
KAF2216634,6534,6388,8738,0,0,4,8,0,8,56,15,13,162,341,127
KAF2216635,1857,1879,2269,0,0,0,3,0,8,79,18,16,114,327,189
KAF2216636,142,126,180,0,0,0,0,0,0,10,0,3,32,38,23
KAF2216637,726,749,1351,0,0,0,0,2,4,20,6,5,45,159,62
KAF2216638,54,76,99,0,0,0,0,0,0,2,0,0,2,8,1
KAF2216639,961,835,1212,0,0,0,4,0,0,0,4,0,15,12,21
KAF2216640,742,741,829,0,0,0,0,0,1,6,2,8,33,68,40
KAF2216641,108,140,215,0,0,0,0,0,0,6,1,1,24,61,21
KAF2216642,94,101,199,0,0,0,0,0,0,6,0,0,8,24,15
KAF2216643,1475,1182,1757,0,0,0,0,4,0,2,2,4,40,78,32
KAF2216644,1295,1183,776,0,0,0,0,0,0,14,4,1,29,62,28
KAF2216645,1817,1690,1957,4,4,2,2,2,0,12,2,6,28,54,4
KAF2216646,494,407,919,0,0,0,0,0,0,4,2,2,4,10,4
KAF2216647,1622,1427,1408,0,1,0,0,0,0,4,1,7,37,71,40
KAF2216648,201,202,916,0,0,0,0,0,0,10,0,2,22,73,14
KAF2216649,13,14,11,0,0,0,0,0,0,0,0,2,0,1,3
KAF2216650,2861,2798,1452,0,6,4,2,2,2,27,0,0,72,161,100
KAF2216651,3220,2726,1152,0,0,2,0,0,0,11,4,7,47,112,63
KAF2216652,457,380,491,0,0,0,0,0,0,1,0,0,11,17,9
KAF2216653,308,247,275,0,0,0,0,0,0,2,0,2,7,20,10
KAF2216654,914,800,653,0,0,0,2,0,0,4,0,0,13,10,5
KAF2216655,10961,10303,8149,4,2,6,8,5,8,43,12,15,201,467,153
KAF2216656,12352,10937,9151,6,2,6,4,6,4,36,21,9,248,432,209
KAF2216657,1248,1118,2128,0,0,0,7,4,8,70,13,24,123,273,99
KAF2216658,3536,3003,1856,0,0,0,0,0,0,12,2,6,8,31,2
KAF2216659,3727,3425,3024,2,2,4,6,2,6,14,18,2,83,157,34
KAF2216660,291,223,401,0,2,0,0,1,0,7,2,2,15,19,10
KAF2216661,286,259,258,0,0,0,0,0,2,2,0,4,13,36,11
KAF2216662,43,40,32,0,0,0,0,0,0,0,0,0,3,2,3
KAF2215548,237,206,341,2,0,0,0,0,0,2,1,3,5,55,27
KAF2215549,742,822,1053,0,0,0,0,0,0,6,0,6,45,49,30
KAF2215550,1062,1036,1356,0,0,0,2,1,0,4,2,2,10,19,5
KAF2215551,972,943,1339,2,0,0,0,2,0,4,2,4,7,17,8
KAF2215552,3590,3590,6930,0,0,0,2,2,6,22,14,16,113,253,115
KAF2215553,57,44,100,0,0,0,0,0,0,1,0,0,3,6,4
KAF2215554,2031,2327,3686,0,0,0,6,0,2,48,16,8,73,244,79
KAF2215555,802,695,836,0,0,0,0,0,2,2,2,2,25,42,22
KAF2215556,9862,8150,11111,4,2,8,2,5,2,21,8,12,147,305,127
KAF2215557,21,27,35,0,0,0,0,0,0,0,0,0,2,6,4
KAF2215558,1095,1005,681,0,0,0,2,0,0,2,2,2,24,33,14
KAF2215559,527,247,100,0,4,5,0,0,0,8,2,0,4,23,7
KAF2215560,156,192,443,0,0,0,0,0,0,4,0,2,12,10,16
KAF2215561,2547,2371,3845,2,0,0,6,0,8,30,12,10,41,89,22
KAF2215562,222,267,639,0,0,0,0,0,0,4,3,4,27,97,52
KAF2215563,99076,103091,128964,9,6,13,8,14,28,188,76,67,667,1421,656
KAF2215564,887,717,632,0,0,0,8,0,2,6,2,0,23,48,13
KAF2215565,136,144,390,0,0,0,0,0,2,16,2,2,18,52,14
KAF2215566,338,316,450,0,0,0,0,0,0,2,4,0,6,2,4
KAF2215567,86,71,99,0,0,0,0,0,0,0,0,0,1,2,4
KAF2215568,10426,9413,6146,18,8,25,0,4,2,42,2,6,76,169,80
KAF2215569,100,122,258,0,0,0,2,0,0,1,0,2,1,16,1
