Geneid,CM_in vitro_1,CM_in vitro_2,CM_in vitro_3,CM_0dpi_1,CM_0dpi_2,CM_0dpi_3,CM_1dpi_1,CM_1dpi_2,CM_1dpi_3,CM_3dpi_1,CM_3dpi_2,CM_3dpi_3,CM_6dpi_1,CM_6dpi_2,CM_6dpi_3
KAF2217364,1.728338,2.632575,5.562324,0,0,0,0,130.887654,0,7.741737,0,0,18.148876,2.434987,8.066777
KAF2217365,7.930918,7.738902,16.437541,0,0,0,0,100.101854,0,47.366559,18.565885,7.861191,29.74311,18.62259,20.564693
KAF2217366,3.692655,3.768715,13.283687,0,0,0,0,0,0,13.320216,0,0,0,5.236963,2.313245
KAF2217367,4.524836,3.990045,5.628771,0,0,0,37.783739,60.314759,0,7.134989,0,0,8.363242,6.732445,6.195462
KAF2217368,119.587509,119.971815,104.226101,139.405749,266.098104,88.018561,77.205304,123.244004,185.131291,102.054831,160.006406,116.14307,72.017961,65.344437,67.095252
KAF2217369,38.72882,38.768819,40.178046,69.786904,99.907086,66.093504,57.973784,92.544435,0,16.421442,17.164211,14.535386,32.997103,36.154933,18.061509
KAF2217370,17.392205,19.148139,22.244586,0,0,0,0,0,83.46989,39.439989,61.835886,26.182633,19.812593,32.562994,46.23288
KAF2217371,144.831043,130.101845,112.557705,45.902061,0,0,0,0,45.718566,0,45.158768,66.924149,20.497953,27.461122,25.010287
KAF2217372,18.064737,14.029243,14.241134,0,87.384134,0,0,0,0,4.787693,0,0,4.810175,4.51758,13.303218
KAF2217373,35.183147,36.520994,41.156908,261.199039,0,247.375348,216.984788,0,173.436591,153.655796,192.727078,299.217432,140.654884,167.540289,156.549161
KAF2217374,2.729865,3.006241,2.872724,0,0,0,0,0,0,0,0,0,0,2.965981,6.550591
KAF2217375,934.384063,905.710142,705.177965,1539.288356,1259.227779,1666.083537,1826.752276,583.214503,1606.141418,1483.325635,3623.653414,1145.023973,2524.252303,3037.975793,3558.482857
KAF2217376,38.384689,37.797436,27.785396,32.608499,124.486396,20.588485,18.059148,86.48428,43.304193,11.935859,5.346745,13.583554,8.851169,15.284764,10.660278
KAF2217377,19.836995,14.871626,20.378222,0,0,250.340463,0,0,0,0,0,0,27.773818,0,0
KAF2217378,13.904294,16.80581,21.800103,364.937665,0,0,0,0,0,0,0,0,14.379352,2.25078,0
KAF2217379,45.343028,43.791014,56.52067,216.429909,232.381152,76.865841,0,0,0,21.219903,13.307828,22.539273,19.18759,35.039744,15.477581
KAF2217380,1.254648,1.175042,2.065629,0,0,0,0,0,0,0,0,36.703508,0,0,0
KAF2217381,3.735313,2.215077,5.105081,0,0,0,0,0,0,6.041954,0,64.176194,14.164093,0.95018,16.788342
KAF2217382,1.031658,0.847508,1.875336,0,0,0,0,0,0,14.500691,0,0,4.85626,0,0
KAF2217383,29.155994,39.656799,95.763087,0,0,0,0,0,0,103.829154,25.04435,42.417247,20.060904,18.840632,47.159074
KAF2217384,5.618474,4.690988,11.522989,84.631926,0,0,0,0,0,13.2764,0,0,2.223124,7.307631,10.375361
KAF2217385,19.803086,20.546318,23.25933,0,0,0,0,0,178.88486,21.131024,0,0,42.460496,73.109103,44.036437
KAF2217386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217387,17.842009,17.758939,15.463458,22.714631,32.518316,43.024965,37.739261,60.243758,30.165104,0,33.520219,9.462117,22.076834,8.40565,9.901071
KAF2217388,57.81705,55.712643,55.839847,0,0,0,0,0,171.693509,20.281535,31.798354,107.712808,129.052882,62.196175,91.576611
KAF2217389,512.300025,355.54592,48.380794,419.024518,119.975285,396.848074,0,0,0,13.146663,0,17.455089,14.309095,15.506188,13.698631
KAF2217390,6.593822,7.912934,16.031347,0,160.840229,0,0,0,0,17.624566,13.816315,0,11.804883,12.472663,15.303784
KAF2217391,3.929994,5.748015,8.78916,0,0,0,0,0,0,41.608511,0,0,3.483658,6.543505,0
KAF2217392,13.893327,14.421828,23.226686,0,89.182597,0,103.501219,41.305143,41.364417,19.544918,0,12.97509,25.364064,19.594865,16.122703
KAF2217393,11.533445,12.164181,15.622111,0,0,0,129.664317,0,0,18.36412,0,0,36.900704,14.440039,25.513527
KAF2217394,6.511131,5.465432,7.085954,0,0,0,0,0,0,0,0,0,15.778122,3.704591,8.181867
KAF2217395,314.483036,317.133249,117.308781,680.038028,1095.236936,402.529819,847.38773,0,225.773183,253.362838,188.163606,53.114989,104.947102,143.650824,180.631839
KAF2217396,24.905929,22.139818,11.876417,0,0,0,0,0,0,61.986741,215.968341,36.57824,89.956836,61.738971,110.040994
KAF2217397,155.037488,154.370962,69.093139,0,0,0,168.401851,0,134.604104,373.656996,373.938617,158.333584,94.518514,105.022604,74.555452
KAF2217398,34.426903,30.297255,26.797357,131.939002,188.884167,0,0,0,0,25.871959,16.225314,0,27.726341,27.66728,41.335912
KAF2217399,14.826529,15.44117,12.324256,0,0,126.908707,55.658858,0,0,42.041933,49.436503,27.909959,21.119674,13.223332,27.379425
KAF2217400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217401,42.70408,41.625721,26.908079,0,0,168.876537,0,67.560492,33.828721,21.978357,37.591321,42.445245,28.103804,23.566334,16.655365
KAF2217402,5.135502,5.321121,8.396508,0,0,0,0,0,0,7.529898,0,0,0,1.184179,2.615348
KAF2217403,14.278897,14.001906,14.361939,41.970808,0,0,0,111.315003,27.868685,6.584055,41.291174,69.934254,20.947409,18.120064,11.434148
KAF2217404,25.999535,23.727322,19.569142,0,0,0,137.890333,0,0,32.548593,20.412492,34.572337,15.260668,41.973416,20.349096
KAF2217405,12.473021,13.2079,29.756105,0,0,0,140.227457,111.923614,0,26.480211,10.379233,0,13.302277,16.136948,27.591994
KAF2217406,49.337325,50.023541,74.475048,0,281.701052,0,245.196959,130.470549,195.986663,181.351053,96.793459,81.968829,94.331851,81.312115,93.812486
KAF2217407,38.346433,33.803763,21.663833,0,0,0,0,0,0,56.483818,96.608739,40.9062,55.029379,47.644372,78.473753
EFT00053797945,15.749434,15.975446,14.946749,0,0,0,0,0,0,0,0,0,54.429227,25.559192,56.449392
KAF2217408,135.329156,121.654385,107.697658,471.786774,225.136996,417.030079,0,0,41.768959,78.944265,54.150497,157.22383,93.360319,72.162536,54.839182
KAF2217409,6.432516,6.021832,12.987949,0,0,0,0,0,60.153184,17.764197,44.562482,18.868705,9.518726,13.409576,20.978039
KAF2217410,67.822707,61.000003,53.001426,0,91.244622,60.362853,0,84.520351,0,29.995235,47.027953,53.100369,41.855671,36.557982,35.595514
KAF2217411,1.760274,1.906179,3.995314,0,0,0,0,0,0,0,0,0,0,3.526222,31.151702
KAF2217412,2.88795,1.954578,6.162128,0,0,253.817414,0,0,0,0,0,55.819919,0,6.611666,0
KAF2217413,35.347444,34.472639,40.098656,0,0,0,0,0,0,10.849531,136.083277,57.620561,87.203815,59.718274,30.146808
KAF2217414,17.077533,18.442454,22.017232,0,0,0,0,160.997476,40.307127,26.187346,0,37.930326,47.836933,46.799052,37.209317
KAF2217415,8.678497,7.216905,9.317189,0,0,0,0,0,12.635728,8.955678,9.360758,19.817723,11.996975,4.929408,5.18427
KAF2217416,4.441433,4.125643,10.119554,0,0,0,0,140.403492,0,0,0,0,8.343575,15.672097,7.211042
KAF2217417,15.539432,15.60642,49.121591,0,0,0,0,0,243.181554,28.726161,0,0,38.481399,53.081561,42.404007
KAF2217418,4.158648,4.846461,10.578562,0,0,0,0,0,0,24.216153,0,0,2.703318,2.53888,0
KAF2217419,44.27598,26.585327,4.403648,503.485428,648.711767,524.522875,0,0,0,31.593155,0,0,13.225627,12.421134,19.203104
KAF2217420,1.100171,0.911042,1.667873,0,0,0,0,0,0,0,0,0,0,6.222745,9.162265
KAF2217421,14.882875,14.064692,19.618569,0,568.401428,0,0,0,105.453729,37.370607,78.121881,0,50.061449,39.180243,28.123064
KAF2217422,9.377784,9.479881,12.125213,0,0,0,0,0,0,10.166311,0,80.988094,25.535122,19.984885,17.655247
KAF2217423,175.132799,231.408181,310.138892,0,0,175.08842,0,245.15963,0,58.002763,227.348708,154.022865,145.68781,224.622447,221.606118
KAF2217424,118.860353,137.501647,140.710947,0,0,0,0,0,0,34.107258,0,0,117.080333,93.867034,133.272245
KAF2217425,13.12374,15.374629,7.392096,0,0,0,0,0,0,54.72577,0,0,11.454738,13.985355,4.751955
KAF2217426,2.208523,2.032845,2.500964,0,0,0,158.907075,0,0,0,0,0,5.024755,8.258438,10.422502
KAF2217427,11.568521,11.131761,11.48177,0,0,0,0,0,26.63056,4.718658,0,4.176705,3.687301,3.710366,7.102005
KAF2217428,0.837823,1.814536,2.542923,0,0,0,0,0,0,15.523175,0,0,0,2.441231,10.783281
KAF2217429,8.54935,8.336911,17.961031,0,0,0,282.462577,0,75.257728,8.889924,55.75218,0,10.42028,37.048631,33.964961
KAF2217430,2.013873,3.057394,6.60339,0,0,0,0,0,0,16.095815,0,0,4.042849,6.328215,10.482253
KAF2217431,18.76537,21.444518,9.775829,0,0,0,0,0,0,0,0,0,0,2.771703,0
KAF2217432,86.85181,91.601183,94.003146,154.677988,221.43735,292.983628,321.237499,0,0,42.463195,190.216605,96.65012,20.315518,75.365043,42.139076
KAF2217433,2.987633,2.491531,3.714458,0,0,0,0,0,0,4.665926,0,24.780172,1.562612,6.604023,0
KAF2217434,24.399508,29.820598,65.800529,0,150.643814,0,0,0,139.742365,16.507262,0,0,13.820645,6.489979,4.300082
KAF2217435,23.654806,23.300714,39.121061,0,0,0,0,0,0,32.880045,0,0,20.646524,21.329693,18.557786
KAF2217436,17.875352,15.656396,23.403898,0,0,0,0,0,0,107.151121,0,0,35.884756,42.12743,68.230497
KAF2217437,37.015494,36.734753,49.527423,70.48796,0,0,0,93.474105,0,52.52362,69.346547,58.725613,70.360338,105.641744,88.334278
KAF2217438,503.311061,667.601711,1337.216159,0,0,512.978352,674.936893,1436.549408,899.131798,892.174072,1798.447939,507.667471,1067.099311,1135.814634,1475.606926
KAF2217439,1.13891,0.352375,1.987673,0,0,0,0,0,0,9.474238,0,0,0,0,0
KAF2217440,47.738237,44.315953,62.98023,0,0,0,0,0,0,0,0,0,5.139388,0,5.330139
KAF2217441,195.379873,180.716275,80.283791,117.748766,252.854091,148.689377,65.211294,52.048892,104.247165,27.707269,38.614019,49.049997,32.476936,33.164238,20.316327
KAF2217442,27.417512,29.629679,18.787599,0,0,137.275897,0,0,0,28.422715,0,0,22.844943,23.243266,25.667247
KAF2217443,14.706499,16.647322,9.321738,0,0,0,0,0,71.880102,25.472812,0,0,8.530808,8.011893,38.338876
KAF2217444,53.842718,52.571076,71.990681,64.000262,0,60.613114,212.666683,0,339.970232,160.637833,299.078545,199.951948,168.116807,119.207352,146.459493
KAF2217445,100.770133,104.508095,103.33655,0,0,0,0,0,0,51.088931,32.03986,13.56636,30.797297,22.496403,39.038209
KAF2217446,45.869648,43.660714,24.648513,194.909889,0,0,0,0,0,38.219939,0,81.192609,12.799802,15.627574,21.239797
KAF2217447,29.311376,27.056594,23.461847,0,0,0,181.897886,145.183185,48.463842,28.624295,0,15.20202,23.006964,16.205616,19.884065
KAF2217448,25.388572,25.136432,31.993674,0,0,178.50895,156.578766,0,0,44.351929,92.716079,0,44.560191,51.149592,59.051303
KAF2217449,1.318723,1.634491,3.808114,0,0,0,6.859115,0,0,6.476293,4.061536,3.439482,4.771582,6.925699,7.198083
KAF2217450,37.424697,39.975071,52.885463,0,0,0,169.179432,540.127416,270.451253,111.816012,50.0887,42.417247,80.243616,114.299831,97.09221
KAF2217451,45.809548,34.259556,27.83832,0,0,0,0,0,0,102.116309,137.230967,154.950714,83.053754,75.707559,96.270018
KAF2217452,15.121744,16.922205,17.754031,58.340375,0,55.25277,0,0,38.738105,29.743953,35.872292,24.30255,26.052387,11.874013,19.07247
KAF2217453,64.553117,68.180855,64.42045,80.2749,0,0,0,159.678854,0,25.185807,19.743752,50.159553,41.119115,40.598311,34.990991
KAF2217454,97.389188,101.114693,104.393701,0,0,151.973836,0,0,213.099844,37.759075,0,133.689286,50.581838,43.546275,61.202408
KAF2217455,68.665048,77.736378,87.751227,0,0,529.705907,232.315235,0,0,87.739686,0,116.493743,139.573497,93.138252,137.135209
KAF2217456,13.627559,13.524243,17.419158,0,0,0,0,118.878218,0,7.031403,0,0,7.064421,16.586758,7.32662
KAF2217457,294.598715,267.936002,118.860244,144.539918,103.461833,0,120.073043,0,0,232.411584,195.524147,270.946122,191.738163,149.76538,165.384035
KAF2217458,15.350321,18.589479,27.453965,0,0,0,0,0,101.085823,35.822712,0,31.708356,23.993949,39.435263,45.621575
KAF2217459,9.979355,12.323225,14.903619,0,0,0,251.94108,0,0,11.893985,0,0,47.79934,48.632766,24.786718
KAF2217460,96.033924,109.056137,142.598088,0,0,0,0,0,127.014901,75.019063,70.571067,79.683453,75.371327,41.29219,23.450631
KAF2217461,49.228798,34.475191,29.616724,1553.004349,1482.189639,1274.704759,0,137.29597,0,32.483103,0,0,76.14981,54.276856,91.66874
KAF2217462,4.626889,3.306865,5.09502,0,0,0,0,0,0,18.859933,0,0,37.896985,11.863924,19.651774
KAF2217463,7.717933,9.988416,13.892698,0,280.094392,0,0,0,129.912579,0,48.120703,40.750663,25.696942,16.893687,37.310974
KAF2217464,46.2072,46.403555,41.864881,95.289279,0,0,158.318531,0,379.633426,82.215336,0,49.617706,62.576811,77.576882,51.919503
KAF2217465,44.054452,44.851513,57.629801,85.617655,122.570424,81.086428,0,227.075198,0,73.870684,42.115623,0,57.34993,53.861426,61.810989
KAF2217466,9.541487,12.08691,20.140603,0,0,0,0,0,0,18.345571,0,0,6.143905,31.735997,0
KAF2217467,4.540009,3.745767,7.496491,0,0,0,0,0,0,0,0,0,0,0,6.121513
KAF2217468,12.940248,19.785287,119.597985,0,0,0,333.518881,532.401276,0,62.980893,0,83.620997,26.365263,32.189958,24.609439
KAF2217469,139.643468,185.941525,1144.45052,0,0,0,456.363024,242.833085,790.34005,394.984708,45.038238,38.1403,153.925595,137.78618,144.672494
KAF2217470,0.178728,0.154834,0.921244,0,0,0,0,492.6794,0,7.285245,0,0,2.439818,12.602743,40.485966
KAF2217471,5.750511,5.402369,6.401921,0,0,93.717199,82.203852,0,0,23.284763,73.013912,41.220863,27.293117,36.618458,28.306114
KAF2217472,27.527111,24.692339,40.814135,0,0,0,0,0,0,100.481964,131.283659,22.23532,64.498257,94.812937,101.792387
KAF2217473,51.596321,57.255188,53.873312,201.000823,0,0,0,0,0,181.305836,49.436503,62.797409,76.558818,86.778117,82.138276
KAF2217474,334.613303,357.880406,201.115992,0,458.177903,101.035819,0,0,141.673842,146.434929,183.670104,111.099769,58.849015,53.29542,63.939568
KAF2217475,196.824287,254.969929,108.701372,398.113816,142.485155,377.04405,0,0,66.087057,7.806626,0,0,20.915422,27.009359,23.047439
KAF2217476,3.300514,2.182074,2.971049,0,0,0,0,0,0,0,0,0,0,0,2.459345
KAF2217477,7.571768,7.292713,10.74641,0,0,0,0,0,0,0,0,0,14.908005,14.001175,12.884435
KAF2217478,6.738888,5.506025,8.293357,0,0,0,0,0,0,0,0,0,18.265664,21.053364,1.722146
KAF2217479,1.388067,0.701456,0.325214,0,0,0,0,0,0,0,0,0,12.632328,0,6.550591
KAF2217480,15.152361,14.743106,11.379616,0,0,0,0,0,0,38.219939,0,0,35.839447,27.047725,27.877233
KAF2217481,14.473726,13.781257,13.543889,0,0,0,0,0,0,23.741327,37.222779,0,19.87734,7.467293,20.615097
KAF2217482,33.05592,35.79585,28.254705,65.969501,0,0,54.802568,0,0,25.871959,64.901255,27.480575,31.192134,21.971075,26.958203
KAF2217483,11.769759,13.538992,7.97978,0,0,0,0,0,0,0,0,0,8.827962,0,6.103744
KAF2217484,1.989351,1.517763,3.972363,0,0,0,0,0,0,0,0,0,0,4.347397,19.203104
KAF2217485,4.13471,3.829378,7.223007,0,0,0,0,0,0,7.391988,46.358039,0,2.475566,14.531134,10.269792
KAF2217486,14.500724,17.122686,32.950027,0,0,0,0,0,0,7.74669,0,20.570872,24.646376,13.400997,24.215814
KAF2217487,279.439429,326.051807,604.620494,0,0,0,925.287617,328.233497,328.704516,417.408309,294.240993,472.574833,363.019087,307.861223,333.786072
KAF2217488,19.227939,17.414512,42.196087,58.606163,0,55.504491,0,77.71765,38.914588,78.146281,57.657152,12.206634,37.71714,33.615578,19.159361
KAF2217489,147.895439,137.4598,117.368787,210.45485,0,398.633484,87.41514,0,69.871183,206.340775,155.285212,87.668093,146.498842,123.958598,103.201957
KAF2217490,32.080158,34.215617,47.579295,0,0,103.466971,0,144.87494,72.541419,115.682261,188.089625,68.26385,84.658056,55.25163,71.430654
KAF2217491,54.376429,57.876503,92.943932,284.288457,135.662661,0,236.165764,376.99501,188.768002,219.268424,116.535403,207.243013,87.123517,108.124484,107.137759
KAF2217492,0.640688,0.315361,2.456322,0,0,0,0,0,0,11.870663,0,0,3.975468,5.60047,8.246039
KAF2217493,3.811656,2.941505,3.490055,0,0,0,0,0,0,0,0,0,0,1.404248,3.101386
KAF2217494,29.799229,29.33255,26.301598,163.873283,0,0,0,0,0,0,80.609839,34.131925,38.741822,47.502926,26.786495
KAF2217495,300.381544,187.7524,247.858729,203.116621,0,0,112.489482,0,584.435669,244.285758,99.913774,197.426239,149.393904,227.998085,201.051444
KAF2217496,33.005143,30.832452,29.513775,114.347135,163.699611,0,0,151.635771,37.963343,40.360256,84.371632,142.898992,33.040556,35.262219,42.054797
KAF2217497,20.603636,18.485305,21.463994,0,0,29.62489,0,0,0,19.628088,7.693462,32.575758,6.984257,7.331112,0.426087
KAF2217498,34.081706,33.133161,49.981534,220.842106,0,0,0,0,0,25.982997,0,0,43.508341,34.051499,36.098539
KAF2217499,131.859572,155.603516,259.994069,0,0,0,0,0,416.670833,73.829736,0,0,74.176416,46.442923,102.572677
KAF2217500,59.922609,86.553458,127.964024,220.156606,74.15922,36.795008,32.274667,0,34.396317,11.173561,12.740683,29.670722,24.833335,19.329139,21.521331
KAF2217501,2.229143,2.077087,2.27735,0,0,0,0,0,0,21.131024,33.130222,0,7.076749,3.323141,3.669703
KAF2217502,2.573282,4.028419,5.963482,0,0,0,0,0,0,0,0,0,3.818246,7.171977,3.959962
KAF2217503,1.076255,0.233093,0.378238,0,0,0,0,0,0,0,0,0,0,8.623912,0
KAF2217504,14.877193,12.042336,10.550117,129.286962,0,0,0,0,0,5.070384,31.798354,0,13.584514,15.15035,12.327621
KAF2217505,0.947516,1.026054,1.831468,0,0,0,0,0,0,19.311127,0,0,6.467269,0,6.707304
KAF2217506,5.404277,4.992808,8.633067,0,0,0,0,0,130.408429,92.428066,48.304369,61.3593,43.851537,16.958166,53.504831
KAF2217507,15.514182,12.385069,7.691515,0,393.929546,0,0,0,0,0,0,0,0,3.394224,18.740997
KAF2217508,132.07058,125.959468,43.233755,259.879852,372.044571,0,0,0,0,20.383967,0,54.128406,47.785929,22.439594,74.339288
KAF2217509,6.558441,6.179711,13.046095,0,0,0,91.926889,146.744294,73.477437,104.155498,54.433311,23.048224,29.067938,21.157331,12.058723
KAF2217510,0.113811,0.349192,0.488859,0,0,0,0,0,32.727019,0,0,0,0,1.823908,0
KAF2217511,11.855795,11.815647,38.270059,0,0,0,0,448.92169,0,46.4674,0,0,8.892494,10.439473,9.222543
KAF2217512,0.764106,0.379244,1.715652,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217513,71.893812,70.021014,80.690784,0,0,0,929.26094,0,0,70.191749,550.249772,0,152.796249,93.828165,158.467353
KAF2217514,193.20649,172.856505,164.611344,218.962599,470.201011,155.530671,500.219187,145.183185,290.78305,287.674163,201.953374,307.840913,264.580085,252.537509,181.939194
KAF2217515,119.776729,103.033608,56.333519,92.215431,264.031631,262.005072,191.514351,0,61.231198,36.165104,22.680546,19.206854,33.912595,19.337346,31.402925
KAF2217516,2.547567,2.740337,3.48178,0,0,0,0,0,0,0,0,0,0,1.63307,0
KAF2217517,2.002984,2.37363,3.32041,0,0,0,0,0,0,30.809355,0,0,15.477013,12.112976,0
KAF2217518,0.196719,0.355042,1.843597,0,0,0,0,0,0,0,0,0,0,6.305165,0
KAF2217519,1.819259,1.970054,2.061321,0,110.941002,0,0,0,0,0,0,0,0,1.911807,4.222369
KAF2217520,124.804742,109.622835,46.908934,924.866533,842.571528,875.918919,0,0,55.828445,13.189626,20.679322,17.512131,43.06757,25.928102,40.08491
KAF2217521,5.940926,9.34981,3.990159,0,0,0,0,0,0,16.144102,0,42.869698,0,38.083197,5.607306
KAF2217522,257.982666,248.281053,168.225964,288.359836,0,0,479.095927,254.929378,957.357021,844.398873,851.071254,760.763624,825.639853,815.729739,898.181539
KAF2217523,1.856539,1.401204,4.283832,0,0,0,0,0,0,0,0,0,0,0,0
KAF2217524,27.384526,24.510847,29.404868,94.937658,0,0,0,0,63.038761,29.786167,0,0,52.370557,55.625825,54.314314
KAF2217525,80.85455,72.780603,30.318496,83.668635,0,79.240558,34.752848,110.953003,0,26.250573,20.578447,21.783383,17.582558,27.349721,21.084384
KAF2217526,5.752325,6.569511,7.475105,163.35305,0,0,0,0,0,0,0,0,15.018435,10.07492,13.350729
KAF2217527,60.801662,72.7812,111.273815,0,0,43.929937,0,123.021809,0,207.379919,114.084238,38.644559,130.373371,88.685329,93.511268
KAF2217528,6.353013,6.428043,15.401878,0,0,0,105.89431,0,84.641639,0,31.351969,0,6.696907,3.144773,0
KAF2217529,45.338644,51.466844,68.863213,0,0,0,0,0,0,0,0,0,14.227991,26.72505,22.134104
KAF2217530,103.544431,97.96839,123.733711,0,0,0,0,0,0,18.419995,0,0,12.337659,22.208761,12.795577
KAF2217531,6.067438,6.039134,12.748644,0,0,0,0,88.964924,0,15.78628,0,13.973174,12.335872,4.965215,7.310699
KAF2217532,16.224215,12.660017,24.875608,0,0,0,0,0,0,0,0,0,16.28505,11.470842,0
KAF2217533,3.407674,2.959065,7.004772,0,0,0,0,0,0,13.103979,0,0,35.108029,4.121558,43.238158
KAF2217534,10.422677,10.722259,25.78144,0,0,0,173.060742,0,0,89.871015,0,65.085573,19.153065,39.830604,39.727879
KAF2217535,45.029947,47.584293,102.20498,122.904962,175.951015,0,0,0,0,9.640188,30.22869,25.598944,48.427278,43.965474,36.831431
KAF2217536,18.545747,20.12551,36.270827,0,0,193.384696,0,0,135.583366,88.08786,0,42.529462,50.955404,26.446664,11.125608
KAF2217537,17.467742,15.199123,50.990708,0,0,116.493092,102.181681,0,0,9.64787,0,76.858024,11.308702,17.448477,45.238228
KAF2217538,0.973922,1.757747,3.042439,0,0,0,0,0,0,0,0,0,5.539587,5.202622,5.745191
KAF2217539,19.93644,16.354153,17.535642,0,248.029714,0,287.851874,0,230.080864,13.589312,0,108.256812,38.683847,65.181678,61.359413
KAF2217540,16.658121,14.599258,18.260284,122.272184,175.045129,173.701581,0,0,0,47.952779,120.292227,127.335735,152.563506,85.969988,111.590948
KAF2217541,21.027178,18.381016,24.823777,0,0,0,0,0,0,22.175965,0,29.443474,40.846842,37.490326,26.958203
KAF2217542,5.872974,5.308569,2.956684,0,0,0,0,0,0,0,0,0,13.25156,3.111372,3.435849
KAF2217543,186.470041,176.595021,46.671865,515.499379,201.270014,0,77.861572,0,0,3.675797,0,19.52172,61.550962,75.148991,28.0876
KAF2217544,44.576844,41.806754,36.631823,0,0,0,57.274681,0,45.779824,10.815611,59.350299,50.260364,20.827262,14.882893,6.573997
KAF2217545,183.55273,205.593084,197.188102,149.582008,0,0,0,0,0,52.796846,0,0,47.1509,27.676742,30.56308
KAF2217546,64.360029,69.532226,65.729367,0,0,0,0,258.470064,0,15.287976,0,40.596305,40.959368,12.021211,53.099492
KAF2217547,2241.909948,2406.151384,1050.248076,2027.355396,2833.262502,2742.942409,320.795522,256.045392,64.103205,37.861403,0,0,59.594727,36.320747,69.696819
KAF2217548,517.037004,562.122395,423.546722,509.467433,0,0,0,0,0,39.960649,62.652202,106.113113,46.839673,53.417025,27.758942
KAF2217549,3.73137,1.663799,1.885601,0,0,0,0,0,0,29.822849,0,0,3.32921,3.126699,0
KAF2217550,1.921195,2.640556,5.107155,0,0,0,0,0,0,0,0,79.980779,5.043504,0,0
KAF2217551,4.298344,4.654624,15.173503,0,0,0,0,0,0,23.465265,49.053274,20.770202,20.955955,13.530851,20.375386
KAF2217552,8.865817,9.454879,15.081517,0,0,0,0,0,0,8.443568,26.476453,0,9.897086,3.983598,4.399037
KAF2217553,63.758864,73.638944,53.191076,0,0,0,0,0,0,43.243131,0,0,14.482062,23.801998,45.058712
KAF2217554,77.829624,74.031778,55.873996,41.297119,59.121047,0,0,54.764123,27.421355,27.53308,81.256788,68.811714,24.40797,28.017333,19.126045
KAF2217555,4.250835,4.399824,6.359616,88.717605,127.008319,0,0,117.648443,0,13.91733,0,0,2.330447,4.924551,12.084712
KAF2217556,51.304792,56.740211,147.942675,91.559094,0,0,988.786552,485.66617,1580.680101,107.723102,180.15295,95.350751,122.659458,150.209524,184.582148
KAF2217557,12.106037,10.277184,15.75754,0,0,183.8979,161.305673,0,0,38.075713,95.515055,40.443111,33.153903,40.717883,68.768851
KAF2217558,697.013452,706.254139,721.653349,746.944995,486.05823,557.356245,676.91618,660.349325,796.562218,798.920016,690.31335,994.740416,644.515467,569.293532,450.146658
KAF2217559,4.269473,4.164302,4.824174,0,0,0,0,0,0,37.027757,0,16.387499,11.367164,6.793639,8.573863
KAF2217560,0.427125,0.546625,0.659568,0,0,0,0,0,0,0,0,0,0,1.244549,2.74868
KAF2217561,7.489926,6.101895,6.872653,0,0,0,0,0,0,9.452051,0,12.549677,21.366977,8.918781,2.462225
KAF2217562,12.574352,9.143522,11.5993,0,0,0,0,0,0,12.380447,0,0,8.292387,15.57595,12.900245
KAF2217563,16.2771,14.259981,32.825345,0,0,0,0,148.77056,148.984048,17.598949,55.184934,0,5.893862,19.373719,15.28154
KAF2217564,16.547908,18.469386,29.391267,0,0,44.627238,58.717037,62.487268,0,22.175965,11.58951,9.814491,11.758939,9.881171,7.702344
KAF2217565,45.789894,37.89764,36.931105,0,0,0,81.888895,0,0,77.318497,96.978887,184.783179,38.84078,40.733943,41.625119
KAF2217566,23.143546,24.477896,35.938527,155.692014,111.444516,0,0,0,103.379753,27.476725,38.292722,48.641866,42.942272,34.568711,69.985291
KAF2217567,1404.047954,1322.114114,862.697948,0,852.602142,789.654177,1583.185306,947.723568,632.722377,411.076678,263.661349,446.55935,344.172463,307.075157,425.090931
KAF2217568,19.372584,20.512148,35.705672,0,0,0,371.704376,0,0,17.547937,165.074932,0,41.137452,52.433387,54.854084
KAF2217569,16.467272,14.678601,24.377139,0,0,0,0,0,182.711275,10.791512,203.033338,57.31243,18.070309,37.336467,52.474792
KAF2217570,2453.867416,2330.360594,646.674683,1174.98434,870.056989,1151.171893,942.431568,967.125783,672.578904,409.958502,318.884907,312.239923,290.553498,286.873423,239.524699
KAF2217571,191.10625,205.124525,209.697151,0,0,0,0,891.975123,223.31378,369.309529,330.869144,210.145576,348.957749,342.250949,531.411383
KAF2217572,11.28961,8.517682,13.44218,0,0,0,0,0,0,0,118.277988,0,12.632328,2.965981,0
KAF2217573,350.595057,327.298514,204.176849,0,0,282.783038,124.021286,197.97707,297.391755,99.53448,110.156386,186.57025,113.727606,141.799136,207.42695
KAF2217574,910.017805,1012.610149,873.349972,0,0,649.77258,2279.78684,0,1366.680333,618.857253,1856.175898,1428.989918,1270.55958,1942.243024,1747.61047
KAF2217575,103.802988,81.889781,68.363641,282.726433,269.834524,178.50895,78.289383,0,125.153877,170.015729,92.716079,176.660842,245.081051,230.173166,246.475003
KAF2217576,18.740355,18.160475,27.935487,0,0,0,55.950266,0,89.44243,110.937875,99.390666,56.11217,77.844243,82.247741,80.733468
